Data Year,ID,Property Name,Address,ZIP Code,Community Area,Primary Property Type,Gross Floor Area - Buildings (sq ft),Year Built,# of Buildings,ENERGY STAR Score,Electricity Use (kBtu),Natural Gas Use (kBtu),District Steam Use (kBtu),District Chilled Water Use (kBtu),All Other Fuel Use (kBtu),Site EUI (kBtu/sq ft),Source EUI (kBtu/sq ft),Weather Normalized Site EUI (kBtu/sq ft),Weather Normalized Source EUI (kBtu/sq ft),Total GHG Emissions (Metric Tons CO2e),GHG Intensity (kg CO2e/sq ft),Latitude,Longitude,Location
2015,102585,Chicago State University Campus,9501 South Martin Luther King Drive,60628-1598,ROSELAND,College/University,"1,170,487",1971,12,,"57,937,841","78,322,978",,,,116.4,225.7,120.1,229.6,"15,801",13.5,41.718251010000003,-87.611356839999999,"(41.71825101, -87.61135684)"
2015,165722,Drake Hotel,140 E. Walton Place,60611,NEAR NORTH SIDE,Hotel,"667,000",1920,1,68,"14,958,570","61,906,592",,,,115.2,167.9,,,"6,294",9.4,41.900424229999999,-87.623393489999998,"(41.90042423, -87.62339349)"
2015,162430,Providence St Mel School,119 S. Central Park Blvd,60624,EAST GARFIELD PARK,K-12 School,"187,689",1929,1,83,"2,987,454","7,657,008",,,,56.7,92.8,60.1,96.4,"1,007",5.4,41.878835379999998,-87.715547999999998,"(41.87883538, -87.715548)"
2015,244747,Lancaster Condo Association,201 N. Westshore Drive,60601,LOOP,Multifamily Housing,"323,000",2004,1,37,"9,409,522","18,734,855",,,,87.1,152.4,90.2,154.69999999999999,"2,886",8.9,41.886266929999998,-87.616000900000003,"(41.88626693, -87.6160009)"
2015,158095,O'Hare Plaza II,8755 W. Higgins Road,60631,OHARE,Office,"256,010",1969,1,93,"14,246,758",,,"3,663",,55.7,174.8,,,"2,863",11.2,41.986554230000003,-87.845504450000007,"(41.98655423, -87.84550445)"
2015,157208,400 South Jefferson,400 South Jefferson Street,60607,NEAR WEST SIDE,Office,"275,487",1946,1,97,"7,548,016","6,035,929",,,,49.3,109,50.4,109.6,"1,837",6.7,41.876263479999999,-87.643103580000002,"(41.87626348, -87.64310358)"
2015,240752,200 N. Dearborn CA,200 N. Dearborn Street,60601,LOOP,Multifamily Housing,"359,953",1989,1,10,"11,978,389","26,112,829",,,,105.8,180.7,109.9,184.4,"3,794",10.5,41.886039879999998,-87.62982289,"(41.88603988, -87.62982289)"
2015,251383,Mcnair Acade-CPS,4820 W Walton St,60651,AUSTIN,K-12 School,"98,596",2001,1,46,"4,016,740","1,990,391",,,,60.9,149.1,61.9,149,913,9.3000000000000007,41.89802143,-87.746985699999996,"(41.89802143, -87.7469857)"
2015,158391,Godfrey Hotel,127 W Huron st,60654,NEAR NORTH SIDE,Hotel,"158,800",2014,1,16,"12,340,215","10,348,851",,,,142.9,312.39999999999998,144.5,314.10000000000002,"3,029",19.100000000000001,41.894653069999997,-87.632136500000001,"(41.89465307, -87.6321365)"
2015,251328,John T. Richardson Library,2350 N. Kenmore,60614,LINCOLN PARK,College/University,"187,000",1990,1,,"7,179,247","6,156,729",,,,71.3,155.1,74.099999999999994,158,"1,769",9.5,41.925005280000001,-87.655434159999999,"(41.92500528, -87.65543416)"
2015,157159,The Maxwell,1100 S Canal Street,60607,NEAR WEST SIDE,Strip Mall,"240,159",2014,1,,"15,749,795","3,296,429",,,,79.3,220.3,79.900000000000006,222.2,"3,339",13.9,41.869699879999999,-87.639651900000004,"(41.86969988, -87.6396519)"
2015,131291,29 N. Wacker,29 N. Wacker,60606,LOOP,Office,"139,171",1951,1,85,"5,807,425","6,854,148",,,,91,182.7,94.9,186.9,"1,531",11,41.882686810000003,-87.636741189999995,"(41.88268681, -87.63674119)"
2015,129920,The Thompson Building,350 N. Clark St.,60654,NEAR NORTH SIDE,Office,"111,033",1912,1,25,"10,279,329","2,788,787",,,,117.7,317.10000000000002,120.1,322.39999999999998,"2,213",19.899999999999999,41.888570369999997,-87.631077070000003,"(41.88857037, -87.63107707)"
2015,161150,1104 S Wabash,1104 S Wabash,606051996,LOOP,College/University,"169,452",1960,1,,"7,757,697","4,679,023",,,,73.400000000000006,172.7,75.599999999999994,175.1,"1,807",10.7,41.869008200000003,-87.626363830000003,"(41.8690082, -87.62636383)"
2015,251878,South Loop-CPS,1212 S PLYMOUTH CT,60605,NEAR SOUTH SIDE,K-12 School,"71,255",1987,1,35,"4,116,585",,,,,57.8,181.4,59.3,186.3,827,11.6,41.866727079999997,-87.629013130000004,"(41.86672708, -87.62901313)"
2015,158630,Erie Centre CA,375-435 W. Erie Street,60654,NEAR NORTH SIDE,Multifamily Housing,"396,140",1998,2,34,"11,612,759","20,082,617",,,,80,145.30000000000001,82.8,148.1,"3,400",8.6,41.893691420000003,-87.639343179999997,"(41.89369142, -87.63934318)"
2015,172114,Latin School of Chicago Upper School,59 W. North BLVD,60610,NEAR NORTH SIDE,K-12 School,"151,751",1969,1,8,"6,897,822","11,602,700",,,,121.9,223,123.5,224.7,"2,002",13.2,41.910764360000002,-87.631238690000004,"(41.91076436, -87.63123869)"
2015,121093,#1107 Chicago South Loop,1430 S. Ashland Ave,60608,NEAR WEST SIDE,Wholesale Club/Supercenter,"142,374",2012,1,13,"15,099,485","9,397,519",,,,172.1,402.3,173.3,402.1,"3,533",24.8,41.862025559999999,-87.667815439999998,"(41.86202556, -87.66781544)"
2015,101827,Burnham Center,111 West Washington,60602,LOOP,Office,"558,398",1914,1,82,"24,857,178","18,172,719",,,,77.099999999999994,173.9,79.400000000000006,175.7,"5,959",10.7,41.883223430000001,-87.631440720000001,"(41.88322343, -87.63144072)"
2015,250165,River East Center Campus,302 322 E Illinois St,60611,NEAR NORTH SIDE,Other,"1,850,056",2001,3,,"80,095,915","84,582,042",,,,89,183.9,91.7,186.8,"20,585",11.1,41.891446899999998,-87.618897480000001,"(41.8914469, -87.61889748)"
2015,102451,Abbott,947 E. 58th St.,60637,HYDE PARK,Laboratory,"103,005",1926,1,,"2,283,413",,"8,238,600",,,102.2,165.8,105.9,170.4,"1,006",9.8000000000000007,41.788157300000002,-87.603210939999997,"(41.7881573, -87.60321094)"
2015,103692,CNA Building,333 S. Wabash,60604,LOOP,Office,"1,274,198",1974,1,54,"90,638,961","59,004,343",,,,117.4,272,120.4,275.10000000000002,"21,345",16.8,41.877401810000002,-87.625643019999998,"(41.87740181, -87.62564302)"
2015,123973,Dream Town,4032 W. Madison St,60624,WEST GARFIELD PARK,Office,"87,000",1926,1,,"478,064","615,877",,,,12.6,24.7,13.2,25.3,129,1.5,41.881105519999998,-87.726911310000006,"(41.88110552, -87.72691131)"
2015,251714,Lloyd Elemen-CPS,2103 N Lamon Ave,60639,BELMONT CRAGIN,K-12 School,"150,436",1907,1,24,"4,816,499","9,102,458",,,,92.5,164.1,97,168.8,"1,451",9.6,41.919017570000001,-87.747880789999996,"(41.91901757, -87.74788079)"
2015,173837,Black Ensemble Theater,4450 North Clark Street,60640,UPTOWN,Performing Arts,"54,219",2011,1,,"2,322,617","701,168",,,,55.8,148.1,57.4,150.80000000000001,504,9.3000000000000007,41.963217149999998,-87.666599890000001,"(41.96321715, -87.66659989)"
2015,120445,1 - 15 E Oak Street,1 - 15 E Oak Street,60611,NEAR NORTH SIDE,Retail Store,"94,600",2000,1,32,"10,581,069","4,151,534",,,,155.69999999999999,397.3,157.30000000000001,399,"2,346",24.8,41.900699459999998,-87.627747999999997,"(41.90069946, -87.627748)"
2015,101807,Fine Arts Building,408 410 S. Michigan Ave,60605,LOOP,Office,"246,000",1884,1,94,"3,867,069","11,502,053",,,,62.5,98.5,66.7,102.8,"1,388",5.6,41.876456830000002,-87.624859290000003,"(41.87645683, -87.62485929)"
2015,250121,St Bernard Hospital,326 West 64th St,60621,ENGLEWOOD,Hospital (General Medical & Surgical),"353,240",1904,1,79,"23,579,431","62,614,306",,,,244,395.7,243.5,394.3,"8,063",22.8,41.778541410000003,-87.633617299999997,"(41.77854141, -87.6336173)"
2015,101943,303 West Madison,303 West Madison,60606,LOOP,Office,"345,450",1987,1,85,"19,324,838",,,,,55.9,175.7,55.9,175.7,"3,883",11.2,41.881912919999998,-87.63561095,"(41.88191292, -87.63561095)"
2015,101676,O'Hare Plaza I,8725-45 W. Higgins Road,60631,OHARE,Office,"538,105",1969,1,89,"24,407,350","17,357,999",,,,77.599999999999994,176.3,78,176.7,"5,826",10.8,41.986811439999997,-87.844644619999997,"(41.98681144, -87.84464462)"
2015,158184,33 West Monroe,33 W. Monroe Street,60603,LOOP,Office,"1,085,869",1980,1,62,"67,675,860",,,"19,384,056",,80.2,213.5,80.7,217.9,"14,619",13.5,41.880386280000003,-87.628785809999997,"(41.88038628, -87.62878581)"
2015,158265,Randolph Tower City,188 W Randolph St,60601,LOOP,Multifamily Housing,"369,145",1929,1,21,"13,119,491","18,221,863",,,,84.9,163.4,87.1,165.7,"3,604",9.8000000000000007,41.884805810000003,-87.633607960000006,"(41.88480581, -87.63360796)"
2015,251377,HurleyEdward-CPS,3849 W 69th Pl,60629,WEST LAWN,K-12 School,"55,250",1954,1,59,"1,809,210","2,224,067",,,,73,145.1,77.2,150.30000000000001,482,8.6999999999999993,41.766551569999997,-87.719282770000007,"(41.76655157, -87.71928277)"
2015,251794,Saint Francis of Assisi/OLA School-Galapagos Charter,3814 Iowa Street,60651,HUMBOLDT PARK,K-12 School,"55,455",1960,1,32,"996,809","4,847,976",,,,105.4,148.19999999999999,112.3,155.5,458,8.3000000000000007,41.897544150000002,-87.722142899999994,"(41.89754415, -87.7221429)"
2015,243929,The ParkShore Condominium Association,195 North Harbor Drive,60601,LOOP,Multifamily Housing,"791,877",1991,1,47,"26,245,080","28,197,798",,,,68.8,141.5,71,145.19999999999999,"6,771",8.6,41.885668080000002,-87.614713629999997,"(41.88566808, -87.61471363)"
2015,166134,John G Shedd Aquarium,1200 South Lake Shore Drive,60605,NEAR SOUTH SIDE,Other,"452,756",1929,1,,"60,329,483","32,254,913",,,,204.5,493.2,206.1,493.4,"13,834",30.6,41.86761516,-87.61362973,"(41.86761516, -87.61362973)"
2015,250061,WOODSON REGIONAL LIBRARY,9525 S. Halsted St.,60628,WASHINGTON HEIGHTS,Library,"65,000",1970,1,,"5,686,896","2,253,165",,,,122.2,311.10000000000002,124.3,312.39999999999998,"1,262",19.399999999999999,41.7210264,-87.643093669999999,"(41.7210264, -87.64309367)"
2015,250072,Lake Parc Place,3939-3983 S. LAKE PARK AVE,60653,OAKLAND,Multifamily Housing,"291,997",1953,2,73,"2,667,474","26,621,900",,,,100.3,124.4,103.4,127.8,"1,950",6.7,41.823920559999998,-87.602687799999998,"(41.82392056, -87.6026878)"
2015,242563,(IL279) - 212 W Washington Condo,212 W Washington Street ,60606,LOOP,Multifamily Housing,"278,198",1999,1,25,"10,462,461","10,877,652",,,,76.7,159.1,76.7,159.1,"2,680",9.6,41.88326842,-87.635121429999998,"(41.88326842, -87.63512143)"
2015,260150,Cummings Life Science Center,920 E. 58th St.,60637,HYDE PARK,Laboratory,"172,408",1973,1,,"43,021,021",,"53,730,001",,,561.20000000000005,"1,158.4000000000001",564.5,"1,157.5999999999999","12,211",70.8,41.789879980000002,-87.602763749999994,"(41.78987998, -87.60276375)"
2015,251562,Carroll-Rose-CPS,2929 W 83rd St,60652,ASHBURN,K-12 School,"85,634",1958,1,99,"744,333","1,191,017",,,,22.6,41.9,23.6,42.9,213,2.5,41.742086929999999,-87.696878249999997,"(41.74208693, -87.69687825)"
2015,251592,Cleveland ES-CPS,3121 W Byron St,60618,IRVING PARK,K-12 School,"97,461",1910,1,69,"1,489,478","4,504,136",,,,61.5,96.5,66.3,102.2,539,5.5,41.951628300000003,-87.706306699999999,"(41.9516283, -87.7063067)"
2015,251528,Oglesby-CPS,7646 S Green St,60620,AUBURN GRESHAM,K-12 School,"77,140",1907,1,60,"1,294,661","4,361,624",,,,73.3,112.1,78.099999999999994,117.4,492,6.4,41.75480348,-87.646002820000007,"(41.75480348, -87.64600282)"
2015,250058,MARTIN LUTHER KING COMMUNITY CENTER,4314 S. Cottage Grove Ave.,60653,GRAND BOULEVARD,Other - Entertainment/Public Assembly,"56,687",1970,1,,"3,166,466","3,082,778",,,,110.2,232.5,114.5,237,800,14.1,41.816341219999998,-87.606748170000003,"(41.81634122, -87.60674817)"
2015,175953,Hotel Blake,500 S Dearborn Street,60605,LOOP,Hotel,"150,000",1896,1,,"6,572,614","8,167,240",,,,98.3,194.8,100.2,195.2,"1,754",11.7,41.868632120000001,-87.627306869999998,"(41.86863212, -87.62730687)"
2015,165924,Lincoln Park Plaza,600 W Diversey Pkwy,60614,LAKE VIEW,Multifamily Housing,"270,315",1982,1,,"5,923,986","14,505,691",,,,75.599999999999994,125.2,78.900000000000006,128.69999999999999,"1,961",7.3,41.932848489999998,-87.643811549999995,"(41.93284849, -87.64381155)"
2015,251704,ArmstrongInt-CPS,2110 W Greenleaf Ave,60645,WEST RIDGE,K-12 School,"147,016",1912,1,28,"5,860,977","6,460,682",,,,83.8,171.3,84.8,172.4,"1,521",10.3,42.010592219999999,-87.684596290000002,"(42.01059222, -87.68459629)"
2015,136487,Friend Center,800 E. 55th St.,60637,HYDE PARK,Medical Office,"73,327",1963,1,17,"3,345,545","9,656,219",,,,177.3,281.5,179.2,283.5,"1,185",16.2,41.795543440000003,-87.60569126,"(41.79554344, -87.60569126)"
2015,221751,Appleville Condominium,501 W. 24th Place,60616,ARMOUR SQUARE,Multifamily Housing,"260,000",1978,1,92,"7,179,240","4,815,800",,,,46.1,106.2,47.5,109.5,"1,698",6.5,41.847876790000001,-87.639248309999999,"(41.84787679, -87.63924831)"
2015,132533,"Elston Industrial lofts, Llc",1737-1747 N Elston/ 1430-1454 W Willow,60642,WEST TOWN,Mixed Use Property,"58,356",1923,1,,"2,164,655","1,330,106",,,,59.9,140.4,63,146.5,506,8.6999999999999993,41.914428389999998,-87.663809850000007,"(41.91442839, -87.66380985)"
2015,175817,BENCHMARK ID #175817,1450 N Cicero Ave,60651,AUSTIN,Other - Mall,"87,000",1980,1,,"2,934,573","2,444,445",,,,61.8,135.4,,,719,8.3000000000000007,41.90734776,-87.746088090000001,"(41.90734776, -87.74608809)"
2015,157347,Blackhawk and Hallstead,1460 N. Halsted,60642,NEAR NORTH SIDE,Medical Office,"139,950",2008,1,,"3,528,578","7,059,852",,,,75.7,132.1,77.900000000000006,134.5,"1,084",7.7,41.908147309999997,-87.648824239999996,"(41.90814731, -87.64882424)"
2015,238957,2626 Lakeview Condominium,2626 North Lakeview,60614,LINCOLN PARK,Multifamily Housing,"787,000",1967,1,76,"11,850,750","43,668,176",,,,70.5,105.5,74.2,109.4,"4,700",6,41.930280330000002,-87.639990040000001,"(41.93028033, -87.63999004)"
2015,260149,Riverside Square and River's Edge - Chicago,3145 South Ashland Avenue,60608,MCKINLEY PARK,Mixed Use Property,"169,435",1987,1,,"18,062,988","11,860,500",,,,176.6,408.2,180.2,412.1,"4,259",25.1,41.836579499999999,-87.663844909999995,"(41.8365795, -87.66384491)"
2015,251254,720 W. Gordon Terrace CA,720 W. Gordon Terrace,60613,UPTOWN,Multifamily Housing,"288,000",1966,1,62,"6,067,358","15,598,072",,,,75.2,123,78.5,126.5,"2,048",7.1,41.95817169,-87.648569120000005,"(41.95817169, -87.64856912)"
2015,251489,Stowe-CPS,3444 W WABANSIA AVE,60647,HUMBOLDT PARK,K-12 School,"133,900",1990,1,60,"2,921,180","6,354,665",,,,69.3,118.3,73.7,123.9,924,6.9,41.91251827,-87.713138939999993,"(41.91251827, -87.71313894)"
2015,238787,840 Lake Shore Condominium Association,840 N. Lake Shore Dr.,60611,NEAR NORTH SIDE,Multifamily Housing,"278,998",2003,1,7,"11,925,612","10,463,924",,,,80.2,173.6,82.2,177.1,"2,952",10.6,41.897896529999997,-87.618284590000002,"(41.89789653, -87.61828459)"
2015,121761,#1903 Brickyard,2555 Normandy Ave,60707,MONTCLARE,Retail Store,"165,647",1995,1,59,"7,298,067","7,869,821",,,,91.6,188.2,92.9,189.6,"1,884",11.4,41.926697279999999,-87.792031840000007,"(41.92669728, -87.79203184)"
2015,132118,CC Care (Community Care Center),4314 S. Wabash Ave.,60653,GRAND BOULEVARD,Senior Care Community,"62,600",1969,1,21,"2,249,399","6,282,277",,,,136.30000000000001,218.2,140.9,222.4,786,12.5,41.815702010000003,-87.625130200000001,"(41.81570201, -87.6251302)"
2015,231486,Waterford Condominium,4170 N Marine Drive,60613,UPTOWN,Multifamily Housing,"335,787",1973,1,29,"15,327,949","7,787,177",,,,68.8,167.7,71.5,174,"3,493",10.4,41.957651830000003,-87.647107599999998,"(41.95765183, -87.6471076)"
2015,100396,St. Rita of Cascia High School,7740 South Western Avenue,60620,ASHBURN,K-12 School,"250,000",1960,1,73,"5,870,220","13,781,745",,,,78.599999999999994,131.6,82,135.19999999999999,"1,911",7.6,41.752931150000002,-87.682971480000006,"(41.75293115, -87.68297148)"
2015,101756,Cook County Building,118 N. Clark St.,60602,LOOP,Office,"638,592",1906,1,52,"40,677,284","27,206,201",,,,106.3,244.7,109.1,247.3,"9,618",15.1,41.883853279999997,-87.631679660000003,"(41.88385328, -87.63167966)"
2015,239488,1111 S. Wabash Condominium Association,1111 S. Wabash,60605,LOOP,Multifamily Housing,"402,312",2005,1,40,"9,725,797","27,288,394",,,,92,147.1,91.7,146.1,"3,404",8.5,41.868763080000001,-87.625369000000006,"(41.86876308, -87.625369)"
2015,251461,Washington E-CPS,9130 S UNIVERSITY AVE,60619,BURNSIDE,K-12 School,"81,500",1917,1,46,"2,549,843","3,391,559",,,,72.900000000000006,141.9,77.2,147.69999999999999,692,8.5,41.728571359999997,-87.596640190000002,"(41.72857136, -87.59664019)"
2015,250001,120 North LaSalle,120 North LaSalle Street,60602,LOOP,Office,"477,123",1991,1,80,"25,705,950",,,,,53.9,169.2,55.3,173.7,"5,165",10.8,41.883711320000003,-87.632487350000005,"(41.88371132, -87.63248735)"
2015,251728,Burbank Elem-CPS,2035 N Mobile Ave,60639,BELMONT CRAGIN,K-12 School,"165,364",1929,1,56,"4,306,783","6,710,944",,,,66.599999999999994,124.4,69.7,127.7,"1,222",7.4,41.917390310000002,-87.782116759999994,"(41.91739031, -87.78211676)"
2015,232062,Prairie District Homes Tower Residences Condominium Association,1717 S. Prairie,60616,NEAR SOUTH SIDE,Multifamily Housing,"291,068",2003,1,16,"8,537,524","14,159,087",,,,78,143.19999999999999,81.400000000000006,147.6,"2,467",8.5,41.858475149999997,-87.61984803,"(41.85847515, -87.61984803)"
2015,175365,College of Education Building,2247 N. Halstead Ave.,60614,LINCOLN PARK,College/University,"51,170",2000,1,,"4,041,589","1,440",,,,79,248,80.3,252,812,15.9,41.922663290000003,-87.648639000000003,"(41.92266329, -87.648639)"
2015,251606,Ryerson-CPS,646 N LAWNDALE AVE,60624,HUMBOLDT PARK,K-12 School,"114,019",1889,1,29,"2,408,179","10,389,066",,,,112.2,162,120.5,170.7,"1,036",9.1,41.89330854,-87.719061519999997,"(41.89330854, -87.71906152)"
2015,119757,CHICAGO SOUTH PULASKI (1879),4433 S PULASKI RD,60632,ARCHER HEIGHTS,Retail Store,"120,964",2004,1,77,"7,229,694","2,177,500",,,,77.8,206.6,79.099999999999994,207,"1,568",13,41.812511200000003,-87.721978449999995,"(41.8125112, -87.72197845)"
2015,251743,SouthLoopBrn-CPS,1915 S FEDERAL ST,60616,NEAR SOUTH SIDE,K-12 School,"209,160",2005,1,100,"734,435",,,,,3.5,11,3.7,11.5,148,0.7,41.856190349999999,-87.629097630000004,"(41.85619035, -87.62909763)"
2015,251713,NearNorthHS-CPS,1450 N. Larabee,60622,NEAR NORTH SIDE,K-12 School,"153,200",1990,1,90,"3,581,464",,,,,23.4,73.400000000000006,23.8,74.8,720,4.7,41.907942509999998,-87.643343189999996,"(41.90794251, -87.64334319)"
2015,160321,Coast at Lakeshore East,345 E. Wacker Drive,60601,LOOP,Multifamily Housing,"574,065",2013,1,,"23,322,692","19,672,799",,,,74.900000000000006,163.6,76.5,164.7,"5,731",10,41.887248280000001,-87.618546100000003,"(41.88724828, -87.6185461)"
2015,251620,Seward Commu-CPS,4600 S HERMITAGE AVE,60609,NEW CITY,K-12 School,"98,375",1896,1,86,"1,476,653","4,013,766",,,,55.8,90,59.2,93.8,510,5.2,41.80990474,-87.669012219999999,"(41.80990474, -87.66901222)"
2015,251309,Aperion Care International,4815 S. Western Ave.,60609,NEW CITY,Senior Care Community,"91,280",1997,1,8,"6,121,411","10,893,190",,,,186.4,335.9,191.1,339.3,"1,809",19.8,41.806254860000003,-87.683149319999998,"(41.80625486, -87.68314932)"
2015,101715,Franklin Center (227 West Monroe; 222 West Adams),227 West Monroe,60606,LOOP,Office,"2,960,211",1989,1,77,"195,328,163","1,038,158",,,,66.3,207.6,66.3,207.6,"39,299",13.3,41.880033310000002,-87.63472342,"(41.88003331, -87.63472342)"
2015,243527,RiverView Condominium Association,445 East North Water,60611,NEAR NORTH SIDE,Multifamily Housing,"831,220",2000,2,35,"27,727,775","23,497,902",,,,61.6,134.4,63,137,"6,819",8.1999999999999993,41.88925047,-87.615946820000005,"(41.88925047, -87.61594682)"
2015,103643,180 North LaSalle,180 North LaSalle Street,60601,LOOP,Office,"857,412",1972,1,80,"33,809,402","31,245,750",,"21,961,774",,101.5,187.7,102.8,189.2,"9,610",11.2,41.885387719999997,-87.632891169999994,"(41.88538772, -87.63289117)"
2015,243913,990 North Lake Shore Drive,990 North Lake Shore Drive,60611,NEAR NORTH SIDE,Multifamily Housing,"296,542",1973,1,31,"12,687,024","8,587,051",,,,71.7,164.7,74.599999999999994,170.4,"3,005",10.1,41.900263019999997,-87.619901679999998,"(41.90026302, -87.61990168)"
2015,158303,W Chicago Lakeshore,644 North Lake Shore Drive,60611,NEAR NORTH SIDE,Hotel,"381,382",1965,1,21,"26,175,496","12,197,087",,,,100.6,249.1,102.5,252.4,"5,907",15.5,41.893905140000001,-87.615650909999999,"(41.89390514, -87.61565091)"
2015,238355,Museum Park Tower 1 Condominium Association,1322 S. Prairie Ave,60605,NEAR SOUTH SIDE,Multifamily Housing,"279,381",2001,1,23,"9,336,815","19,858,459",,,,104.5,179.6,108.7,182.7,"2,931",10.5,41.865232980000002,-87.621674990000002,"(41.86523298, -87.62167499)"
2015,251622,Galileo Scho-CPS,820 S Carpenter St,60607,NEAR WEST SIDE,K-12 School,"102,703",1894,1,57,"2,002,074","5,828,393",,,,76.2,120.8,81.099999999999994,126.5,712,6.9,41.870844499999997,-87.653743210000002,"(41.8708445, -87.65374321)"
2015,250056,Whitney Youn-CPS,211 S LAFLIN ST,60607,NEAR WEST SIDE,K-12 School,"430,443",1975,1,13,"23,385,422","40,552,702",,,,148.5,269.5,154.4,275.60000000000002,"6,852",15.9,41.87825891,-87.663662099999996,"(41.87825891, -87.6636621)"
2015,156845,The Westin Michigan Avenue,909 North Michigan Avenue,60611,NEAR NORTH SIDE,Hotel,"546,219",1963,1,29,"30,317,555","52,833,073",,,,152.19999999999999,275.8,154.5,277.10000000000002,"8,897",16.3,41.89949395,-87.623201100000003,"(41.89949395, -87.6232011)"
2015,101765,77 West Wacker Drive,77 W. Wacker Drive,60601,LOOP,Office,"1,153,218",1992,1,81,"64,207,903",,,,,55.7,174.8,56.2,176.3,"12,900",11.2,41.88651883,-87.630542000000005,"(41.88651883, -87.630542)"
2015,251687,PeirceSchOf-CPS,1423 W Bryn Mawr Ave,60660,EDGEWATER,K-12 School,"133,238",1930,1,84,"3,731,735","356,912",,,,30.7,90.8,30.8,90.8,769,5.8,41.98305225,-87.666132480000002,"(41.98305225, -87.66613248)"
2015,250129,300 North LaSalle,300 N LaSalle,60654,NEAR NORTH SIDE,Office,"1,506,355",2007,1,80,"89,087,729","6,443,896",,,"551,448",63.8,190.6,64.5,192.9,"18,282",12.1,41.888141519999998,-87.633128619999994,"(41.88814152, -87.63312862)"
2015,173835,1010,1900 W Lawrence Ave,60640,LINCOLN SQUARE,Retail Store,"154,471",1925,1,84,"3,949,646","2,548,600",,,,42.1,97.6,43.5,99.1,929,6,41.969075599999996,-87.676964679999998,"(41.9690756, -87.67696468)"
2015,125048,218 South Wabash Building,218 South Wabash,60604,LOOP,Office,"111,550",1900,1,72,"5,916,650","665,046",,,,59,172.8,60,175.8,"1,224",11,41.879231539999999,-87.626114360000003,"(41.87923154, -87.62611436)"
2015,103711,Two North LaSalle,2 North LaSalle,60602,LOOP,Office,"776,691",1978,1,91,"40,901,657",,,,,52.7,165.4,54,169.7,"8,218",10.6,41.882313400000001,-87.632795160000001,"(41.8823134, -87.63279516)"
2015,252073,118 S Clinton,118 S Clinton Street,60661,NEAR WEST SIDE,Office,"77,969",1910,1,54,"5,501,775",,,,,70.599999999999994,221.6,70.599999999999994,221.6,"1,105",14.2,41.879935349999997,-87.641449159999993,"(41.87993535, -87.64144916)"
2015,156500,Flat Iron Building,1565 1581 N Milwaukee Ave,60622,WEST TOWN,Office,"70,575",1913,1,84,"753,666","6,027,665",,,,96.1,123.2,103,130.4,472,6.7,41.910261120000001,-87.676748020000005,"(41.91026112, -87.67674802)"
2015,251473,Onahan Eleme-CPS,6634 W Raven St,60631,NORWOOD PARK,K-12 School,"90,969",1928,1,37,"1,554,451","7,225,103",,,,96.5,137.1,98.6,139.30000000000001,696,7.7,41.994148510000002,-87.792509370000005,"(41.99414851, -87.79250937)"
2015,251504,Haines Eleme-CPS,247 W 23rd Place,60616,ARMOUR SQUARE,K-12 School,"75,558",1995,1,20,"3,647,025","3,272,853",,,,91.6,197,94.8,200.4,907,12,41.849782329999996,-87.633877389999995,"(41.84978233, -87.63387739)"
2015,159315,1401 South State,1401 S State Street,60605,NEAR SOUTH SIDE,Multifamily Housing,"287,705",2008,1,9,"11,103,160","18,198,552",,,,101.8,187.6,105.1,191.5,"3,197",11.1,41.863682609999998,-87.626915199999999,"(41.86368261, -87.6269152)"
2015,251631,FredericoGar-CPS,3231 N Springfield,60618,AVONDALE,K-12 School,"105,599",2010,1,23,"4,835,657","2,166,298",,,,66.3,165.3,67,165.3,"1,087",10.3,41.940038110000003,-87.724203950000003,"(41.94003811, -87.72420395)"
2015,158142,Lake Shore Plaza,445 East Ohio Street,60611,NEAR NORTH SIDE,Multifamily Housing,"470,318",1985,1,6,"22,022,853","20,209,179",,,,89.8,192.1,93,197.7,"5,498",11.7,41.892240620000003,-87.616272230000007,"(41.89224062, -87.61627223)"
2015,172394,26 North Halsted,26 North Halsted,60661,NEAR WEST SIDE,Office,"57,251",1984,1,13,"8,119,356","3,079,315",,,,195.6,501.8,196.3,499.5,"1,795",31.4,41.882608159999997,-87.647726469999995,"(41.88260816, -87.64772647)"
2015,100429,The John Hancock Center,875 N Michigan Ave,60611,NEAR NORTH SIDE,Mixed Use Property,"2,290,873",1970,1,45,"153,965,647",,,,,67.2,211,67.2,211,"30,934",13.5,41.89880204,-87.622975909999994,"(41.89880204, -87.62297591)"
2015,231520,Lowell House,88 West Schiller,60610,NEAR NORTH SIDE,Multifamily Housing,"293,776",1969,1,42,"4,674,703","25,901,264",,,,104.1,142.5,110.2,149,"2,315",7.9,41.90808621,-87.631170119999993,"(41.90808621, -87.63117012)"
2015,172128,The Moody Memorial Church,1609 1641 N LASALLE DR,60614,LINCOLN PARK,Worship Facility,"145,300",1925,1,21,"5,228,426","7,443,000",,,,87.2,166.8,90.1,169.8,"1,446",10,41.911805129999998,-87.632616240000004,"(41.91180513, -87.63261624)"
2015,160355,1133 N. Dearborn Apartments,1133 N. Dearborn,60610,NEAR NORTH SIDE,Multifamily Housing,"387,600",1992,1,53,"9,910,192","16,642,232",,,,68.5,125.4,71.3,127.7,"2,875",7.4,41.902836809999997,-87.629513630000005,"(41.90283681, -87.62951363)"
