OSEBuildingID,DataYear,BuildingType,PrimaryPropertyType,PropertyName,Address,City,State,ZipCode,TaxParcelIdentificationNumber,CouncilDistrictCode,Neighborhood,Latitude,Longitude,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,YearsENERGYSTARCertified,ENERGYSTARScore,SiteEUI(kBtu/sf),SiteEUIWN(kBtu/sf),SourceEUI(kBtu/sf),SourceEUIWN(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SteamUse(kBtu),Electricity(kWh),Electricity(kBtu),NaturalGas(therms),NaturalGas(kBtu),TotalGHGEmissions,GHGEmissionsIntensity,DefaultData,ComplianceStatus,Outlier
"25,322",2017,Multifamily LR (1-4),Low-Rise Multifamily,Reunion House,530 10th Ave E,Seattle,WA,98102,6852700496,3,EAST,47.62397,-122.31962,1984,1,4,"24,620",,,Multifamily Housing,Multifamily,"24,620",,,,,,35,34.7000007629395,34.7000007629395,108.800003051758,108.900001525879,"853,221.8125","853,533.125",,"250,065","853,221.78",,,3.52987036314648,0.143374100858915,N,Compliant,
"25,323",2017,Multifamily LR (1-4),Low-Rise Multifamily,Swansonia Apartments,1017 E Harrison St,Seattle,WA,98102,6852700575,3,EAST,47.62176,-122.31913,1925,1,3,"21,512",,,Multifamily Housing,Multifamily,"16,379",,,,,,83,45.2999992370605,44.50,106.300003051758,104.099998474121,"741,358","729,655.875",,"135,043.40625","460,768.102125","2,805.90014648438","280,590.014648438",16.8083829235356,0.78134915040608,N,Compliant,
"25,324",2017,Multifamily LR (1-4),Low-Rise Multifamily,The Harrison,318 10th avenue east,seattle,WA,98102,6852700595,3,EAST,47.62176,-122.31958,1900,1,3,"32,960",,,Multifamily Housing,Multifamily,"32,960",,,,,,100,7.30000019073486,7.30000019073486,17.00,17.00,"240,958.703125","240,980.40625",,"43,283.6015625","147,683.64853125",932.75,"93,275.00",5.56481840384284,0.168835509825329,N,Not Compliant,Low outlier
"25,325",2017,NonResidential,Worship Facility,All Pilgrims Christian Church,500 Broadway E,Seattle,WA,98102,6852700670,,,,,1906,1,1,"26,440",0,"26,440",Worship Facility,Worship Fac,"26,440",,,,,,91,29.2000007629395,28.7000007629395,48.4000015258789,47.7999992370605,"772,286.8125","759,743.1875",,"65,839","224,642.668","5,476.43994140625","547,643.994140625",30.0147434317306,1.13520209651024,N,Compliant,
"25,326",2017,Multifamily LR (1-4),Low-Rise Multifamily,Portage Bayshore Condominium,2524 Boyer Ave E,Seattle,WA,98102,6861900000,3,NORTHEAST,47.64251,-122.3149,1958,1,4,"21,312",0,"21,312","Multifamily Housing, Parking",Multifamily,"21,312",Parking,960,,,,36,44.2999992370605,43.2000007629395,139.199996948242,135.600006103516,"944,851.625","920,382.375",,"276,920.09375","944,851.359875",,,3.90895180008346,0.183415531160072,N,Compliant,
"25,955",2017,NonResidential,Other,Seattle Tennis Club,922 McGilvra Blvd E,Seattle,WA,98112,5317100844,3,EAST,47.62816,-122.28067,1928,1,3,"71,280",0,"71,280",Other - Recreation,Other - Rec,"71,280",,,,,,,274.399993896484,274.299987792969,492.799987792969,492.299987792969,"19,561,160","19,552,536",,"2,045,735.625","6,980,049.9525","125,811.0859375","12,581,108.59375",697.059895551429,9.77917923051948,N,Compliant,
"25,327",2017,Multifamily MR (5-9),Mid-Rise Multifamily,Portal Over Lake Union,655 Crockett St,Seattle,WA,98109,6864000000,7,MAGNOLIA / QUEEN ANNE,47.63709,-122.3438,2004,1,5,"71,592",,,"Multifamily Housing, Parking",Multifamily,"59,625",Parking,"30,000",,,,68,42.2000007629395,41.2999992370605,113.50,111.900001525879,"2,513,615.5","2,463,422.25",,"579,053.6875","1,975,731.18175","5,378.84033203125","537,884.033203125",36.7408336128473,0.513197474757616,N,Compliant,
"25,329",2017,Multifamily LR (1-4),Low-Rise Multifamily,Interlake Place,4814 Interlake Ave N,Seattle,WA,98103,6865200380,4,LAKE UNION,47.66412,-122.34021,1990,1,3,"21,871",,,"Multifamily Housing, Other, Parking, Retail Store",Multifamily,"10,608",Parking,"6,729",Other,"2,048",,,53.2000007629395,52.7000007629395,167.00,165.399993896484,"764,329.625","757,075.875",,"224,012.203125","764,329.6370625",,,3.16211399753699,0.14458022027054,Y,Not Compliant,
"25,335",2017,Multifamily LR (1-4),Low-Rise Multifamily,Trinity Stonehedge LLC,1220 N 45th St,Seattle,WA,98103,6865200955,4,LAKE UNION,47.66164,-122.34247,2007,1,4,"158,180",,,"Multifamily Housing, Parking, Retail Store",Multifamily,"45,565",Parking,"22,952",Retail Store,"9,463",,97,27.2999992370605,27.00,74.5999984741211,73.9000015258789,"1,500,530.375","1,486,945.5",,"354,363.5","1,209,088.262","2,914.419921875","291,441.9921875",20.4806125174403,0.129476624841575,N,Compliant,
"25,337",2017,Multifamily MR (5-9),Mid-Rise Multifamily,Portofino,417 E Pine Street,Seattle,WA,98122,6871400000,3,EAST,47.61499,-122.32591,1919,1,5,"40,281",0,"40,281",Multifamily Housing,Multifamily,"32,092",,,,,,42,32.2999992370605,31.7999992370605,101.50,99.6999969482422,"1,037,377.125","1,019,249.8125",,"304,037.8125","1,037,377.01625",,,4.29174040197404,0.106545031205135,N,Compliant,
"25,338",2017,Multifamily LR (1-4),Low-Rise Multifamily,Olympic Park Condominiums,3421 SW Roxbury St.,Seattle,WA,98126,6384550000,1,SOUTHWEST,47.51715,-122.37647,1981,1,4,"42,084",,,Multifamily Housing,Multifamily,"37,183",,,,,,79,28.7000007629395,28.2000007629395,90.1999969482422,88.50,"1,067,564.625","1,047,873.375",,"312,885.3125","1,067,564.68625",,,4.41663004281917,0.104947962237885,N,Compliant,
"25,340",2017,Multifamily MR (5-9),Mid-Rise Multifamily,Olympic Plaza Condominium,654 W OLYMPIC PL,SEATTLE,WA,98119,6385200000,7,MAGNOLIA / QUEEN ANNE,47.62801,-122.36626,1968,1,5,"23,026","3,198","19,828","Multifamily Housing, Parking",Multifamily,"21,107",Parking,"3,198",,,,,25.7000007629395,25.7000007629395,80.6999969482422,80.8000030517578,"542,673.1875","542,915.6875",,"159,048.40625","542,673.162125",,,2.24509729681306,0.0975027054986996,N,Compliant,
"25,348",2017,Multifamily MR (5-9),Mid-Rise Multifamily,111 Highland,111 W. Highland Dr,Seattle,WA,98119,6391000000,7,MAGNOLIA / QUEEN ANNE,47.62936,-122.35859,1974,1,9,"53,820",,,Multifamily Housing,Multifamily,"53,820",,,,,,,59.0999984741211,57.9000015258789,130.600006103516,128.800003051758,"3,181,869","3,116,586.5",,"516,804.1875","1,763,335.88775","14,185.330078125","1,418,533.0078125",82.6333984562399,1.53536600624749,N,Compliant,
"25,354",2017,Multifamily HR (10+),High-Rise Multifamily,One Pacific Towers,2000 1st Avenue,Seattle,WA,98121,6391350000,1,DOWNTOWN,47.61146,-122.34264,1994,1,27,"191,427","44,513","146,914","Multifamily Housing, Parking, Retail Store",Multifamily,"162,769",Parking,"100,193",Retail Store,"9,215",,,,,,,,,"1,035,138.3125","1,698,218.75","5,794,322.375",,,79.0008154353131,0.412694214689219,N,Not Compliant,
"25,356",2017,Multifamily LR (1-4),Low-Rise Multifamily,One Sixty Lee Street Condominium,160 Lee St,Seattle,WA,98109,6391450000,7,MAGNOLIA / QUEEN ANNE,47.63132,-122.35421,1988,1,3,"22,392",,,"Multifamily Housing, Parking",Multifamily,"22,392",Parking,"3,738",,,,95,24.1000003814697,23.7999992370605,75.5999984741211,74.8000030517578,"538,808.8125","533,764.875",,"157,915.796875","538,808.6989375",,,2.22910959655179,0.0995493746227129,N,Compliant,
"25,358",2017,Multifamily LR (1-4),Low-Rise Multifamily,One West Condominiums,5000 California Ave SW,Seattle,WA,98116,6391900000,1,SOUTHWEST,47.55728,-122.38646,1984,1,4,"26,261",,,Multifamily Housing,Multifamily,"26,261",,,,,,100,8.50,8.30000019073486,26.50,26.00,"222,006.796875","217,839.703125",,"65,066.5","222,006.898",,,0.918466438660631,0.0349745416648502,N,Not Compliant,Low outlier
"25,360",2017,Multifamily LR (1-4),Low-Rise Multifamily,Wedgewood Estates,3716 NE 75th,Seattle,WA,98115,6392001040,4,NORTHEAST,47.6836,-122.28746,1948,3,2,"233,540","41,265","192,275","Multifamily Housing, Parking",Multifamily,"91,941",Parking,"54,397",,,,12,69.3000030517578,69.3000030517578,150.600006103516,150.600006103516,"6,369,936.5","6,369,936.5",,"1,003,531.1875","3,424,048.41175","29,458.87890625","2,945,887.890625",170.621762789293,0.730589033096227,N,Compliant,
"25,361",2017,SPS-District K-12,K-12 School,Decatur Building,7711 43rd Ave. N.E.,Seattle,WA,98115,6392002430,4,NORTHEAST,47.68503,-122.28267,1961,1,1,"43,578",0,"43,578",K-12 School,K-12 School,"43,563.30078125",,,,,,54,57.5999984741211,57.2000007629395,131.100006103516,130.600006103516,"2,511,208.5","2,489,786.5",,"431,376.40625","1,471,856.298125","10,393.5205078125","1,039,352.05078125",61.2892153848506,1.40642561349421,N,Compliant,
"25,362",2017,Multifamily MR (5-9),Mid-Rise Multifamily,Onyx Condominium,1125 E Olive ST,Seattle,WA,98122,6395500000,3,EAST,47.61625,-122.31726,2001,1,6,"65,867",,,"Multifamily Housing, Parking, Retail Store",Multifamily,"51,941",Parking,"10,000",Retail Store,"3,926",,,30.6000003814697,30.6000003814697,96.1999969482422,96.1999969482422,"1,712,146.375","1,712,146.375",,"501,801.3125","1,712,146.07825",,,7.08333265823589,0.107539931350083,Y,Not Compliant,
"25,364",2017,NonResidential,Self-Storage Facility,Seattle Self Storage,1100 Poplar Place S,Seattle,WA,98144,7133800125,3,GREATER DUWAMISH,47.59291,-122.31042,1956,1,2,"28,800",0,"28,800",Self-Storage Facility,Self-Storag,"28,800",,,,,,,40.2999992370605,39.2000007629395,86.4000015258789,85.3000030517578,"1,160,046.75","1,128,730.125",,"178,318.796875","608,423.7349375","5,516.22998046875","551,622.998046875",31.8138119216247,1.10464624727864,N,Compliant,
"25,368",2017,Multifamily HR (10+),High-Rise Multifamily,The Vine Building HOA,2607 Western Ave,Seattle,WA,98121,8946350000,7,DOWNTOWN,47.61477,-122.35129,2002,1,12,"205,779",,,"Multifamily Housing, Parking, Retail Store",Multifamily,"160,722",Parking,"15,744",Retail Store,"5,867",,,67.50,67.00,134.100006103516,132.699996948242,"11,237,695","11,167,448",,"1,477,228.625","5,040,304.0685","61,973.90234375","6,197,390.234375",349.995675926622,1.70083281543123,N,Compliant,
"25,371",2017,NonResidential,K-12 School,Epiphany School,1802 36TH AVE,SEATTLE,WA,98122,9103000660,3,CENTRAL,47.61791,-122.28594,2009,4,2,"28,500",0,"28,500",K-12 School,K-12 School,"31,100",,,,,,88,43.7999992370605,42.7000007629395,98.5999984741211,97.1999969482422,"1,361,731.375","1,327,696.25",,"229,709.40625","783,768.494125","5,779.6298828125","577,962.98828125",33.9381489496417,1.19081224384708,N,Compliant,
"25,386",2017,Multifamily LR (1-4),Low-Rise Multifamily,Eagle Court,2121 E Jefferson Street,Seattle,WA,98122,9126100905,3,CENTRAL,47.60583,-122.30421,1968,0,3,"29,581",,,"Multifamily Housing, Parking",Multifamily,"24,882",Parking,0,,,,93,34.2000007629395,33.7000007629395,78.6999969482422,76.9000015258789,"851,604.8125","837,487.625",,"149,188.703125","509,031.8550625","3,425.72998046875","342,572.998046875",20.2999715138855,0.686250346975611,N,Compliant,
"25,401",2017,Multifamily LR (1-4),Low-Rise Multifamily,North Roosevelt Apartments,7101 Roosevelt Way NE,Seattle,WA,98115,9137101240,4,NORTHEAST,47.68037,-122.31785,1968,1,4,"24,288",,,Multifamily Housing,Multifamily,"24,288",,,,,,65,28.8999996185303,28.6000003814697,90.8000030517578,89.9000015258789,"702,411.6875","695,436.8125",,"205,865.09375","702,411.699875",,,2.90595282520344,0.119645620273528,N,Compliant,
"25,407",2017,Multifamily MR (5-9),Mid-Rise Multifamily,"Market Court, a Condomium",2030 Western Ave,Seattle,WA,98121,5160450000,7,DOWNTOWN,47.61123,-122.34446,1989,1,7,"87,645",0,"87,645","Multifamily Housing, Parking, Retail Store",Multifamily,"60,501",Retail Store,"11,489",Parking,0,,97,30.2000007629395,29.50,78.0999984741211,76.00,"2,173,324.5","2,121,003.5",,"468,935.90625","1,600,009.312125","5,733.150390625","573,315.0390625",37.068172508554,0.422935392875281,N,Compliant,
"25,410",2017,Multifamily HR (10+),High-Rise Multifamily,Market Place North,2021 1st Ave,Seattle,WA,98121,5160650000,7,DOWNTOWN,47.61124,-122.34339,1982,1,21,"185,506",0,"185,506","Multifamily Housing, Retail Store",Multifamily,"150,655",Retail Store,"26,074",Restaurant,"5,000",,4,67.1999969482422,66.0999984741211,203.800003051758,200.300003051758,"11,877,042","11,679,732",,"3,302,342.75","11,267,593.463","6,094.4697265625","609,446.97265625",78.9829759621965,0.42577046544153,N,Compliant,
"25,412",2017,Multifamily HR (10+),High-Rise Multifamily,The Marlborough,1220 Boren Ave.,Seattle,WA,98101,5161400000,3,EAST,47.61137,-122.32669,1927,1,12,"95,280","12,960","82,320","Multifamily Housing, Parking",Multifamily,"82,320",Parking,"12,960",,,,,66.00,65.0999984741211,112.800003051758,111.800003051758,"5,430,877","5,357,480","4,008,113.25","416,988.09375","1,422,763.375875",,,218.961790411726,2.29808764076119,Y,Not Compliant,
"25,414",2017,Multifamily MR (5-9),Mid-Rise Multifamily,Marq Condominium,103 Bellevue Ave E,Seattle,WA,98102,5165000000,3,EAST,47.61875,-122.32703,2003,1,6,"39,090",919,"38,171","Multifamily Housing, Parking",Multifamily,"34,584",Parking,"18,408",,,,46,40.2000007629395,39.7000007629395,126.199996948242,124.699996948242,"1,389,764.75","1,372,918.125",,"407,316.6875","1,389,764.53775",,,5.74960551705056,0.147086352444373,N,Compliant,
"25,416",2017,Multifamily MR (5-9),Mid-Rise Multifamily,MARSELLE,699 John St,Seattle,WA,98109,5165500000,7,LAKE UNION,47.61933,-122.34413,2009,1,7,"138,125",,,Multifamily Housing,Multifamily,"114,972",,,,,,96,23.00,23.00,72.1999969482422,72.1999969482422,"2,641,836.5","2,641,836.5",,"774,277.875","2,641,836.1095",,,10.9295604095037,0.0791280391638275,N,Compliant,
"25,418",2017,Multifamily LR (1-4),Low-Rise Multifamily,Parkside,620 19th Ave E,Seattle,WA,98112,5191100005,3,Central,47.62493,-122.307,1907,1,2,"20,736",,,"Multifamily Housing, Other",Multifamily,"19,200",Other,"1,563",,,,85,23.8999996185303,23.3999996185303,75.00,73.50,"496,059.90625","486,030.09375",,"145,386.796875","496,059.7509375",,,2.05225259625242,0.0989705148655679,N,Compliant,
"25,419",2017,Multifamily LR (1-4),Low-Rise Multifamily,Park,606 19th Ave E,Seattle,WA,98112,5191100020,3,Central,47.62463,-122.30704,1909,1,3,"29,243",,,"Food Service, Multifamily Housing, Other, Other - Entertainment/Public Assembly, Restaurant, Retail Store",Multifamily,"17,552",Other,"4,375",Restaurant,"2,925",,,47.7000007629395,47.7999992370605,92.9000015258789,92.9000015258789,"1,396,307.75","1,396,732.25",,"175,366.796875","598,351.5109375","7,979.560546875","797,956.0546875",44.8548906847278,1.5338676156594,N,Compliant,
"25,425",2017,Multifamily MR (5-9),Mid-Rise Multifamily,Matae Belltown Owners Association,159 Denny Way,Seattle,WA,98109,5201700000,7,DOWNTOWN,47.61837,-122.35363,2005,1,6,"79,644",,,Multifamily Housing,Multifamily,"79,644",,,,,,58,29.00,28.3999996185303,91.00,89.3000030517578,"2,307,188.5","2,265,857",,"676,198.1875","2,307,188.21575",,,9.54508604430696,0.119846894233175,N,Compliant,
"25,426",2017,Multifamily MR (5-9),Mid-Rise Multifamily,Velo Apartments,301 E Roy St,SEATTLE,WA,98102,5217200000,3,EAST,47.62487,-122.32768,1966,1,6,"46,351",,,Multifamily Housing,Multifamily,"40,597",,,,,,79,27.8999996185303,27.2000007629395,87.5999984741211,85.4000015258789,"1,132,848.125","1,103,579",,"332,018.8125","1,132,848.18825",,,4.68671491912438,0.101113566462954,N,Compliant,
"25,427",2017,Multifamily LR (1-4),Low-Rise Multifamily,Max Apartments,8520 EVANSTON AVE N,SEATTLE,WA,98103,5217500000,6,NORTHWEST,47.69125,-122.35104,1998,1,4,"36,666","6,492","30,174","Multifamily Housing, Parking",Multifamily,"30,174",Parking,"6,492",,,,84,26.8999996185303,26.6000003814697,84.50,83.5999984741211,"811,993.8125","803,260.375",,"237,981.703125","811,993.5710625",,,3.35930482407399,0.0916190700942014,N,Compliant,
"25,428",2017,Multifamily MR (5-9),Mid-Rise Multifamily,Maxwell Condominiums,700 E. Denny Way,Seattle,WA,98122,5218000000,3,EAST,47.6189,-122.32318,2000,1,5,"44,520",,,Multifamily Housing,Multifamily,"44,520",,,,,,74,27.00,27.00,84.8000030517578,84.8000030517578,"1,202,110.875","1,202,391.25",,"352,318.5","1,202,110.722",,,4.97326147816857,0.111708478844757,N,Compliant,
"25,431",2017,Multifamily LR (1-4),Low-Rise Multifamily,Fenpro Ponderay LLC,5625 15th Ave. NE,Seattle,WA,98105,5226300030,4,NORTHEAST,47.67025,-122.31232,1963,1,4,"28,472",0,"28,472",Multifamily Housing,Multifamily,"28,472",,,,,,,26.3999996185303,26.3999996185303,82.9000015258789,82.9000015258789,"751,669.875","751,875.6875",,"220,301.796875","751,669.7309375",,,3.10973860291116,0.109220939972997,Y,Not Compliant,
"25,432",2017,Multifamily LR (1-4),Low-Rise Multifamily,Dolphin Apartments,1415 NE Ravenna Blvd,Seattle,WA,98105,5226300045,4,NORTHEAST,47.67069,-122.31239,1960,1,4,"20,884",,,Multifamily Housing,Multifamily,"24,696",,,,,,71,32.50,32.2999992370605,102.099998474121,101.300003051758,"803,034.875","797,057.375",,"235,356","803,034.672",,,3.32224089412234,0.159080678707256,N,Compliant,
"25,433",2017,Multifamily LR (1-4),Low-Rise Multifamily,University Park,5644 University Way NE # 500,Seattle,WA,98105,5226300065,4,NORTHEAST,47.67058,-122.31275,1978,1,4,"31,900",,,Multifamily Housing,Multifamily,"27,267",,,,,,81,30.8999996185303,30.3999996185303,96.9000015258789,95.50,"841,466.6875","829,108.5",,"246,619.703125","841,466.4270625",,,3.48123720244305,0.109129692866553,N,Compliant,
"25,435",2017,Multifamily LR (1-4),Low-Rise Multifamily,Daystar Retirement Village,2615 SW Barton Street,Seattle,WA,98126,6882300020,1,DELRIDGE,47.51996,-122.36712,1990,1,2,"89,549",,,Multifamily Housing,Multifamily,"89,549",,,,,,37,42.50,41.9000015258789,110.400001525879,109.00,"3,801,985.25","3,752,721",,"826,955.6875","2,821,572.80575","9,804.119140625","980,411.9140625",63.7428272285032,0.71182064823173,N,Compliant,
"25,436",2017,Multifamily LR (1-4),Low-Rise Multifamily,Westwood Heights East,9400 27th Ave SW,Seattle,WA,98126,6882500035,1,DELRIDGE,47.51789,-122.36689,1997,2,3,"36,260",,,Multifamily Housing,Multifamily,"36,260",,,,,,67,32.5999984741211,32.2999992370605,102.300003051758,101.400001525879,"1,181,243.25","1,170,857.625",,"346,202.5","1,181,242.93",,,4.88692917600312,0.134774660121432,N,Compliant,
"25,438",2017,Multifamily LR (1-4),Low-Rise Multifamily,1317 6th Ave N Apartments,1317 6th Ave N,Seattle,WA,98109,6889900015,7,MAGNOLIA / QUEEN ANNE,47.63107,-122.3454,1989,1,4,"29,280",,,"Multifamily Housing, Parking",Multifamily,"24,696",Parking,"4,584",,,,97,31.2000007629395,30.7000007629395,69.8000030517578,68.4000015258789,"771,722.6875","759,346.375",,"128,035.1015625","436,855.76653125","3,348.669921875","334,866.9921875",19.5921052938417,0.669129279161261,N,Compliant,
"25,447",2017,Multifamily MR (5-9),Mid-Rise Multifamily,The Press,1610 BELMONT AVE,Seattle,WA,98122,6891500000,3,EAST,47.6156,-122.32415,2001,1,6,"119,486",,,Multifamily Housing,Multifamily,"119,486",,,,,,93,25.3999996185303,25.3999996185303,79.9000015258789,79.9000015258789,"3,038,891.25","3,039,440.75",,"890,648","3,038,890.976",,,12.5722191398064,0.10521918165983,N,Compliant,
"25,451",2017,NonResidential,Restaurant,Yale Street Landing  and Ocean Alexander,1001 Fairview Ave N,Seattle,WA,98109,4088803010,3,LAKE UNION,47.62902,-122.33173,1978,1,2,"26,519",0,"26,519","Office, Restaurant",Restaurant,"13,592",Office,"12,927",,,,,175.899993896484,163.800003051758,366.00,353.299987792969,"4,665,236.5","4,343,525",,"674,283.5","2,300,655.302","23,645.810546875","2,364,581.0546875",135.100958491232,5.09449671900267,N,Compliant,
"25,452",2017,NonResidential,Mixed Use Property,Chandler's Cove - SEDO,901 Fairview Ave. N.,Seattle,WA,98109,4088803045,3,LAKE UNION,47.62774,-122.33384,1988,1,2,"34,639","15,402","19,237","Other, Parking, Restaurant",Restaurant,"23,373",Other,"19,659",Parking,"15,402",,,338.399993896484,336.799987792969,622.299987792969,620.700012207031,"14,560,310","14,492,209",,"1,611,399.75","5,498,095.947","90,622.140625","9,062,214.0625",504.040403726336,14.551240039445,N,Compliant,
"25,457",2017,NonResidential,Other,Art Marble 21,731 Westlake Ave N,Seattle,WA,98109,4088803510,7,MAGNOLIA / QUEEN ANNE,47.62643,-122.33946,1921,1,2,"26,300",0,"26,300",Other - Entertainment/Public Assembly,Other - Ent,"26,300",,,,,,,152.300003051758,148.300003051758,285.799987792969,279.700012207031,"4,006,277","3,900,287",,"464,176.59375","1,583,770.537875","24,225.0625","2,422,506.25",135.211536164079,5.14112304806383,N,Compliant,
"25,461",2017,NonResidential,Restaurant,(ID25461) CHINA HARBOR RESTURANT & MARINA,2040 WESTLAKE AVE N,Seattle,WA,98109,4088803835,7,LAKE UNION,47.63734,-122.33988,1962,0,2,"34,072",,,Restaurant,Restaurant,"34,072",,,,,,,205.600006103516,203.50,378.00,371.50,"7,004,903","6,934,991",,"774,802.875","2,643,627.4095","43,612.75","4,361,275.00",242.564286460458,7.11916783459903,N,Compliant,
"25,462",2017,NonResidential,Small- and Mid-Sized Office,1848 Building,1848 Westlake Avenue North,Seattle,WA,98109,4088803945,7,LAKE UNION,47.63614,-122.33982,1949,1,3,"23,355",0,"23,355",Office,Office,"21,915",,,,,,86,33.7999992370605,33.7999992370605,106.199996948242,106.199996948242,"741,222.8125","741,222.8125",,"217,240","741,222.88",,,3.06651885585725,0.131300314958563,N,Compliant,
"25,464",2017,NonResidential,Small- and Mid-Sized Office,Waterworks Offices + Marina,1818 Westlake Ave N,Seattle,WA,98109,4088803975,7,water,47.63575,-122.33895,1965,1,4,"30,840",0,"30,840","Office, Restaurant",Office,"29,255",Restaurant,"1,180",,,,24,134.600006103516,132.300003051758,279.899993896484,277.50,"4,097,286.5","4,027,275.5",,"591,456.375","2,018,049.1515","20,792.37109375","2,079,237.109375",118.777169485215,3.85139978875534,N,Compliant,
"25,471",2017,NonResidential,Other,National Barricade Seattle,6518 Ravenna Ave NE,Seattle,WA,98115,7169200020,4,NORTHEAST,47.67642,-122.3035,1946,1,1,"20,332",0,"20,332",Other,Other,"20,332",,,,,,,21.6000003814697,20.7999992370605,44.7999992370605,43.5999984741211,"439,509.40625","422,981.09375",,"62,949.3984375","214,783.34746875","2,247.26000976563","224,726.000976563",12.8237797442786,0.630719050967861,N,Compliant,
"25,474",2017,Multifamily LR (1-4),Low-Rise Multifamily,Varsity I,2300 NE 65th Street,Seattle,WA,98115,7169200125,4,NORTHEAST,47.67594,-122.30247,2003,1,4,"30,315",,,"Multifamily Housing, Other - Recreation, Parking, Restaurant",Multifamily,"18,823",Parking,"8,797",Restaurant,"1,500",,4,54.7999992370605,54.2999992370605,172.199996948242,170.600006103516,"1,158,296.125","1,147,350.375",,"339,477.09375","1,158,295.843875",,,4.79199461018225,0.15807338314967,N,Compliant,
"25,475",2017,Multifamily LR (1-4),Low-Rise Multifamily,Varsity II,2316 NE 65th Street,Seattle,WA,98115,7169200230,4,NORTHEAST,47.67598,-122.30201,2005,1,4,"30,918",,,"Multifamily Housing, Parking, Restaurant",Multifamily,"17,322",Parking,"11,111",Restaurant,"2,485",,43,42.2999992370605,41.7999992370605,132.899993896484,131.300003051758,"838,302.5","828,495.625",,"245,692.40625","838,302.490125",,,3.46814765469786,0.112172445006076,N,Compliant,
"25,479",2017,Multifamily LR (1-4),Low-Rise Multifamily,Ravenna,2211 NE 54th St,Seattle,WA,98105,7170600000,4,NORTHEAST,47.66768,-122.3037,1978,1,3,"20,390",,,Multifamily Housing,Multifamily,"20,390",,,,,,,27.2000007629395,26.50,85.50,83.3000030517578,"554,955.6875","540,816.8125",,"162,648.203125","554,955.6690625",,,2.29591135036877,0.112599870052416,N,Compliant,
"25,490",2017,Multifamily LR (1-4),Senior Care Community,Ida Culver House Ravenna,2315 NE 65th St.,Seattle,WA,98115,7173700480,4,NORTHEAST,47.67557,-122.30214,1949,1,3,"99,941",,,Senior Care Community,Senior Care,"90,383",,,,,,,69.0999984741211,68.5999984741211,130.699996948242,129.199996948242,"6,245,814.5","6,204,454",,"736,298.125","2,512,249.2025","37,335.65234375","3,733,565.234375",208.683095021357,2.0880629073289,N,Compliant,
"25,491",2017,Multifamily LR (1-4),Low-Rise Multifamily,Saxe,2402 NE 6th st,Seattle,WA,98115,7173700650,4,NORTHEAST,47.67604,-122.30141,2005,1,4,"46,137",,,"Multifamily Housing, Parking",Multifamily,"33,869",Parking,"12,268",,,,96,33.2000007629395,32.7000007629395,73.5999984741211,72.6999969482422,"1,122,969.5","1,105,933",,"184,010.40625","627,843.506125","4,951.26025390625","495,126.025390625",28.8935993880191,0.626256570388606,N,Compliant,
"25,511",2017,Multifamily LR (1-4),Low-Rise Multifamily,Washington Arms,1065 E Prospect St,Seattle,WA,98102,9178900000,3,EAST,47.6284,-122.31843,1920,1,3,"21,672",,,Multifamily Housing,Multifamily,"21,672",,,,,,,75.1999969482422,74.00,100.699996948242,99.50,"1,629,918.75","1,604,406.75",,"66,121.203125","225,605.5450625","14,043.1298828125","1,404,312.98828125",75.5164172366117,3.48451537636636,Y,Not Compliant,
"25,513",2017,NonResidential,Worship Facility,St. Therese Parish,3416 E. Marion,Seattle,WA,98122,9184700280,3,CENTRAL,47.61118,-122.288,1900,1,1,"21,850",0,"21,850",Worship Facility,Worship Fac,"21,850",,,,,,100,16.00,15.8999996185303,25.6000003814697,25.2000007629395,"349,175.59375","346,656.6875",,"26,891.69921875","91,754.477734375","2,574.2099609375","257,420.99609375",14.051227255367,0.643076762259359,N,Compliant,
"25,514",2017,Multifamily HR (10+),High-Rise Multifamily,Washington Park Tower,1620 43rd Avenue E,Seattle,WA,98112,9186700000,3,EAST,47.63383,-122.27624,1969,1,23,"146,102",,,Multifamily Housing,Multifamily,"93,651",,,,,,4,67.50,66.50,160.199996948242,157.100006103516,"6,323,859.5","6,231,854",,"1,172,818.625","4,001,657.1485","23,222.01953125","2,322,201.953125",139.887432178927,0.957464183782063,N,Compliant,
"25,522",2017,NonResidential,Mixed Use Property,YouthCare,5401 26th Ave NE,Seattle,WA,98105,9191201460,4,NORTHEAST,47.66827,-122.29978,1997,1,4,"32,282","6,985","25,297","Multifamily Housing, Office, Other, Parking",Multifamily,"12,600",Parking,"6,985",Other,"6,576",,,53.50,52.50,124.599998474121,122.699996948242,"1,352,134.25","1,327,622.25",,"242,833.296875","828,547.2089375","5,235.86962890625","523,586.962890625",31.2354926052763,0.967582324678655,N,Compliant,
