RID,BuildingID,DataYear,BuildingType,City,State,ZipCode,YearBuilt,PropertyGFATotal,LargestPropertyUseType,SiteEUI(kBtu/sf),SiteEUIWN(kBtu/sf),SourceEUI(kBtu/sf),SourceEUIWN(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SteamUse(kBtu),Electricity(kBtu),NaturalGas(kBtu)
3320,198,2016,NonResidential,Seattle,WA,98105,1953,879000,Hospital (General Medical & Surgical),288.7999878,293.2000122,578.2000122000002,576.5999756,253832464.0,257764208.0,0.0,115641210.0,138191238.0
3321,200,2016,NonResidential,Seattle,WA,98133,1996,55442,Financial Office,85.59999847,88.90000153,194.1000061,197.6000061,3191228.25,3313397.0,0.0,1859345.0,1331883.0
3322,205,2016,Specialty,Seattle,WA,98117,1999,242795,K-12 School,37.70000076,40.0,107.3000031,112.3000031,9157150.0,9708318.0,0.0,7859464.0,1297685.0
3323,209,2016,NonResidential,Seattle,WA,98122,1910,84870,Self-Storage Facility,16.20000076,18.89999962,28.79999924,31.70000076,1381590.125,1617801.25,0.0,482635.0,898955.0
3324,211,2016,Specialty,Seattle,WA,98103,1970,694072,College/University,53.79999924,56.09999847,161.1999969,167.0,35891484.0,37410800.0,0.0,33450832.0,2440648.0
3325,212,2016,Specialty,Seattle,WA,98118,1952,173185,K-12 School,35.40000153,40.59999847,58.90000153,64.90000153,6127771.5,7034167.5,0.0,1800727.0,4327044.0
3326,214,2016,Specialty,Seattle,WA,98106,1963,145341,K-12 School,39.5,45.59999847,69.5,77.19999695,5499097.0,6337972.0,0.0,1864967.0,3634130.0
3327,215,2016,NonResidential,Seattle,WA,98108,1904,114297,Non-Refrigerated Warehouse,18.39999962,21.10000038,36.0,39.70000076,2100097.75,2415462.5,0.0,912475.0,1187623.0
3328,216,2016,Specialty,Seattle,WA,98118,1960,184125,K-12 School,47.79999924,54.70000076,84.19999695,92.30000305,8800292.0,10067991.0,0.0,2999862.0,5800430.0
3329,217,2016,Specialty,Seattle,WA,98117,1959,160270,K-12 School,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4318917.0
3330,220,2016,NonResidential,Seattle,WA,98134,1937,234144,Non-Refrigerated Warehouse,28.79999924,33.59999847,42.0,47.09999847,6744317.0,7874958.5,0.0,1316817.0,5427500.0
3331,223,2016,NonResidential,Seattle,WA,98126,1966,64984,Retail Store,45.0,46.09999847,130.6999969,130.6999969,2944296.25,3016373.5,0.0,2613687.0,330609.0
3332,224,2016,NonResidential,Seattle,WA,98126,1965,67745,Retail Store,136.1999969,141.5,223.89999390000003,227.3000031,9230223.0,9589728.0,0.0,2624102.0,6606121.0
3333,225,2016,Specialty,Seattle,WA,98126,2010,367884,K-12 School,33.29999924,36.09999847,81.59999847,85.90000153,12265516.0,13279344.0,0.0,8205020.0,4060496.0
3334,226,2016,Specialty,Seattle,WA,98126,1958,46797,K-12 School,44.40000153,50.90000153,82.19999695,91.5,2075891.0,2380144.5,0.0,797204.0,1278687.0
3335,227,2016,Specialty,Seattle,WA,98144,1963,136188,K-12 School,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3217877.0
3336,228,2016,NonResidential,Seattle,WA,98117,1973,56000,Other,33.09999847,37.29999924,66.19999695,70.69999695,1851260.5,2088978.125,0.0,844864.0,1006396.0
3337,229,2016,Specialty,Seattle,WA,98118,2004,67371,K-12 School,31.60000038,33.59999847,78.0,80.09999847,2128459.0,2260359.75,0.0,1445339.0,683120.0
3338,230,2016,NonResidential,Seattle,WA,98126,1969,52088,Self-Storage Facility,26.39999962,30.29999924,48.79999924,53.70000076,1377519.5,1576122.875,0.0,523765.0,853755.0
3339,231,2016,Specialty,Seattle,WA,98103,2010,127776,K-12 School,37.20000076,39.09999847,100.0,103.5,4748137.0,4998584.5,0.0,3729930.0,1018207.0
3340,232,2016,NonResidential,Seattle,WA,98109,1998,123920,Hotel,75.59999847,78.09999847,148.1999969,152.1999969,9373179.0,9676783.0,0.0,4079217.0,5293961.0
3341,233,2016,Specialty,Seattle,WA,98109,1900,50000,Museum,175.6000061,184.6999969,368.8999939,373.7000122,7548807.0,7942537.5,0.0,3797924.0,3750882.0
3342,234,2016,Specialty,Seattle,WA,98109,1926,50292,Non-Refrigerated Warehouse,8.0,8.0,25.10000038,25.10000038,430473.6875,430473.6875,0.0,430474.0,0.0
3343,235,2016,NonResidential,Seattle,WA,98109,1998,207656,Hotel,78.90000153,83.0,164.5,171.3999939,11171988.0,11754087.0,0.0,5530787.0,5641200.0
3344,237,2016,Specialty,Seattle,WA,98117,1999,67235,K-12 School,34.0,36.29999924,84.30000305,86.80000305,2284133.75,2443194.0,0.0,1564728.0,719406.0
3345,238,2016,Specialty,Seattle,WA,98103,1957,91130,Office,100.5,106.09999850000001,262.7000122,272.2000122,9472358.0,10005492.0,0.0,7093984.0,2378373.0
3346,239,2016,Specialty,Seattle,WA,98136,1991,58118,K-12 School,23.79999924,25.70000076,66.09999847,69.59999847,1407277.25,1519074.75,0.0,1158457.0,248820.0
3347,241,2016,NonResidential,Seattle,WA,98133,1968,64893,Hotel,95.5,95.69999695,184.6999969,185.3999939,6197825.0,6211749.5,0.0,2620548.0,3577277.0
3348,242,2016,Specialty,Seattle,WA,98115,1989,52792,K-12 School,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3349,243,2016,Specialty,Seattle,WA,98108,1925,70762,K-12 School,51.0,58.5,68.0,76.5,3606416.0,4138032.75,0.0,491106.0,3115310.0
3350,244,2016,NonResidential,Seattle,WA,98104,1900,44558,Office,37.59999847,38.59999847,101.3000031,103.6999969,1677002.25,1722053.0,0.0,1317637.0,359365.0
3351,245,2016,NonResidential,Seattle,WA,98134,1999,1585960,Other - Entertainment/Public Assembly,37.70000076,39.20000076,104.6999969,106.3000031,59757440.0,62160304.0,0.0,49439914.0,10317518.0
3352,247,2016,Specialty,Seattle,WA,98134,1924,179161,Distribution Center,52.20000076,56.29999924,156.3000031,167.6000061,9436408.0,10168523.0,0.0,8772104.0,664302.0
3353,248,2016,Specialty,Seattle,WA,98134,1965,58640,Non-Refrigerated Warehouse,55.90000153,61.5,175.3999939,193.1999969,3928695.25,4327563.5,0.0,3928695.0,0.0
3354,249,2016,NonResidential,Seattle,WA,98134,1999,1172127,Other - Entertainment/Public Assembly,50.09999847,49.0,125.0999985,121.4000015,58761304.0,57406988.0,0.0,40622381.0,18138920.0
3355,250,2016,NonResidential,Seattle,WA,98134,2005,168449,Hotel,88.19999695,89.19999695,183.0,182.6999969,12726789.0,12871628.0,0.0,6232233.0,6494555.0
3356,257,2016,NonResidential,Seattle,WA,98134,1916,79600,Non-Refrigerated Warehouse,30.29999924,30.29999924,95.09999847,95.09999847,2411402.25,2411402.25,0.0,2411402.0,0.0
3357,260,2016,Specialty,Seattle,WA,98103,1997,241066,K-12 School,32.29999924,36.90000153,60.79999924,66.19999695,7791957.0,8886716.0,0.0,3096316.0,4695641.0
3358,261,2016,Specialty,Seattle,WA,98108,1980,334368,Office,159.8999939,161.8999939,451.2000122,453.29998780000005,53466684.0,54136068.0,0.0,45321378.0,8145300.0
3359,263,2016,NonResidential,Seattle,WA,98125,2008,419848,Parking,107.8000031,109.0,285.7000122,285.1000061000001,9134963.0,9238992.0,0.0,6995246.0,2139716.0
3360,264,2016,NonResidential,Seattle,WA,98119,2002,110785,Multifamily Housing,95.30000305,98.09999847,291.3999939,299.0,10557910.0,10864032.0,0.0,10139555.0,418354.0
3361,265,2016,Residential,Seattle,WA,98121,2003,116947,Multifamily Housing,79.90000153,83.09999847,175.3999939,178.8000031,10040121.0,10442680.0,0.0,5502627.0,4537494.0
3362,267,2016,NonResidential,Seattle,WA,98101,1999,934292,Hotel,117.90000149999999,120.5,272.8999939,278.2000122,65047284.0,66502836.0,0.0,39364114.0,25683162.0
3363,268,2016,NonResidential,Seattle,WA,98122,1990,597519,Hospital (General Medical & Surgical),238.39999390000003,244.8000031,454.39999389999986,459.2000122,143423024.0,147299056.0,0.0,58754927.0,84668094.0
3364,273,2016,Specialty,Seattle,WA,98106,1999,71714,K-12 School,33.09999847,34.5,91.40000153,93.90000153,2371358.0,2470597.75,0.0,1944216.0,427142.0
3365,274,2016,NonResidential,Seattle,WA,98103,1991,75397,Non-Refrigerated Warehouse,8.199999809,8.5,21.70000076,22.10000038,549181.375,571637.5,0.0,423381.0,125800.0
3366,276,2016,NonResidential,Seattle,WA,98104,2000,1158691,Hospital (General Medical & Surgical),217.10000609999997,219.6999969,502.89999389999986,502.79998780000005,293090784.0,296671744.0,122575032.0,168683602.0,1832129.0
3367,278,2016,NonResidential,Seattle,WA,98104,1999,102796,Senior Care Community,98.30000305,100.0,254.3000031,256.1000061,10105379.0,10281401.0,0.0,7428816.0,2676561.0
3368,279,2016,Specialty,Seattle,WA,98116,2002,208981,K-12 School,39.09999847,43.20000076,90.0,95.19999695,8164853.0,9030149.0,0.0,4894851.0,3270002.0
3369,280,2016,Residential,Seattle,WA,98101,1909,51976,Multifamily Housing,83.19999695,89.0,156.8000031,162.8999939,4189569.25,4480534.5,0.0,1673151.0,2516419.0
3370,281,2016,NonResidential,Seattle,WA,98105,1928,55653,K-12 School,24.79999924,28.79999924,26.29999924,30.5,1377627.0,1597907.25,0.0,6138.0,1371489.0
3371,282,2016,NonResidential,Seattle,WA,98105,1931,106860,Hotel,111.6999969,118.09999850000001,186.8999939,190.6999969,11935719.0,12616417.0,0.0,3561742.0,8373976.0
3372,283,2016,NonResidential,Seattle,WA,98125,1972,50759,Office,62.0,65.40000153,170.3999939,174.1000061,3147042.0,3321734.0,0.0,2558533.0,588509.0
3373,284,2016,NonResidential,Seattle,WA,98105,1952,56772,Worship Facility,43.0,48.70000076,81.0,87.80000305,2439484.75,2762805.5,0.0,975113.0,1464372.0
3374,285,2016,NonResidential,Seattle,WA,98105,1952,103000,Worship Facility,47.09999847,52.29999924,96.90000153,102.4000015,4854429.5,5391782.0,0.0,2338435.0,2515995.0
3375,286,2016,Specialty,Seattle,WA,98115,2006,269297,K-12 School,39.0,41.59999847,96.80000305,99.59999847,10498344.0,11208195.0,0.0,7203965.0,3294379.0
3376,287,2016,Specialty,Seattle,WA,98115,2001,75174,K-12 School,36.40000153,40.09999847,82.40000153,87.59999847,2733846.0,3011741.75,0.0,1589543.0,1144302.0
3377,289,2016,Specialty,Seattle,WA,98119,2003,75214,K-12 School,31.0,32.70000076,80.80000305,82.5,2334260.0,2457326.25,0.0,1733685.0,600575.0
3378,290,2016,Specialty,Seattle,WA,98116,2005,134918,K-12 School,28.29999924,30.60000038,74.59999847,79.0,3822102.5,4135198.25,0.0,2895105.0,926998.0
3379,291,2016,Specialty,Seattle,WA,98144,1991,64414,K-12 School,35.09999847,37.59999847,110.3000031,117.9000015,2295176.5,2453255.5,0.0,2295176.0,0.0
3380,292,2016,Specialty,Seattle,WA,98115,1927,92437,K-12 School,50.0,57.09999847,74.40000153,81.90000153,4626443.0,5280739.0,0.0,967866.0,3658577.0
3381,293,2016,NonResidential,Seattle,WA,98101,1914,128766,Other - Entertainment/Public Assembly,47.0,47.0,142.3999939,142.3999939,6057410.0,6057410.0,0.0,5732650.0,324760.0
3382,294,2016,NonResidential,Seattle,WA,98101,1913,107572,Residence Hall/Dormitory,54.79999924,57.79999924,113.5,117.0999985,5572503.0,5879083.0,3076446.5,2496056.0,0.0
3383,295,2016,NonResidential,Seattle,WA,98101,1955,230880,Other,306.39999389999997,303.7999878,962.0999756,954.0,62197176.0,61674856.0,0.0,62197171.0,0.0
3384,296,2016,Residential,Seattle,WA,98106,1917,56617,Multifamily Housing,35.09999847,38.59999847,80.80000305,88.40000153,1986611.375,2185550.5,0.0,1191899.0,794712.0
3385,297,2016,Residential,Seattle,WA,98125,2009,56745,Multifamily Housing,56.59999847,59.0,133.8999939,138.5,2473962.5,2574628.5,0.0,1555274.0,918688.0
3386,299,2016,Residential,Seattle,WA,98118,2003,67920,Multifamily Housing,63.09999847,65.19999695,193.3999939,199.1999969,2772124.75,2864132.5,0.0,2675217.0,96908.0
3387,300,2016,Specialty,Seattle,WA,98108,2007,204961,K-12 School,40.0,43.59999847,88.09999847,92.0,8190809.0,8935423.0,0.0,4528726.0,3662082.0
3388,302,2016,NonResidential,Seattle,WA,98119,1973,76086,Other,42.0,46.0,86.09999847,90.30000305,3267564.0,3576720.0,0.0,1563366.0,1704198.0
3389,313,2016,NonResidential,Seattle,WA,98119,1927,190000,Medical Office,183.5,183.5,443.0,443.0,28731502.0,28731502.0,0.0,18745441.0,9986059.0
3390,314,2016,NonResidential,Seattle,WA,98121,1961,122309,Hotel,208.1000061,213.60000609999997,326.6000061000001,330.2999878,25453690.0,26122018.0,0.0,6322533.0,19131155.0
3391,315,2016,Specialty,Seattle,WA,98125,1995,215476,Other,110.59999850000001,113.3000031,248.89999390000003,251.8000031,24017770.0,24606366.0,0.0,13788853.0,10228916.0
3392,316,2016,NonResidential,Seattle,WA,98121,2003,254273,Hotel,96.19999695,96.90000153,204.8999939,205.0,26659244.0,26831896.0,0.0,13763542.0,12895700.0
3393,317,2016,Specialty,Seattle,WA,98101,1980,69400,Other - Entertainment/Public Assembly,213.6999969,219.5,541.7000122000002,547.7000122000002,14833476.0,15230290.0,0.0,10534370.0,4299104.0
3394,318,2016,NonResidential,Seattle,WA,98104,1900,62900,Restaurant,158.3000031,165.6999969,286.7000122,294.6000061000001,10394330.0,10883874.0,0.0,3787933.0,6606397.0
3395,319,2016,NonResidential,Seattle,WA,98104,1914,56500,Office,34.5,37.5,84.5,88.09999847,1380293.625,1500938.5,492761.8125,887532.0,0.0
3396,320,2016,NonResidential,Seattle,WA,98134,2008,203504,Non-Refrigerated Warehouse,18.60000038,19.39999962,58.40000153,60.90000153,3785282.5,3944732.0,0.0,3785282.0,0.0
3397,322,2016,NonResidential,Seattle,WA,98121,1968,100734,Office,97.19999695,98.19999695,305.1000061000001,308.3999939,9788717.0,9892566.0,0.0,9788716.0,0.0
3398,323,2016,NonResidential,Seattle,WA,98121,1981,77662,Office,80.59999847,83.19999695,228.89999390000003,230.5,5007401.0,5168686.5,0.0,4286102.0,721298.0
3399,324,2016,NonResidential,Seattle,WA,98121,1978,234000,Office,89.40000153,90.09999847,276.60000610000003,277.3999939,18661606.0,18811322.0,0.0,18246151.0,415452.0
3400,326,2016,NonResidential,Seattle,WA,98101,1989,369996,Office,64.5,64.5,202.5,202.5,24755086.0,24755086.0,0.0,24755084.0,0.0
3401,327,2016,NonResidential,Seattle,WA,98101,1925,693450,Retail Store,57.79999924,57.70000076,173.6999969,173.6000061,40062888.0,40037736.0,21230.80078,37497068.0,2544584.0
3402,328,2016,NonResidential,Seattle,WA,98191,1976,791396,Office,60.29999924,62.40000153,189.5,195.8999939,40847752.0,42227404.0,0.0,40839637.0,538251.0
3403,329,2016,NonResidential,Seattle,WA,98101,2000,747747,Office,56.20000076,57.40000153,164.6000061,168.6000061,30985420.0,31693704.0,0.0,27883939.0,3101477.0
3404,330,2016,NonResidential,Seattle,WA,98101,1926,63409,Office,66.90000153,74.40000153,131.6999969,140.6000061,3444270.0,3826622.5,2086424.75,1357845.0,0.0
3405,331,2016,NonResidential,Seattle,WA,98101,1930,204790,Office,44.5,46.5,127.8000031,130.1000061,7739699.0,8081443.0,0.0,6736076.0,1003622.0
3406,332,2016,NonResidential,Seattle,WA,98101,1916,73399,Office,61.09999847,64.90000153,191.6999969,203.6999969,3757006.0,3992167.75,0.0,3757005.0,0.0
3407,333,2016,NonResidential,Seattle,WA,98101,1969,265851,Office,64.59999847,69.5,146.6999969,151.8000031,14633233.0,15742790.0,6568832.0,8064399.0,0.0
3408,334,2016,NonResidential,Seattle,WA,98121,2009,758043,Office,46.40000153,46.40000153,142.3999939,142.3999939,27018020.0,27018020.0,0.0,26131643.0,886373.0
3409,335,2016,NonResidential,Seattle,WA,98121,1968,206000,Office,53.29999924,56.40000153,139.5,142.5,8580279.0,9075988.0,2312496.75,6267781.0,0.0
3410,336,2016,NonResidential,Seattle,WA,98101,2009,824887,Office,53.20000076,52.90000153,166.8999939,166.1999969,39523852.0,39360016.0,0.0,39523847.0,0.0
3411,337,2016,NonResidential,Seattle,WA,98101,1990,480840,Office,52.70000076,54.40000153,164.6000061,170.1000061,17867002.0,18468776.0,0.0,17733276.0,133724.0
3412,339,2016,NonResidential,Seattle,WA,98104,1900,89550,Office,47.70000076,50.59999847,141.6000061,148.8000031,3903259.75,4135330.5,348386.8125,3554872.0,0.0
3413,340,2016,NonResidential,Seattle,WA,98104,1900,89355,Office,46.79999924,46.90000153,145.3999939,145.5,4178233.5,4188308.75,0.0,4116601.0,61632.0
3414,341,2016,NonResidential,Seattle,WA,98104,1922,388934,Office,47.79999924,48.79999924,144.0,145.3000031,18576900.0,18982748.0,1192343.75,17384553.0,0.0
3415,342,2016,NonResidential,Seattle,WA,98104,1929,384302,Office,28.39999962,29.60000038,89.30000305,93.0,10062436.0,10471812.0,0.0,10062435.0,0.0
3416,343,2016,NonResidential,Seattle,WA,98104,1958,378525,Office,105.1999969,0.0,240.89999390000003,0.0,24906132.0,0.0,10921066.0,13985064.0,0.0
3417,345,2016,NonResidential,Seattle,WA,98104,1983,1323055,Office,42.59999847,42.59999847,133.5,133.5,44683660.0,44683660.0,0.0,44521844.0,161812.0
3418,346,2016,NonResidential,Seattle,WA,98104,1986,589921,Office,51.20000076,51.20000076,160.6999969,160.6999969,24603420.0,24603420.0,0.0,24603417.0,0.0
3419,347,2016,NonResidential,Seattle,WA,98104,1950,91091,Office,20.5,21.39999962,53.90000153,55.0,1835804.875,1916413.75,480784.0,1355021.0,0.0
3420,348,2016,NonResidential,Seattle,WA,98101,1968,157941,Office,44.09999847,44.09999847,138.5,138.5,3743228.5,3743228.5,0.0,3743228.0,0.0
3421,349,2016,NonResidential,Seattle,WA,98101,1991,635303,Office,34.90000153,35.90000153,108.8000031,111.9000015,18221224.0,18754466.0,180731.7969,18040489.0,0.0
3422,351,2016,NonResidential,Seattle,WA,98101,1980,776762,Office,53.70000076,53.79999924,168.3000031,168.3999939,32552428.0,32577050.0,0.0,32457349.0,95076.0
3423,352,2016,NonResidential,Seattle,WA,98101,1972,186768,Office,52.70000076,53.90000153,142.8000031,143.1000061,9641043.0,9843217.0,2154977.5,7486064.0,0.0
3424,353,2016,NonResidential,Seattle,WA,98154,1969,1123435,Office,52.70000076,55.5,149.0,154.6999969,45163308.0,47518124.0,0.0,38378889.0,6784415.0
3425,354,2016,NonResidential,Seattle,WA,98104,2002,1052469,Office,46.29999924,47.20000076,145.3000031,148.3000031,41213584.0,42071712.0,0.0,41213579.0,0.0
3426,355,2016,NonResidential,Seattle,WA,98164,1973,617684,Office,115.90000149999999,119.40000149999999,361.2000122,372.0,69519808.0,71568952.0,882983.5,68636822.0,0.0
3427,356,2016,NonResidential,Seattle,WA,98104,1907,201480,Office,44.29999924,47.20000076,123.5,129.3999939,8921778.0,9510490.0,1619966.875,7301810.0,0.0
3428,357,2016,Specialty,Seattle,WA,98104,1990,1354987,Office,50.40000153,50.40000153,158.1000061,158.1000061,61576184.0,61576184.0,0.0,61576180.0,0.0
3429,358,2016,Specialty,Seattle,WA,98104,2001,310490,Office,71.0,73.59999847,187.5,189.5,21169502.0,21960822.0,0.0,16124036.0,5045465.0
3430,359,2016,Specialty,Seattle,WA,98104,2003,199530,Office,73.19999695,77.40000153,178.1000061,181.0,13214416.0,13972700.0,0.0,8738965.0,4475451.0
3431,360,2016,NonResidential,Seattle,WA,98104,2006,372242,Office,43.29999924,43.40000153,119.0999985,116.9000015,13843866.0,13862720.0,0.0,11248986.0,2594878.0
3432,361,2016,NonResidential,Seattle,WA,98104,1909,114395,Office,28.39999962,30.79999924,65.40000153,67.80000305,2746560.75,2970604.25,0.0,1640689.0,1105871.0
3433,363,2016,NonResidential,Seattle,WA,98105,1978,89200,Retail Store,72.40000153,75.19999695,204.8999939,206.8000031,6461937.0,6707359.5,0.0,5499125.0,962811.0
3436,366,2016,NonResidential,Seattle,WA,98105,1961,99005,Office,59.40000153,63.0,137.6000061,140.6999969,4728488.5,5008123.5,0.0,2863212.0,1865277.0
3437,367,2016,NonResidential,Seattle,WA,98105,2002,135051,Office,46.09999847,46.09999847,144.8999939,144.8999939,4426136.0,4426136.0,0.0,4426136.0,0.0
3438,368,2016,NonResidential,Seattle,WA,98105,2002,220649,Office,48.29999924,48.29999924,151.8000031,151.8000031,7046345.5,7046345.5,0.0,7046345.0,0.0
3439,369,2016,NonResidential,Seattle,WA,98101,1964,93660,Self-Storage Facility,9.300000191,10.0,29.29999924,31.5,873221.875,940359.1875,0.0,873222.0,0.0
3440,370,2016,NonResidential,Seattle,WA,98101,1980,413715,Office,69.59999847,69.59999847,218.39999390000003,218.39999390000003,24224888.0,24224888.0,0.0,24224886.0,0.0
3441,371,2016,NonResidential,Seattle,WA,98101,2000,381381,Parking,48.40000153,49.20000076,150.8999939,153.5,9765777.0,9944328.0,0.0,9671822.0,93954.0
3442,372,2016,NonResidential,Seattle,WA,98101,1988,497513,Office,73.0,0.0,227.89999390000003,0.0,26823218.0,0.0,0.0,26602310.0,220905.0
3443,373,2016,NonResidential,Seattle,WA,98121,1979,543876,Office,59.70000076,61.70000076,187.3999939,193.6000061,25307744.0,26144226.0,0.0,25307741.0,0.0
3444,374,2016,NonResidential,Seattle,WA,98121,1980,109347,Laboratory,116.3000031,118.59999850000001,343.6000061000001,346.0,8218155.5,8381544.5,0.0,7484659.0,733496.0
3445,375,2016,NonResidential,Seattle,WA,98121,1982,396626,Office,74.30000305,73.59999847,233.3000031,231.1999969,20361158.0,20179120.0,0.0,20361156.0,0.0
3446,376,2016,NonResidential,Seattle,WA,98121,2002,287471,Office,74.90000153,74.90000153,235.1000061,235.1000061,14913424.0,14913424.0,0.0,14913422.0,0.0
3447,377,2016,NonResidential,Seattle,WA,98121,1947,192630,Office,36.70000076,38.09999847,112.4000015,117.0,5357833.0,5569686.0,0.0,5169641.0,188191.0
3448,379,2016,NonResidential,Seattle,WA,98121,1984,253103,Office,161.1999969,161.1999969,506.10000610000014,506.10000610000014,29949248.0,29949248.0,0.0,29949243.0,0.0
3449,381,2016,NonResidential,Seattle,WA,98117,1956,60880,Supermarket/Grocery Store,231.8000031,239.0,518.7999878,523.5999756,14293972.0,14736775.0,0.0,8125218.0,6168753.0
3450,382,2016,NonResidential,Seattle,WA,98104,1900,50176,Office,46.59999847,46.59999847,143.1999969,143.1999969,2933288.75,2933288.75,0.0,2836654.0,96634.0
3451,383,2016,NonResidential,Seattle,WA,98104,1912,304346,Office,88.40000153,94.5,182.6000061,189.1000061,23262244.0,24880988.0,1014422.375,11239744.0,11008077.0
3452,384,2016,NonResidential,Seattle,WA,98108,1977,128800,Non-Refrigerated Warehouse,14.0,16.29999924,20.79999924,23.29999924,1809101.5,2098949.75,0.0,371850.0,1437252.0
3453,385,2016,NonResidential,Seattle,WA,98101,1927,321945,Office,60.40000153,62.29999924,158.0,160.1999969,13656587.0,14072349.0,3700629.75,9955956.0,0.0
3454,386,2016,NonResidential,Seattle,WA,98101,1964,336330,Office,71.90000153,74.80000305,182.6999969,186.1999969,18967014.0,19730534.0,5370612.0,13134207.0,462194.0
3455,387,2016,NonResidential,Seattle,WA,98101,1960,298426,Office,90.69999695,95.69999695,202.1000061,206.8999939,27076922.0,28559888.0,12760971.0,14315950.0,0.0
3456,388,2016,NonResidential,Seattle,WA,98101,1976,635824,Office,62.90000153,62.90000153,197.6000061,197.6000061,48479988.0,48479988.0,0.0,48479982.0,0.0
3457,389,2016,NonResidential,Seattle,WA,98101,1923,542305,Hotel,104.1999969,105.1999969,210.1999969,209.3999939,56485204.0,57051236.0,28438884.0,24078107.0,3968211.0
3458,390,2016,NonResidential,Seattle,WA,98144,1980,291940,Retail Store,40.0,41.40000153,113.1999969,113.9000015,11688601.0,12080064.0,0.0,9933861.0,1754739.0
3459,391,2016,NonResidential,Seattle,WA,98108,1970,88400,Non-Refrigerated Warehouse,48.29999924,53.0,109.0,113.9000015,4383100.5,4811200.0,0.0,2530658.0,1852442.0
3460,392,2016,NonResidential,Seattle,WA,98133,1960,52311,Non-Refrigerated Warehouse,18.20000076,21.70000076,19.79999924,23.5,930611.875,1109137.125,0.0,16765.0,913847.0
3461,393,2016,NonResidential,Seattle,WA,98109,2009,141131,Parking,43.09999847,43.09999847,135.1999969,135.1999969,3085814.0,3085814.0,0.0,3085813.0,0.0
3462,394,2016,NonResidential,Seattle,WA,98109,2001,176532,Office,56.09999847,56.09999847,176.1000061,176.1000061,5803409.0,5803409.0,0.0,5803409.0,0.0
3463,395,2016,NonResidential,Seattle,WA,98107,1973,52500,Non-Refrigerated Warehouse,72.19999695,76.80000305,191.8000031,196.6000061,3989399.0,4243867.0,0.0,3064777.0,924621.0
3464,396,2016,NonResidential,Seattle,WA,98107,1959,57300,Non-Refrigerated Warehouse,79.59999847,88.90000153,151.1999969,161.0,4560492.0,5095134.5,0.0,1853914.0,2706578.0
3465,398,2016,NonResidential,Seattle,WA,98121,1916,350310,Office,53.29999924,53.29999924,154.1999969,154.1999969,18102026.0,18102026.0,0.0,15974366.0,2127656.0
3466,399,2016,NonResidential,Seattle,WA,98101,1988,1400000,Office,46.70000076,48.5,140.1999969,145.3000031,53079164.0,55140300.0,2179487.75,49472833.0,1426840.0
3467,401,2016,NonResidential,Seattle,WA,98101,1930,305548,Hotel,108.8000031,111.40000149999999,220.6000061,222.1999969,33729336.0,34527356.0,16284570.0,14578058.0,2866705.0
3468,402,2016,NonResidential,Seattle,WA,98101,1989,1536606,Office,51.90000153,53.59999847,157.3000031,162.6999969,56606136.0,58506844.0,0.0,53668061.0,2938070.0
3469,403,2016,NonResidential,Seattle,WA,98101,1958,135918,Office,44.40000153,46.79999924,111.0999985,114.0,6423556.5,6771618.5,2121203.0,4302353.0,0.0
3470,404,2016,NonResidential,Seattle,WA,98101,1914,79957,Retail Store,80.30000305,79.09999847,252.1000061,248.1999969,5252131.0,5171529.0,0.0,5252130.0,0.0
3471,405,2016,NonResidential,Seattle,WA,98101,1921,127268,Office,63.5,63.5,171.5,171.5,7711757.5,7711757.5,714523.6875,6039805.0,957428.0
3472,406,2016,NonResidential,Seattle,WA,98101,1983,500000,Office,44.29999924,45.20000076,139.0,141.8999939,18848780.0,19249572.0,0.0,18848777.0,0.0
3473,408,2016,NonResidential,Seattle,WA,98101,1926,132326,Office,52.70000076,53.70000076,159.8000031,163.0,6029020.0,6146691.5,328247.0938,5698221.0,2551.0
3474,409,2016,NonResidential,Seattle,WA,98101,1984,109830,Office,87.90000153,87.90000153,275.8999939,275.8999939,7335905.5,7335905.5,0.0,7335905.0,0.0
3475,410,2016,NonResidential,Seattle,WA,98101,1973,332067,Hotel,113.8000031,114.40000149999999,251.3000031,249.3000031,37785552.0,37984148.0,15586014.0,19800542.0,2398995.0
3476,411,2016,NonResidential,Seattle,WA,98101,1910,130513,Office,89.30000305,90.40000153,204.1000061,205.3999939,11651200.0,11792293.0,631029.0,6846996.0,4173175.0
3477,412,2016,NonResidential,Seattle,WA,98101,1920,60660,Office,55.29999924,55.29999924,173.6999969,173.6999969,2586116.0,2586116.0,0.0,2586116.0,0.0
3478,413,2016,NonResidential,Seattle,WA,98101,1929,137350,Office,51.09999847,54.79999924,125.4000015,129.1999969,6366084.5,6825027.0,2258855.25,4107229.0,0.0
3479,414,2016,NonResidential,Seattle,WA,98101,1929,151039,Office,43.40000153,0.0,92.30000305,0.0,5446624.0,0.0,2850077.75,2596546.0,0.0
3480,415,2016,NonResidential,Seattle,WA,98101,1985,755000,Office,78.09999847,80.69999695,217.1000061,224.3000031,52226204.0,53974556.0,519390.0,43199963.0,8506844.0
