Kansas City Building Reporting ID,Property Name,Zip Code,Parent Property Name,Year Ending,Square Feet,Primary Property Type,All Property Use Types,Year Built,ENERGY STAR Score,Site Energy Use (kBtu),Site EUI (kBtu/ft²),National Median Site Energy Use (kBtu),National Median Site EUI (kBtu/ft²),% Difference from National Median Site EUI,Source Energy Use (kBtu),Source EUI (kBtu/ft²),National Median Source Energy Use (kBtu),National Median Source EUI (kBtu/ft²),% Difference from National Median Source EUI,Weather Normalized Site Energy Use (kBtu),Weather Normalized Site EUI (kBtu/ft²),Weather Normalized Source Energy Use (kBtu),Weather Normalized Source EUI (kBtu/ft²),Energy Cost ($),Energy Cost Intensity ($/ft²),Water Use (kgal),Direct GHG Emissions (Metric Tons CO2e),Direct GHG Emissions Intensity (kgCO2e/ft²),Indirect GHG Emissions (Metric Tons CO2e),Indirect GHG Emissions Intensity (kgCO2e/ft²),eGRID Subregion,eGRID Output Emissions Rate (kgCO2e/MBtu),Location,Neighborhood Census,Council Districts,County Boundary,Zip Codes
08-IS-01820,18th and Vine Museums,64108,Not Applicable: Standalone Property,12/31/2016 12:00:00 AM,"55,200",Museum,Museum,1960,,"5,639,235.5",102.2,"1,496,161",27.1,276.9,"17,707,199.5",320.8,"4,697,946",85.1,276.9,"5,639,235.5",102.2,"17,707,199.5",320.8,"186,047.25",3.37,74.2,0,0,"1,189.3",21.5,(SPNO) SPNO (KS-Western MO),210.9,"1600 E 18th St
Kansas City, Missouri 64108
(39.091201, -94.563361)",234,3,7,92
05-IS-01335,Municipal Auditorium,64105,Convention Center Complex,12/31/2016 12:00:00 AM,"570,440",Social/Meeting Hall,Indoor Arena,1960,,,,"25,836,042.5",45.3,,,,"48,548,846",85.1,,"20,649,928.0",36.2,"34,112,312.0",59.8,,,"1,925.2",0,0,0,0,(SPNO) SPNO (KS-Western MO),210.9,"1300 Wyandotte
Kansas City, Missouri 64105
(39.098741, -94.585616)",5,4,7,72
32-IS-06615,Battle of Westport Museum & Visitor Center,64132,Not Applicable: Standalone Property,12/31/2016 12:00:00 AM,"10,530",Museum,Museum,1906,,"758,241.6",72,"392,663.8",37.3,93.1,"1,730,549.9",164.3,"896,184.3",85.1,93.1,"815,506.9",77.4,"1,790,678.4",170.1,"17,081.84",1.62,,16.5,1.6,94.3,9,(SPNO) SPNO (KS-Western MO),210.9,"6601 Swope Pkwy
Kansas City, Missouri 64132
(39.007262, -94.542334)",52,2,7,151
26-IS-01815,Police Athletic League,64126,Not Applicable: Standalone Property,12/31/2016 12:00:00 AM,"13,400",Other - Recreation,Other - Recreation,1960,,"1,529,944.6",114.2,"715,874.1",53.4,113.7,"2,772,669",206.9,"1,297,355.4",96.8,113.7,"1,705,249.3",127.3,"2,908,153.4",217,"32,948.03",2.46,"2,054.3",51.6,3.9,117.7,8.8,(SPNO) SPNO (KS-Western MO),210.9,"1801 White Ave
Kansas City, Missouri 64126
(39.089094, -94.512695)",6,3,7,94
31-IS-08210,Marlborough Community Center,64131,Not Applicable: Standalone Property,12/31/2016 12:00:00 AM,"8,265",Other - Recreation,Other - Recreation,1960,,"483,045.3",58.4,"403,673.1",48.8,19.7,"957,536.1",115.9,"800,197.2",96.8,19.7,"544,063.0",65.8,"996,160.5",120.5,"12,511.53",1.51,,14.2,1.7,45.4,5.5,(SPNO) SPNO (KS-Western MO),210.9,"8200 Paseo
Kansas City, Missouri 64131
(38.978826, -94.56708)",205,2,7,151
51-IS-06000,Line Creek Community Center,64151,Not Applicable: Standalone Property,12/31/2016 12:00:00 AM,"33,237",Other - Recreation,Other - Recreation,1996,,"4,857,745.5",146.2,"1,038,170.7",31.2,367.9,"15,057,123.3",453,"3,217,925.5",96.8,367.9,"5,090,163.8",153.1,"15,745,124.2",473.7,"161,089.24",4.85,,5,0.2,"1,004.7",30.2,(SPNO) SPNO (KS-Western MO),210.9,"2601 NW 60th St
Kansas City, Missouri 64151
(39.203107, -94.612613)",152,5,3,66
53-IS-09710,The Springs Aquatic Center,64153,Not Applicable: Standalone Property,12/31/2016 12:00:00 AM,"8,000",Swimming Pool,Swimming Pool,1960,,"1,312,478.3",97.5,"421,627.5",31.3,211.3,"4,055,096.1",301.4,"1,302,680.4",96.8,211.3,"1,167,240.5",86.8,"3,606,533.8",268,"60,002.86",4.46,,1.7,0.1,304.1,22.6,(SRMW) SRMW (Middle Mississippi),237.4,"9400 N Congress Ave
Kansas City, Missouri 64153
(39.264802, -94.668294)",203,5,3,130
34-IS-10410,Hillcrest Community Center,64134,Not Applicable: Standalone Property,12/31/2016 12:00:00 AM,"21,838",Other - Recreation,Other - Recreation,1995,,"1,777,464.9",81.4,"673,344.5",30.8,164,"5,581,239.9",255.6,"2,114,302.1",96.8,164,"1,841,533.1",84.3,"5,782,414.0",264.8,"60,082.41",2.75,,0,0,374.9,17.2,(SPNO) SPNO (KS-Western MO),210.9,"10401 Hillcrest Rd
Kansas City, Missouri 64134
(38.935749, -94.522681)",108,1,7,143
32-IS-06300,Southeast Community Center,64132,Not Applicable: Standalone Property,12/31/2016 12:00:00 AM,"46,755",Other - Recreation,Other - Recreation,2008,,"4,240,819.4",90.7,"1,582,354.3",33.8,168,"12,131,883.7",259.5,"4,526,705.4",96.8,168,"4,287,116.4",91.7,"12,180,495.5",260.5,"121,973.22",2.61,,30.1,0.6,774.9,16.6,(SPNO) SPNO (KS-Western MO),210.9,"4201 E 63rd St
Kansas City, Missouri 64132
(39.011894, -94.535221)",52,2,7,151
30-IS-04810,Brush Creek Community Center,14219,Not Applicable: Standalone Property,12/31/2016 12:00:00 AM,"14,219",Other - Recreation,Other - Recreation,1996,,"1,380,423.6",97.1,"438,585.6",30.8,214.7,"4,332,925.1",304.7,"1,376,649",96.8,214.7,"1,380,423.6",97.1,"4,332,925.1",304.7,"47,512.37",3.34,,0,0,67.4,4.7,(NYUP) NYUP (Upstate NY),48.9,"3801 Emanuel Clever II Blvd
Kansas City, Missouri 14219
(39.03862, -94.542186)",175,3,7,157
11-IS-03710,Westport Roanoke Community Center,64111,Not Applicable: Standalone Property,12/31/2016 12:00:00 AM,"11,463",Other - Recreation,Other - Recreation,1962,,"1,713,531.6",149.5,"558,035.3",48.7,207.1,"3,407,869.3",297.3,"1,109,819.8",96.8,207.1,"1,801,064.8",157.1,"3,458,331.4",301.7,"33,119.97",2.89,,50.1,4.4,162.3,14.2,(SPNO) SPNO (KS-Western MO),210.9,"3601 Roanoke
Kansas City, Missouri 64111
(39.062253, -94.601018)",232,4,7,50
16-IS-03920,Kansas City North Community Center,64117,Not Applicable: Standalone Property,12/31/2016 12:00:00 AM,"19,522",Other - Recreation,Other - Recreation,1950,,"1,509,589.6",77.3,"870,786.3",44.6,73.4,"3,276,618.1",167.8,"1,890,072.6",96.8,73.4,"1,672,635.0",85.7,"3,390,433.9",173.7,"36,399.20",1.86,,37.2,1.9,170.7,8.7,(SPNO) SPNO (KS-Western MO),210.9,"3930 NE Antioch Rd
Kansas City, Missouri 64117
(39.165222, -94.548564)",86,6,4,167
08-IS-01620,Gregg-Klice Community Center,64106,Not Applicable: Standalone Property,12/31/2016 12:00:00 AM,"34,290",Other - Recreation,Other - Recreation,1997,,"3,622,139.7",105.6,"1,057,284.7",30.8,242.6,"11,373,518.5",331.7,"3,319,874.4",96.8,242.6,"3,622,139.7",105.6,"11,373,518.5",331.7,"139,986.74",4.08,,0,0,763.9,22.3,(SPNO) SPNO (KS-Western MO),210.9,"1600 E 17th Ter
Kansas City, Missouri 64106
(39.092038, -94.562455)",54,3,7,92
08-IS-02125,Tony Aguirre Community Center,64108,Not Applicable: Standalone Property,12/31/2016 12:00:00 AM,"24,505",Other - Recreation,Other - Recreation,2000,,"6,164,874.5",251.6,"1,492,397.1",60.9,313.1,"9,800,511.3",399.9,"2,372,514.5",96.8,313.1,"6,599,628.2",269.3,"10,160,561.3",414.6,"86,678.62",3.54,,242.9,9.9,335.8,13.7,(SPNO) SPNO (KS-Western MO),210.9,"2050 W Pennway
Kansas City, Missouri 64108
(39.088496, -94.594597)",149,4,7,92
06-IS-00500,Garrison Community Center,64106,Not Applicable: Standalone Property,12/31/2016 12:00:00 AM,"13,913",Other - Recreation,Other - Recreation,1960,,"1,072,393",77.1,"814,648.6",58.6,31.6,"1,773,203.8",127.4,"1,347,022.8",96.8,31.6,"1,282,548.5",92.2,"1,993,867.0",143.3,"18,925.84",1.36,,40.5,2.9,65.3,4.7,(SPNO) SPNO (KS-Western MO),210.9,"1124 E 5th St
Kansas City, Missouri 64106
(39.11089, -94.569364)",102,4,7,75
57-IS-08900,Shoal Creek Golf Course Clubhouse,64157,Not Applicable: Standalone Property,12/31/2016 12:00:00 AM,"15,000",Other - Recreation,Other - Recreation,1960,,"829,436",55.3,"462,504.3",30.8,79.3,"2,604,428.9",173.6,"1,452,263.5",96.8,79.3,"792,079.5",52.8,"2,487,129.7",165.8,"33,825.70",2.26,,0,0,196.9,13.1,(SRMW) SRMW (Middle Mississippi),237.4,"8905 Shoal Creek Pkwy
Kansas City, Missouri 64157
(39.256051, -94.487252)",244,6,4,152
27-IS-02720,Police Dept. Vehicle Maintenance Facility,64127,Not Applicable: Standalone Property,12/31/2016 12:00:00 AM,"21,500","Repair Services (Vehicle, Shoe, Locksmith, etc.)","Repair Services (Vehicle, Shoe, Locksmith, etc.)",1960,,"2,144,318.2",99.7,"931,067.6",43.3,130.3,"4,970,991",231.2,"2,158,415.3",100.4,130.3,"2,315,900.0",107.7,"5,151,151.9",239.6,"74,804.28",3.48,264.7,44.8,2.1,274.4,12.8,(SPNO) SPNO (KS-Western MO),210.9,"5217 E 27th St
Kansas City, Missouri 64127
(39.076136, -94.522425)",107,3,7,95
30-IS-05920,Swope Ridge Geriatric Center,64130,Not Applicable: Standalone Property,12/31/2016 12:00:00 AM,"105,685",Other - Services,Other - Services,1960,,"12,907,238.9",122.1,"3,866,755",36.6,233.8,"35,415,757.1",335.1,"10,609,865.9",100.4,233.8,"13,065,144.4",123.6,"35,430,740.4",335.2,"309,685.04",2.93,"4,384.7",129.9,1.2,"2,206.1",20.9,(SPNO) SPNO (KS-Western MO),210.9,"5900 Swope Pkwy
Kansas City, Missouri 64130
(39.018401, -94.541967)",16,2,7,157
53-IS-11620,KCI-Fleet Maintenance Facility,64153,Not Applicable: Standalone Property,12/31/2016 12:00:00 AM,"36,935","Repair Services (Vehicle, Shoe, Locksmith, etc.)","Repair Services (Vehicle, Shoe, Locksmith, etc.)",1960,,"2,157,696.5",58.4,"3,531,387.4",95.6,-38.9,"2,265,581.3",61.3,"3,707,956.6",100.4,-38.9,"2,514,988.6",68.1,"2,640,738.0",71.5,"15,716.88",0.43,,114.6,3.1,0,0,(SRMW) SRMW (Middle Mississippi),237.4,"125 Paris
Kansas City, Missouri 64153
(39.30387, -94.721653)",203,5,3,130
20-IS-01810,Fire Vehicle Parts and Maintenance Facility,64120,Not Applicable: Standalone Property,12/31/2016 12:00:00 AM,"10,500","Repair Services (Vehicle, Shoe, Locksmith, etc.)","Repair Services (Vehicle, Shoe, Locksmith, etc.)",1960,,"874,450.4",83.3,"733,389.8",69.8,19.2,"1,256,857.8",119.7,"1,054,109.8",100.4,19.2,"1,007,368.2",95.9,"1,386,266.9",132,"12,622.31",1.20,40.5,37.8,3.6,34.2,3.3,(SPNO) SPNO (KS-Western MO),210.9,"4951 Stilwell Ave
Kansas City, Missouri 64120
(39.141354, -94.522059)",53,4,7,144
37-IS-09720,PD South Patrol West Outbuilding (Vehicle Maintenance Bldg G),64137,Police Dept. South Patrol Campus,12/31/2016 12:00:00 AM,"11,108","Repair Services (Vehicle, Shoe, Locksmith, etc.)","Repair Services (Vehicle, Shoe, Locksmith, etc.)",1960,,"980,628.7",88.3,"792,936.1",71.4,23.7,"1,379,109.7",124.2,"1,115,147.8",100.4,23.7,"1,088,512.9",98,"1,492,388.2",134.4,"12,936.46",1.16,,43.2,3.9,35.3,3.2,(SPNO) SPNO (KS-Western MO),210.9,"9701 Marion Park Dr
Kansas City, Missouri 64137
(38.948435, -94.535695)",178,2,7,149
53-IS-12220,KCI-Sand & De-Ice Building,64153,Not Applicable: Standalone Property,12/31/2016 12:00:00 AM,"17,415",Other - Services,Other - Services,1960,,"1,346,004.6",77.3,"985,685.9",56.6,36.6,"2,387,415.6",137.1,"1,748,316.4",100.4,36.6,"1,537,531.5",88.3,"2,626,843.8",150.8,"18,712.48",1.07,78.7,46.7,2.7,110.6,6.4,(SRMW) SRMW (Middle Mississippi),237.4,"1 N Manila Sq
Kansas City, Missouri 64153",,,,
53-IS-11900,KCI-Aviation Facilities Building,64153,Not Applicable: Standalone Property,12/31/2016 12:00:00 AM,"10,000",Other - Services,Other - Services,1972,,"829,555.2",83,"557,238.4",55.7,48.9,"1,494,516.8",149.5,"1,003,914.1",100.4,48.9,"919,969.9",92,"1,589,452.2",158.9,"12,821.47",1.28,15.8,28.2,2.8,70.8,7.1,(SRMW) SRMW (Middle Mississippi),237.4,"711 Mexico City Ave
Kansas City, Missouri 64153
(39.308966, -94.71735)",203,5,3,130
30-IS-05910,Swope Ridge Day Care,64130,Not Applicable: Standalone Property,12/31/2016 12:00:00 AM,"26,666",Other - Services,Other - Services,1960,,"2,564,967",96.2,"1,122,277.5",42.1,128.6,"6,118,372.5",229.4,"2,677,037.3",100.4,128.6,"2,624,665.2",98.4,"6,145,561.8",230.5,"58,026.93",2.18,562.5,49.2,1.8,345.6,13,(SPNO) SPNO (KS-Western MO),210.9,"5900 Swope Pkwy
Kansas City, Missouri 64130
(39.018401, -94.541967)",16,2,7,157
06-MF-00510,City Market CM-1,64105,Not Applicable: Standalone Property,12/31/2016 12:00:00 AM,"21,808",Other,Other,1960,,"773,645.8",35.5,"1,732,817",79.5,-55.4,"1,198,774.7",55,"2,685,023.6",123.1,-55.4,"843,480.1",38.7,"1,244,139.7",57,"14,245.93",0.65,"4,278.4",31.3,1.4,39,1.8,(SPNO) SPNO (KS-Western MO),210.9,"20 E 5th St
Kansas City, Missouri 64105
(39.108645, -94.581167)",71,4,7,75
20-IS-01615,MSC Complex,64120,MSC Complex,12/31/2016 12:00:00 AM,"306,000",Other - Public Services,Other - Public Services,1960,,"14,743,639.3",48.2,"14,560,870.7",47.6,1.3,"38,147,931.2",124.7,"37,675,037.2",123.1,1.3,"15,241,565.6",49.8,"38,346,648.4",125.3,"386,585.31",1.26,265.5,207,0.7,"2,287.3",7.5,(SPNO) SPNO (KS-Western MO),210.9,"5300 Municipal Ave
Kansas City, Missouri 64120
(39.134399, -94.521642)",53,4,7,144
53-IS-11750,Park Air Express Facility,64153,Not Applicable: Standalone Property,12/31/2016 12:00:00 AM,"25,000",Mixed Use Property,Other,2004,,"3,419,587.6",136.8,"1,769,532.2",70.8,93.2,"5,948,226.9",237.9,"3,078,025.9",123.1,93.2,"3,816,133.1",152.6,"6,364,599.6",254.6,"48,052.44",1.92,"1,054.5",121.7,4.9,267.8,10.7,(SRMW) SRMW (Middle Mississippi),237.4,"11500 NW Prairie View Rd
Kansas City, Missouri 64153
(39.301985, -94.686507)",203,5,3,130
20-IS-01610,MSC Facility,64120,MSC Complex,12/31/2016 12:00:00 AM,"258,000",Office,Other - Public Services,1987,,"10,987,233.9",42.6,"11,464,883.8",44.4,-4.2,"30,441,826.2",118,"31,765,227.5",123.1,-4.2,"10,881,244.6",42.2,"30,109,019.8",116.7,"303,978.98",1.18,,103.1,0.4,"1,907.7",7.4,(SPNO) SPNO (KS-Western MO),210.9,"5300 Municipal Ave
Kansas City, Missouri 64120
(39.134399, -94.521642)",53,4,7,144
05-IS-00520,City Market CM-5,64105,Not Applicable: Standalone Property,12/31/2016 12:00:00 AM,"8,366",Mixed Use Property,Other,1960,,"760,179.2",90.9,"547,394.3",65.4,38.9,"1,430,427.3",171,"1,030,030.6",123.1,38.9,"873,988.1",104.5,"1,530,374.7",182.9,"16,190.19",1.94,323.2,24.3,2.9,63.8,7.6,(SPNO) SPNO (KS-Western MO),210.9,"106 E 5th St
Kansas City, Missouri 64105
(39.108566, -94.581588)",71,4,7,75
06-IS-01118,Communications Center,64106,Not Applicable: Standalone Property,12/31/2016 12:00:00 AM,"139,426",Mixed Use Property,Other,1960,,"22,012,083",157.9,"7,561,916.9",54.2,191.1,"49,969,533.3",358.4,"17,166,273.7",123.1,191.1,"22,245,728.9",159.6,"50,703,181.3",363.7,"490,162.02",3.52,,0,0,"3,226.7",23.1,(SPNO) SPNO (KS-Western MO),210.9,"1111 Locust St
Kansas City, Missouri 64106
(39.10079, -94.577335)",5,4,7,75
02-IS-02010,Exhibition Hall,64102,American Royal Complex,12/31/2016 12:00:00 AM,"46,000",Convention Center,Other,1973,,"3,211,832.1",69.8,"1,803,683.8",39.2,78.1,"10,085,152.9",219.2,"5,663,567.7",123.1,78.1,"3,211,832.1",69.8,"10,085,152.9",219.2,"137,357.36",2.99,,0,0,677.4,14.7,(SPNO) SPNO (KS-Western MO),210.9,"1701 American Royal Ct
Kansas City, Missouri 64102
(39.090535, -94.603652)",241,4,7,20
57-IS-06840,Shoal Creek Police Garage,64157,Police Dept. Shoal Creek Campus,12/31/2016 12:00:00 AM,960,Parking,Other,2013,,"20,004.7",20.8,"37,642.1",39.2,-46.9,"62,814.9",65.4,"118,196.2",123.1,-46.9,"20,004.7",20.8,"62,814.9",65.4,"3,282.95",3.42,,0,0,4.7,4.9,(SRMW) SRMW (Middle Mississippi),237.4,"6891 NE Pleasant Valley Rd
Kansas City, Missouri 64157
(39.21659, -94.498142)",244,6,4,135
05-IS-00315,City Market CM-2B,64105,Not Applicable: Standalone Property,12/31/2016 12:00:00 AM,"10,086",Other,Other,1960,,352.7,0,"395,477.3",39.2,-99.9,"1,107.4",0.1,"1,241,798.8",123.1,-99.9,352.7,0.03496926432678961,"1,107.4",0.1,268.27,0.03,"1,092",0,0,0.1,0,(SPNO) SPNO (KS-Western MO),210.9,"401 Main St
Kansas City, Missouri 64105
(39.109456, -94.583164)",71,4,7,75
02-IS-01715,Power Plant,64102,American Royal Complex,12/31/2016 12:00:00 AM,"9,000",Energy/Power Station,Other,1973,,"3,089,082.6",343.2,"352,894.6",39.2,775.4,"9,699,719.3","1,077.7","1,108,089.3",123.1,775.4,"2,800,248.1",311.1,"8,792,779.0",977,"172,380.54",19.15,,0,0,651.5,72.4,(SPNO) SPNO (KS-Western MO),210.9,"1703 American Royal Ct
Kansas City, Missouri 64102
(39.09057, -94.603708)",241,4,7,20
05-IS-00415,City Market CM-4S,64105,Not Applicable: Standalone Property,12/31/2016 12:00:00 AM,"27,102",Enclosed Mall,Other,1960,,"6,732,743.3",248.4,"1,159,420.7",42.8,480.7,"19,376,914.7",715,"3,336,826.3",123.1,480.7,"6,962,569.4",256.9,"19,618,232.1",723.9,"173,874.59",6.42,82.5,44.8,1.7,"1,241.9",45.8,(SPNO) SPNO (KS-Western MO),210.9,"400 Grand Blvd
Kansas City, Missouri 64105
(39.109712, -94.580768)",71,4,7,75
30-IS-04510,SPEC Building,64129,Public Works District 3,12/31/2016 12:00:00 AM,"25,848",Other - Public Services,Other,1976,,"579,528.3",22.4,"1,013,513.4",39.2,-42.8,"1,819,718.7",70.4,"3,182,432.6",123.1,-42.8,"567,433.0",22,"1,781,739.5",68.9,"23,601.25",0.91,,0,0,122.2,4.7,(SPNO) SPNO (KS-Western MO),210.9,"4721 Coal Mine Rd
Kansas City, Missouri 64129
(39.042016, -94.513133)",20,3,7,155
29-IS-04410,Animal Shelter,64129,Not Applicable: Standalone Property,12/31/2016 12:00:00 AM,"14,150",Other,Other,1960,,"8,157,865.1",576.5,"1,288,493.4",91.1,533.1,"11,030,190.5",779.5,"1,742,162.7",123.1,533.1,"8,361,767.2",590.9,"11,082,684.6",783.2,"87,741.59",6.20,"2,229.8",370.7,26.2,248.7,17.6,(SPNO) SPNO (KS-Western MO),210.9,"4400 Raytown Rd
Kansas City, Missouri 64129
(39.047831, -94.494654)",15,3,7,155
53-IS-12800,KCI-Field Maintenance North,64153,Not Applicable: Standalone Property,12/31/2016 12:00:00 AM,"57,472",Other,Other,1993,,"3,943,231.2",68.6,"3,801,364",66.1,3.7,"7,340,089.4",127.7,"7,076,012.2",123.1,3.7,"4,413,186.0",76.8,"7,884,562.7",137.2,"61,010.47",1.06,,128.1,2.2,363.4,6.3,(SRMW) SRMW (Middle Mississippi),237.4,"154 Tokyo Ave
Kansas City, Missouri 64153
(39.323646, -94.715122)",203,5,3,133
53-IS-11730,KCI-Glycol Building,64153,Not Applicable: Standalone Property,12/31/2016 12:00:00 AM,"54,764",Other - Public Services,Other - Public Services,1960,,"181,318.9",3.3,"2,147,324.7",39.2,-91.6,"569,341.5",10.4,"6,742,600.5",123.1,-91.6,"181,318.9",3.3,"569,341.5",10.4,"5,334.63",0.10,6,0,0,43,0.8,(SRMW) SRMW (Middle Mississippi),237.4,"218 Bogota St
Kansas City, Missouri 64153
(39.302925, -94.721873)",203,5,3,130
06-CM-00410,City Market CM-4N,64105,Not Applicable: Standalone Property,12/31/2016 12:00:00 AM,"24,411",Enclosed Mall,Other,1960,,"3,178,850.3",130.2,"1,199,541.4",49.1,165,"7,964,759",326.3,"3,005,507.6",123.1,165,"3,281,070.2",134.4,"7,834,520.4",320.9,"86,883.63",3.56,881.3,51.3,2.1,466.9,19.1,(SPNO) SPNO (KS-Western MO),210.9,"400 Grand Blvd
Kansas City, Missouri 64105
(39.109712, -94.580768)",71,4,7,75
01-IS-09000,Parks Dist. 2 - 9th St. Maintenance Facility,64101,Not Applicable: Standalone Property,12/31/2016 12:00:00 AM,"37,000",Mixed Use Property,Other,1960,,"2,525,292.2",68.3,"2,319,276",62.7,8.9,"4,960,131.2",134.1,"4,555,478.4",123.1,8.9,"2,782,101.1",75.2,"5,235,076.2",141.5,"44,968.60",1.22,273,75.5,2,233,6.3,(SPNO) SPNO (KS-Western MO),210.9,"1526 W 9th St
Kansas City, Missouri 64101
(39.104329, -94.603331)",241,4,7,56
53-IS-11740,KCI-Taxi Operations,64153,Not Applicable: Standalone Property,12/31/2016 12:00:00 AM,"3,578",Other - Public Services,Other - Public Services,1960,,"480,085.2",134.2,"177,118.4",49.5,171.1,"1,194,063.4",333.7,"440,527.1",123.1,171.1,"509,124.0",142.3,"1,224,554.2",342.2,"11,646.43",3.26,150.8,8,2.2,78.4,21.9,(SRMW) SRMW (Middle Mississippi),237.4,"6 International Sq
Kansas City, Missouri 64153
(39.298028, -94.716897)",203,5,3,130
32-IS-06715,Parks South District Maintenance Facility,64132,Not Applicable: Standalone Property,12/31/2016 12:00:00 AM,"16,102",Mixed Use Property,Other - Public Services,2001,,"521,734.1",32.4,"631,367.7",39.2,-17.4,"1,638,245.1",101.7,"1,982,494.9",123.1,-17.4,"509,331.1",31.6,"1,599,299.6",99.3,"18,053.50",1.12,,0,0,110,6.8,(SPNO) SPNO (KS-Western MO),210.9,"6901 Elmwood
Kansas City, Missouri 64132
(39.001076, -94.533345)",111,2,7,151
27-IS-01915,Fleet Operations Building - Brooklyn Ave.,64127,Not Applicable: Standalone Property,12/31/2016 12:00:00 AM,"67,000",Other - Public Services,Other - Public Services,1960,,"2,036,369.6",30.4,"2,627,104.6",39.2,-22.5,"6,394,200.6",95.4,"8,249,109.5",123.1,-22.5,"2,036,369.6",30.4,"6,394,200.6",95.4,"82,733.54",1.23,633,0,0,429.5,6.4,(SPNO) SPNO (KS-Western MO),210.9,"2301 E 19th St
Kansas City, Missouri 64127
(39.089904, -94.555402)",234,3,7,95
08-IS-02135,Water Services Industrial Waste Control Facility,64106,Not Applicable: Standalone Property,12/31/2016 12:00:00 AM,"55,351",Other - Public Services,Other - Public Services,1960,,"850,280.4",15.4,"3,421,158",61.8,-75.1,"1,693,740.1",30.6,"6,814,872.5",123.1,-75.1,"960,271.8",17.3,"1,798,411.5",32.5,"18,315.17",0.33,114.7,24.8,0.4,80.8,1.5,(SPNO) SPNO (KS-Western MO),210.9,"1001 Harrison St
Kansas City, Missouri 64106
(39.101741, -94.571044)",183,3,7,75
05-IS-00515,City Market CM-3,64105,Not Applicable: Standalone Property,12/31/2016 12:00:00 AM,"32,418",Mixed Use Property,Other,1960,,"1,158,135.7",35.7,"2,871,400.7",88.6,-59.7,"1,609,845.4",49.7,"3,991,337.8",123.1,-59.7,"1,363,645.3",42.1,"1,813,805.2",56,"15,625.08",0.48,794.2,51.5,1.6,39.7,1.2,(SPNO) SPNO (KS-Western MO),210.9,"5 - 23 E 3rd St
Kansas City, Missouri 64105
(39.109861, -94.5833)",71,4,7,75
20-IS-01620,PACCAR,64120,Not Applicable: Standalone Property,12/31/2016 12:00:00 AM,"244,740",Office,Other,1960,,"10,607,572.5",43.3,"12,703,048.2",51.9,-16.5,"25,162,006.4",102.8,"30,132,642.5",123.1,-16.5,"11,590,065.9",47.4,"25,989,407.2",106.2,"320,352.82",1.31,"2,093.3",207,0.8,"1,415.1",5.8,(SPNO) SPNO (KS-Western MO),210.9,"1301 N Chouteau Trfy
Kansas City, Missouri 64120
(39.135441, -94.526854)",53,4,7,144
57-IS-06830,Shoal Creek Central Plant and Police Academy,64157,Police Dept. Shoal Creek Campus,12/31/2016 12:00:00 AM,"12,984",Police Station,Other,2006,,"16,096,329.1","1,239.7","864,504.8",66.6,"1,761.9","29,764,612.1","2,292.4","1,598,603.5",123.1,"1,761.9","16,606,619.7","1,279","29,629,030.7","2,282","277,018.85",21.34,"1,878",528,40.7,"1,461.1",112.5,(SRMW) SRMW (Middle Mississippi),237.4,"6885 NE Pleasant Valley Rd
Kansas City, Missouri 64157
(39.216579, -94.49904)",187,6,4,135
20-IS-01630,Traffic Operations Center,64120,MSC Complex,12/31/2016 12:00:00 AM,"48,000",Other - Public Services,Other - Public Services,1960,,"3,756,405.4",78.3,"2,880,786.4",60,30.4,"7,706,105",160.5,"5,909,809.8",123.1,30.4,"4,220,354.5",87.9,"8,123,240.3",169.2,"82,606.33",1.72,265.5,103.9,2.2,379.6,7.9,(SPNO) SPNO (KS-Western MO),210.9,"5310 Municipal Ave
Kansas City, Missouri 64120
(39.134201, -94.522013)",53,4,7,144
57-IS-06820,Shoal Creek Police Pistol Range,64157,Police Dept. Shoal Creek Campus,12/31/2016 12:00:00 AM,"23,270",Police Station,Other - Public Services,2006,,"1,408,974.1",60.5,"912,428.7",39.2,54.4,"4,424,178.6",190.1,"2,865,026.5",123.1,54.4,"1,408,974.1",60.5,"4,424,178.6",190.1,"52,671.12",2.26,,0,0,334.5,14.4,(SRMW) SRMW (Middle Mississippi),237.4,"6889 NE Pleasant Valley Rd
Kansas City, Missouri 64157
(39.21659, -94.498161)",244,6,4,135
30-IS-04720,Public Works District 3,64130,Public Works District 3,12/31/2016 12:00:00 AM,"73,848",Other - Public Services,Other - Public Services,1960,,"2,203,874.5",29.8,"4,406,487",59.7,-50,"4,547,422.6",61.6,"9,092,242.3",123.1,-50,"2,427,836.1",32.9,"4,771,961.3",64.6,"49,645.31",0.67,702.7,60.3,0.8,225.4,3.1,(SPNO) SPNO (KS-Western MO),210.9,"4725 Coal Mine Rd
Kansas City, Missouri 64130
(39.043357, -94.51788)",20,3,7,157
32-IS-06910,Swope Park Greenhouse,64132,Not Applicable: Standalone Property,12/31/2016 12:00:00 AM,"23,375",Other,Other,1960,,"5,008,994.5",214.3,"2,399,841.7",102.7,108.7,"6,006,919.6",257,"2,877,954.2",123.1,108.7,"5,872,464.0",251.2,"6,980,744.5",298.6,"45,440.78",1.94,,247.1,10.6,75.4,3.2,(SPNO) SPNO (KS-Western MO),210.9,"6901 Elmwood
Kansas City, Missouri 64132
(39.001076, -94.533345)",111,2,7,151
