electricity_use_kbtu,objectid,street_address,property_name,opa_account_num,postal_code,num_of_buildings,year_built,primary_prop_type_epa_calc,total_floor_area_bld_pk_ft2,portfolio_manager_id,natural_gas_use_kbtu,fuel_oil_o2_use_kbtu,steam_use_kbtu,energy_star_score,site_eui_kbtuft2,source_eui_kbtuft2,water_use_all_kgal,total_ghg_emissions_mtco2e,notes
2692768.1,2813,6101-67 N GRATZ ST,Prince Hall,785259000,19141,1,1973,K-12 School,79000,3330966,102029.8,2971140.3,,25,73,146.4,1640.7,586.4,
808079.7,2815,6801 N 19TH ST,Rowen,784552600,19126,1,1938,K-12 School,56400,3330969,224393.8,3866621.8,,59,86.9,118.4,8385.6,407,
2294756.3,2822,11061 KNIGHTS RD,Fitzpatrick,786249100,19154,1,1959,K-12 School,94466,3330982,1780.9,4126890.4,,19,75.1,133,382.4,613.5,
700799.6,2727,140-64 W SEYMOUR ST,Fitler,785435800,19144,1,1899,K-12 School,38000,3330922,30993,3185453.7,,16,103.1,143.4,1013.8,331.8,
8227106.5,2855,5400 N BROAD ST,Widener,785056600,19141,1,1953,K-12 School,84135,3356674,22661856.7,2116781.9,,31,104,163,5766.7,2462.1,
14965451.7,2856,3201 RYAN AVE,Lincoln HS,786482600,19136,1,2009,K-12 School,292229,3358512,14629375.4,4366319.6,,24,116.2,228.5,3516.2,3104.4,
1785614.6,2859,430 E WASHINGTON LN,Roosevelt MS,784471600,19144,1,1924,K-12 School,135315,3404349,298670.6,12623549.5,,2,108.7,138,724.3,1191.7,
17422504.5,2909,1600-50 W GIRARD AVE,St. Joseph's Hospital,772018000,19130,1,1989,Hospital (General Medical & Surgical),125500,3668849,18267764.3,186491.8,,30,285.9,590.2,19969.4,3316.4,
2865308.5,2953,3301 SOLLY AVE,Father Judge High School,778508000,19136,3,1954,K-12 School,153961,3695833,1808082.7,348049.8,,98,32.6,73.1,1384.3,505.4,
1263639,2961,5400 E ROOSEVELT BLVD,St. Martin of Tours Church,778271000,19124,1,1954,Worship Facility,87262,3751823,6150179.2,667506,,54,86.5,118.8,1919.6,545.4,
1644740.6,2964,1001 W LUZERNE ST,Little Flower Catholic High School,777247000,19140,2,1939,K-12 School,184000,3773988,968712.8,901002,,100,19.1,38.5,1686.9,338.5,
165001.8,2972,2100 S 21ST ST,St. Edmond Church,773235000,19145,1,1936,Worship Facility,85086,3751826,49191.5,1291114.2,,96,17.7,22,479.5,120.5,
4783453.4,2875,10153-99 BUSTLETON AVE,Washington HS,786056200,19116,1,1962,K-12 School,346000,3498649,15643938.7,8556,,86,59.1,90.9,4343.8,1471.9,
1113925.5,2876,8317 GERMANTOWN AVE,Jenks John,784167600,19118,1,1924,K-12 School,54000,3498652,129970.7,3320003.8,,41,84.5,129.4,346.3,402.4,
795987.9,2824,7001 BUIST AVE,Patterson,783072600,19142,1,1921,K-12 School,72876,3333128,234288.5,4297043.8,,71,73.1,97.2,535.8,437.9,
2008891.8,2825,2075 E CUMBERLAND ST,Kensington HS Business-Urban,786085600,19125,1,1917,K-12 School,108000,3335468,858446.1,6809747.9,,45,89.6,130.4,1073.3,819.9,
2371968.1,2826,1100 E MOUNT PLEASANT AVE,Leeds,784269400,19150,1,1955,K-12 School,168259,3337462,562476.4,8346791.9,,38,67,97.9,2538.5,966.8,
3131987.1,3036,1197 HAWORTH ST,Edmunds HR,786182000,19124,1,1980,K-12 School,65570,4382044,339498.4,5829396.1,,7,141.8,245.2,910.6,869.9,
1081278.5,3037,7501 WOODBINE AVE,Lamberton,783600400,19151,1,1980,K-12 School,110193,4385174,273058.4,5505095.7,,90,62.2,83.9,1913,567.8,
1767903.6,3038,3801 WOODHAVEN RD,Shallcross,786590000,19154,1,1929,K-12 School,67938,4394155,6931953.1,643080,,7,137.5,198.4,2823.8,652.6,
68577242.1,2979,3601 A ST,St. Christophers Hospital for Children,777010000,19134,1,1989,Hospital (General Medical & Surgical),1043572,3760930,65407103.6,672211.4,,77,173,365.8,40311,12704.1,
6904656.3,3256,8000 CHEROKEE ST,Springside,775510500,19118,1,1900,K-12 School,197500,3881810,8540299.9,153621.6,,68,79,150.6,21,1389.3,
12750.6,3257,403 W SPRINGFIELD AVE,Chestnut Hill,775535510,19118,1,1900,K-12 School,220000,3881814,10252899.9,481909.9,,100,48.9,51.3,9.9,582,
2961563.8,3381,5720-38 MEDIA ST,Bluford,783318200,19131,1,1909,K-12 School,99926,4123938,183742,2956236.2,,13,61.1,124.9,550.6,625.6,
5159032.7,3385,8725 VERREE RD,Baldi,786546800,19115,1,1974,K-12 School,185113,4123948,448015.9,3200403.9,,86,47.6,107.5,947.1,951.9,
1251160.3,3478,5901 MALVERN AVE,Beeber,783288200,19131,1,1933,K-12 School,139000,4126298,235716.9,10210260.1,,12,84.2,104.2,720.3,937.7,
81407897.5,3508,8835 GERMANTOWN AVE,Chestnut Hill Hospital,775001000,19118,1,1921,Hospital (General Medical & Surgical),473062,4470406,54671567,121164,,1,287.9,662,23374.1,13810.6,
18786983.8,3538,1400 JOHN F KENNEDY BLVD,City Hall,782273400,19102,1,1900,Office,659185,4931294,38703947.6,144458.4,,84,87.4,151.4,3993.3,4581.4,
64960112.6,3540,3899 RICHMOND ST,Northeast Water Pollution Control Plant,786456805,19137,20,1944,Wastewater Treatment Plant,240000,4950952,97118011,1242000,,100,680.5,1280,37937.7,13946.5,
966338.8,3443,330 E WYOMING AVE,Barton,785531800,19120,1,1925,K-12 School,72200,4123953,144218.4,3841109.9,,63,68.6,97.9,854.5,422.1,
879018.2,3464,1034-42 S 60TH ST,Anderson,783782600,19143,1,1963,K-12 School,68235,4124435,144022.4,1960274.5,,77,43.7,71.7,814.4,270.8,
4718.6,3552,1248 JACKSON ST,Our Lady of Hope,771514000,19148,1,1963,K-12 School,55831,4104890,109163.4,1210881.2,,100,23.7,24.2,521.2,96.3,
1436585.8,2930,2001 WOODHAVEN RD,Raymour and Flanigan Woodhaven CSC,884243500,19116,1,1965,Distribution Center,98679,3687630,,3267288,,62,47.7,79.2,320.2,434.8,
2476225.2,2877,201 SPRING LN,Lankenau,784408400,19124,1,1971,K-12 School,74000,3498653,,1178243.9,,59,49.4,121.2,230.8,418.9,
5725475.9,3527,236-48 SPRING GARDEN ST,Fire Administration,781398000,19123,1,1975,Office,50601,4852903,,4683610,,6,205.7,448.8,1143.1,1114,
1425379.4,2829,1400 N AMERICAN ST,Crane Arts LLC,884588700,19122,1,1905,Office,110000,3681050,1035177.8,,,100,22.4,44.5,591.4,204.1,
6477170.2,2921,251-57 S 17TH ST,Medical Tower Building,883051000,19103,1,1930,Office,95000,3679494,1731090.8,,,67,86.4,233.2,3224.9,959,
98389.2,3374,2400-10 N AMERICAN ST,COFCO - 2400,884604601,19133,1,1920,Non-Refrigerated Warehouse,59850,3958052,573236.6,,,78,11.2,15.2,32.2,43.6,
9077533.9,3272,9745R E ROOSEVELT BLVD,Walmart Store #01-5130,882242000,19114,1,2004,Wholesale Club/Supercenter,141985,3893948,3225696,,,61,86.7,224.6,1089.6,1386.5,
11015676.1,2611,642-48 N BROAD ST,642 N. Broad St.,883524700,19130,1,1903,Office,278741,3596849,4815622.3,,,94,51.3,128.5,1590.3,1730.4,
865785.8,2612,1801-09 W OXFORD ST,Meade,782405200,19121,1,1937,K-12 School,94000,3330871,6606426.7,,,46,79.5,102.7,1451.3,466.8,
3721284.2,2617,401-21 W LEHIGH AVE,deBurgos,786272100,19133,1,2002,K-12 School,131500,3330879,4087790.3,,,56,59.4,121.5,918.9,715.3,
925289.4,2620,2118-60 N 13TH ST,Elverson (Military),781654210,19122,1,1930,K-12 School,74557,3330885,3914094.1,,,44,64.9,94.1,295.5,331.8,
4227321.3,2622,30 N 41ST ST,2.0 University Place,883073700,19104,1,2013,Office,107589,3522077,1710860.6,,,78,56.5,143.3,442.3,656.8,"2.0 University Place decreased energy use and increased occupancy, but these improvements were not reflected in the building score.  Occupancy levels are a significant factor in energy use and often adjusted in commercial real estate expense calculations.  We believe occupancy should have greater impact under the ENERGY STAR methodology."
15129551.8,2624,230 S BROAD ST,230 S. Broad,883048000,19102,1,1908,Office,213276,3529858,5660647.9,,,51,97.8,251.6,5513.2,2326,
2612887.4,2629,1007 W LEHIGH AVE,1007-15 W. LEHIGH AVENUE,881134805,19133,1,1940,Residence Hall/Dormitory,60000,3569581,2882242.4,,,49,91.6,187.2,4777.6,502.9,
2913057.1,2630,1163 S BROAD ST,1163-65 S. BROAD STREET,883359300,19147,1,2012,Office,52258,3569714,110659,,,67,57.9,177.3,117.2,395.8,
4725272,2634,12401 MCNULTY RD,Westinghouse Lighting,884292544,19154,1,1988,Distribution Center,229755,3569995,2812996.5,,,57,32.8,77.4,418.9,782,Westinghouse Lighting upgraded our HVAC system in November of 2016 which will improve our energy score going forward.
3261953.2,2635,2815 N 17TH ST,2815 N. 17TH STREET,881427010,19132,1,1945,Residence Hall/Dormitory,60000,3570108,3774537.9,,,29,117.3,236.8,5516.8,637.1,
1215957.6,2637,2900-12 N 17TH ST,2900-12 N. 17TH STREET,881427020,19132,1,1926,Residence Hall/Dormitory,60000,3571438,501594.8,,,96,28.6,72.4,732.3,189.4,
4977510.9,2642,125-37 S 9TH ST,125 S. 9th St. (Sheridan Building),883010900,19107,1,1916,Office,97456,3579797,195551.4,,,84,52.4,160.4,1538.1,676.7,
3779834.1,2644,4023-27 CHESTNUT ST,4023-4027 Chestnut St. (American Law Institute),773081005,19104,1,1968,Office,66527,3582170,3237432.6,,,59,123.1,267.7,844.1,677.9,
1408857.4,2645,5500 KINGSESSING AVE,Mitchell,786264650,19143,1,1915,K-12 School,90000,3583473,6415411.4,,,16,86.9,124,2649.1,529.4,
7198808.2,2646,151 W LUZERNE ST,Edison,786309550,19140,1,1985,K-12 School,316000,3583474,13638050.4,,,85,65.9,116.8,5505.1,1688.1,
4753247,2648,1901-51 N 17TH ST,Carver,784516400,19121,1,1949,K-12 School,97000,3583476,5394160,,,50,67.7,137.4,539.2,922.8,
2873475.5,2649,417 N 8TH ST,417 N.8th Street,883523050,19123,1,1925,Office,106124,3584130,4151684.8,,,90,66.2,126.1,3213.3,605.2,
899443.1,2652,1114-50 S 5TH ST,Washington ES,781486600,19147,1,1937,K-12 School,68000,3330844,4963234.7,,,48,86.2,118.2,528,384,
4594838,2655,2900 W CLEARFIELD ST,Rhodes EW,784063000,19132,1,1972,K-12 School,180000,3330852,10754898.2,,,8,85.3,142.9,1864.6,1186.3,
2690126.9,2656,5600-54 VINE ST,Daroff,783541800,19139,1,1972,K-12 School,85080,3330853,3243906.2,,,65,69.7,139.3,1181.5,532.4,
2416949.9,2658,5304-46 LANCASTER AVE,Heston,783257800,19131,1,1971,K-12 School,81640,3330857,3308136.9,,,33,70.1,135.5,1111.3,499.3,
1099484.2,2667,9130 STATE RD,Clear Channel Outdoor,884265000,19136,1,1961,Office,76145,3642358,1606090.8,,,97,49.6,94.3,134.3,232.5,
2670669,2669,6900 LINDBERGH BLVD,6900 Lindbergh Blvd.,884161700,19142,1,1975,Distribution Center,224684,3597393,5488307.1,,,75,36.3,63,1103.4,649,
14399766,2672,5400 LANGDON ST,CDC,884120510,19124,1,1964,Distribution Center,1197220,3597850,30972211.2,,,89,37.9,64.9,3353.6,3572.7,
1319005.5,2673,1435-45 N 26TH ST,Boone,782813600,19121,1,1963,K-12 School,56265,3599558,2667324.3,,,38,70.8,123.4,403.6,318.2,
17037682.1,2674,4422-88 WISSAHICKON AVE,4700 Wissahickon Ave.,884132005,19144,1,1929,Non-Refrigerated Warehouse,676000,3608777,31441066.1,,,58,71.7,128,4839.6,3950.7,
10035889.6,2676,1608-14 WALNUT ST,1608 Walnut Street Associates LP,883321000,19103,1,1925,Office,161685,3619986,2710750.2,,,83,62.2,167.6,5957.4,1487.4,
9040807.1,2677,5361-91 CHEW AVE,Fresh Grocer,882918660,19138,1,2009,Supermarket/Grocery Store,50000,3619999,8483687.1,,,20,350.5,745.9,1986.4,1660.9,
3476053.5,2679,1231-39 N BROAD ST,Philadelphia Opportunities Industrialization Center,771637000,19121,1,1920,Office,100000,3628711,982427.5,,,74,49.5,132.7,881.1,517.5,
9554995.5,2682,11401 E ROOSEVELT BLVD,United Refrigeration Inc. Headquarters,884267500,19154,1,1960,Distribution Center,121508,3633517,2732767.1,,,13,101.1,270.5,892.9,1424.2,
2227550.1,2683,11451 E ROOSEVELT BLVD,United Refrigeration Inc. Warehouse 90,884268000,19154,1,1959,Distribution Center,163386,3633532,2651752,,,81,29.9,59.9,51.4,439,
4044560.9,2435,1 CRESCENT DR,L01973 - One Crescent Drive,883813200,19112,1,2005,Office,79034,1496733,3825.9,,,89,51.2,160.7,1223.2,541.6,
7824548.5,2437,1-79 MIFFLIN ST,PHILADELPHIA SE (1443),882055480,19148,1,2002,Retail Store,135033,1547807,2221300,,,76,74.4,199.2,1328,1165.4,
7075276.7,2438,11000 E ROOSEVELT BLVD,PHILADELPHIA NE (1809),882070800,19116,1,2003,Retail Store,146378,1548013,2399199.9,,,85,64.7,169,499,1074.6,
7906047.6,2439,2701 CASTOR AVE,PHILA-BRIDESBURG (2075),882070900,19134,1,2005,Retail Store,136940,1548255,1904500.2,,,81,71.6,195.9,3206,1159.5,
10160925.8,2440,4000 MONUMENT RD,PHILADELPHIA WEST (2124),882150610,19131,1,2007,Retail Store,160219,1548288,2489400.1,,,76,79,215.4,3216,1492.4,
38686450.2,2446,2760 RED LION RD,Philadelphia,884288400,19114,1,2000,Non-Refrigerated Warehouse,1300752,1048989,12199441.9,,,61,50.9,134.2,5477.2,5826.8,
109668196.9,2448,400 UNIVERSITY AVE,Philadelphia,783531800,19104,21,1966,Hospital (General Medical & Surgical),1691520,1066282,163654261.7,,,62,197.7,373.3,66140,23373.3,
16669721.8,2451,428-36 WALNUT ST,ACE Philadelphia,883300400,19106,1,1925,Office,350577,1211433,5185331.3,,,83,64.9,171.7,3980.7,2506.9,
8653016.2,2454,8200 E ROOSEVELT BLVD,07725-Pennypack Circle,882067050,19152,1,2002,Supermarket/Grocery Store,50256,1260373,3616600,,,66,244.1,616.2,1175,1350.4,
8285550.7,2455,1400 E PASSYUNK AVE,07726-10th & Reed,882080101,19145,1,1980,Supermarket/Grocery Store,49210,1260374,3020700.1,,,42,229.8,593.1,674,1269.6,
10723936.5,2456,920 RED LION RD,07747-Red Lion,882875620,19115,1,1997,Supermarket/Grocery Store,72048,1260382,4765900,,,70,215,536.8,556,1688.7,
8454226.3,2457,2701 MAGEE AVE,07704-Harbison,882129500,19149,1,1980,Supermarket/Grocery Store,52380,1260705,3381200,,,75,226,574.6,657,1311.3,
7846361.4,2458,1901 JOHNSTON ST,07715-Oregon & 19th,882351850,19145,1,2003,Supermarket/Grocery Store,49514,1260775,4394999.8,,,57,247.2,590.8,1160,1283.8,
13436118.2,2468,190 N INDEPENDENCE MALL W,American College of Physicians Headquarters,771523010,19106,1,1998,Office,322610,1452163,5575500.1,,,88,70.4,177.8,3546.3,2094.8,
41094708,2469,1101-11 MARKET ST,ARAMARK Tower,883308700,19107,1,1984,Office,759072,1467329,14866237.9,,,84,73.7,190.6,11741.3,6290.8,
51617009,2472,130 N 18TH ST,153-ONE LOGAN SQUARE,883061505,19103,1,1983,Office,1128787,1485500,23242116.2,,,93,67.3,167.7,12365.1,8144.2,
10125451.2,2477,3 CRESCENT DR,L02152 - Three Crescent Drive,883812800,19112,1,2008,Office,95800,1960820,10225.1,,,25,105.8,332,3090.9,1356,
11442107.9,2479,2301-11 OREGON AVE,Shop Rite of Oregon Avenue,882046400,19145,1,1990,Supermarket/Grocery Store,54388,1973976,6324087.9,,,63,320.1,766.9,1375.3,1867.6,
11774351.4,2480,2900 ISLAND AVE,Shop Rite of Island Avenue,882090000,19153,1,1995,Supermarket/Grocery Store,59502,1973980,7587739.7,,,54,325.4,755.2,1677.9,1979.2,
30585082.7,2481,1900 MARKET ST,1900 Market Street (180),883034000,19103,1,1981,Office,588233,3216590,2925527.8,,,76,68.6,202.9,3925.1,4249.7,
2054239,2482,1550 WARFIELD ST,PHPA,884124000,19146,1,1962,Non-Refrigerated Warehouse,58887,3229069,2178799.9,,,37,71.9,148.4,213,390.7,
17721545.9,2483,1 DOCK ST,Sheraton Hotel-Philadelphia Society Hill,883710000,19106,1,1986,Hotel,317000,3240346,11170984.3,,,37,91.1,212.5,11764.6,2965.7,
60464529.7,2484,150 N INDEPENDENCE MALL W,03-1-Philadelphia Head Office,883009505,19106,1,1976,Financial Office,862608,3254545,42122667.8,,,14,136.3,311,14156.6,10331.5,
46985048.4,2485,508-32 WALNUT ST,One Washington Square,883006500,19106,1,1930,Office,1108655,3279877,26393039.5,,,82,66.2,158.1,12859.9,7691.5,
2793193.5,2486,9000 TINICUM BLVD,0547-Philadelphia - Airport,883744000,19153,1,1990,Hotel,78155,3288099,1644901.6,,,65,56.8,134.3,6042.4,461.3,
1880463.7,2487,8880 BARTRAM AVE,2526-Philadephia - Airport,883745200,19153,1,1990,Hotel,44737,3288258,864293.6,,,51,61.4,152.3,2339.6,297.6,
9224188.5,2489,6901 RIDGE AVE,Shop Rite of Roxborough,882117000,19128,1,1990,Supermarket/Grocery Store,54844,1973983,7087570.8,,,83,297.4,663.8,1230.9,1611.3,
10403914.8,2490,1575 N 52ND ST,Shop Rite of Parkside Plaza,882920300,19131,1,2008,Supermarket/Grocery Store,68325,1973985,9315403.2,,,89,288.6,621.3,2463.2,1887.5,
59366684.6,2450,2000 KUBACH RD,1192-Nortech,883033800,19116,1,1990,Other,124190,1182097,,,,,478,1501,6384.3,7947.2,
2539025.5,2491,2900 BLACK LAKE PL,Elliott-Lewis Corporate HQ,884292573,19154,1,2000,Non-Refrigerated Warehouse,62000,2215089,2172176.9,,,42,76,165.4,301.6,455.3,
3949318.3,2492,8800 FRANKFORD AVE,9382,882069010,19136,1,1999,Retail Store,79854,2343414,19000,,,63,49.7,155.5,246,529.7,
3184266.1,2494,7101 E ROOSEVELT BLVD,3527,882074000,19149,1,1980,Retail Store,70110,2344541,632000,,,74,54.4,152.1,677,459.8,
11596047.1,2496,400 ARCH ST,15683-HI Philadelphia Hist Dist-DJONT2,883711100,19106,1,1970,Hotel,333688,2384734,9177633.2,,,69,87,192.9,11,2039.8,
31745425.4,2498,5301 CEDAR AVE,Mercy Philadelphia Hospital,774005000,19143,1,1918,Hospital (General Medical & Surgical),613550,2492942,39884058.9,,,100,116.9,230.9,16004.6,6375.5,
3943589.6,2509,311 S JUNIPER ST,Juniper Residence Hall,772508070,19107,1,1923,Residence Hall/Dormitory,79233,2851085,2159338.6,,,45,77,184.9,5632.4,642.6,
10731306.4,2516,4499 S BROAD ST,LT02184 - Five Crescent Drive,788010015,19112,1,2011,Office,215051,2933141,5507412,,,90,75.5,183.6,3083.1,1729.1,
50896565.2,2517,2970 MARKET ST,IRS 30th Street Campus (165),883063100,19104,1,2010,Office,1481088,3061663,11986658.7,,,90,67.5,185,11472,7450,
2488506.4,2587,5748 WILLOWS AVE,Longstreth,783588600,19143,1,1970,K-12 School,85350,3330795,2101525.2,,,64,53.8,117.4,2218.6,444.7,
7939829.8,2519,5070 PARKSIDE AVE,Philadelphia Business & Technology Center,883371900,19131,2,1930,Other,280276,3091418,7741810.8,,,86,70.7,149,1599.1,1474.1,
6978829.7,2521,7422 BUSTLETON AVE,PHILA-COTTMAN (2418),882131101,19152,1,2009,Retail Store,137054,3114250,1649199.7,,,84,63,172.5,2896,1021.8,
2593199.2,2526,1212 LUDLOW ST,Connelly House,886717500,19107,1,2010,Residence Hall/Dormitory,60000,3137016,1015421.9,,,64,60.1,153.5,3042.1,347.4,
3320724.2,2527,1929 SANSOM ST,Kate's Place,886617500,19103,1,1900,Residence Hall/Dormitory,60000,3155346,3147282.2,,,36,107.8,228.9,4394.1,611.7,
13179297,2528,1800 MARKET ST,Sonesta - Philadelphia,883700600,19103,1,1980,Hotel,414000,3161456,47380308.7,,,12,213.2,320.9,20477.2,4280.9,
11964935.5,2529,3000 W SCHOOL HOUSE LN,William Penn Charter School,775533000,19144,6,1925,K-12 School,308325,1567464,14405832.1,,,66,85.5,170.9,2771.6,2366.9,
39392700.1,2532,1601 JOHN F KENNEDY BLVD,One Penn Center,883339500,19103,1,1929,Office,670000,1637817,5615023.3,,,84,63.4,182.5,10822.9,5571.6,
45697427.8,2536,1600-22 MARKET ST,"1600 MARKET STREET, Site #602760",883031500,19103,1,1983,Office,930550,1750750,13989559.4,,,79,65,172.4,10249.1,6860.4,
7296940.7,2537,901-33 S BROAD ST,CAPA,781021910,19147,1,1997,K-12 School,166630,3330808,3927140.3,,,43,67.4,162.3,2494.2,1185.4,
1748758.5,2540,1900 S 3RD ST,Furness HS,781458200,19148,1,1914,K-12 School,145000,3330814,13233337,,,63,103.3,133.7,905.2,937,
974385.7,2541,2746 S 9TH ST,Fell,781609400,19148,1,1924,K-12 School,61000,3330815,5887674.2,,,40,112.5,151.5,1196.3,443.2,
9392041.8,2546,3440 MARKET ST,3440 Market St,883076510,19104,1,1981,Office,117848,3321455,458069.4,,,37,83.6,254.3,1557.2,4821.9,
19360769.6,2549,3624 MARKET ST,3624 Market St,Many,19124,1,1975,Office,225688,3326513,250425.8,,,46,86.9,270.5,1606.9,2605,
1372024.6,2551,11000 BUSTLETON AVE,Loesche,786056400,19116,1,1967,K-12 School,88000,3330725,3444793.2,,,72,54.7,90.1,1209.3,366.6,
4763442,2552,4901-31 CHESTNUT ST,West Philadelphia (New),783094900,19139,1,2011,K-12 School,170013,3330726,5102198.2,,,63,58,119.5,1175.3,908.7,
3895797.7,2553,2100-50 W LEHIGH AVE,Dobbins CTE,785314800,19132,1,1938,K-12 School,312395,3330734,23934354.7,,,79,89.1,119.6,6168.3,1792.8,
4487179.2,2556,3116 FRANKFORD AVE,Mastbaum CTE,786145800,19134,1,1929,K-12 School,221000,3330738,15586152.1,,,51,90.8,137.8,1379.1,1428.5,
3258648,2558,5400 N BROAD ST,Girls High,785056600,19141,1,1958,K-12 School,233372,3330743,12262188.9,,,66,66.5,99,4238.6,1087.5,
727399.5,2559,6501-33 LIMEKILN PIKE,Kinsey,784226200,19138,1,1915,K-12 School,89200,3330744,9305824.7,,,1,112.5,135.1,491.9,591.7,
7607064.2,2561,5101 MASCHER ST,Olney HS,785345400,19120,1,1931,K-12 School,332185,3330746,1125544.2,,,98,26.3,75.5,2511.2,1078.1,
1559878.7,2565,1660 COMLY ST,Ziegler,786076410,19149,1,1956,K-12 School,21149,3330753,2474874,,,71,68.4,127,843.5,340.3,
5534639.3,2566,1601 COTTMAN AVE,Northeast,786082200,19111,1,1957,K-12 School,310296,3330756,15782623,,,89,68.7,109.4,9386.7,1579.2,
2163763.8,2570,9152 ACADEMY RD,Holme,786002100,19114,1,1950,K-12 School,73000,3330763,3940432.2,,,19,83.6,149.7,2210,498.9,
1194174.1,2571,2901 PRINCETON AVE,Mayfair,786438600,19149,1,1949,K-12 School,72000,3330764,4032170.8,,,77,72.6,110.9,1185.8,374,
1693603.2,2572,1901 TYSON AVE,Solis-Cohen,786543600,19149,1,1948,K-12 School,91000,3330766,8278603.9,,,14,109.6,154,4143.6,666.4,
1190749.1,2574,2001 LOTT AVE,Frank,786309400,19115,1,1961,K-12 School,74500,3330768,3683961.2,,,81,65.4,102.1,1091.2,355.1,
1256354,2575,2951 WELSH RD,Pollock,786569600,19152,1,1962,K-12 School,73000,3330769,4190717.7,,,59,74.6,114.3,856.6,390.8,
8357311.9,2577,4001L PARKSIDE AVE,School of the Future,783172380,19104,1,2006,K-12 School,162000,3330772,6423502.2,,,17,91.1,203.4,1457.2,1459.9,
3137405.3,2578,5800 WALNUT ST,Sayre,783568200,19139,1,1950,K-12 School,200000,3330775,15805884.7,,,63,94.7,132.2,2878.5,1259.5,
1325437.8,2579,701-41 N 48TH ST,Sulzberger,783707600,19139,1,1924,K-12 School,120000,3330777,8380773.5,,,27,80.9,108,1324.5,622.6,
4512090.2,2580,5900 BALTIMORE AVE,Turner,783030800,19143,1,1971,K-12 School,190000,3330779,6183545.5,,,18,56.3,108.7,2096.5,932.5,
771636.1,2581,6600 CHESTER AVE,Catherine,783094200,19142,1,1937,K-12 School,57500,3330784,4056583.7,,,72,84,116.2,443.2,318.8,
1103552.7,2582,5001-35 GREENWAY AVE,Comegys,783183400,19143,1,1911,K-12 School,70644,3330786,5109621.5,,,10,88,125,1058.2,419.1,
2050161.3,2584,5624 SPRUCE ST,Hamilton,783499600,19139,1,1968,K-12 School,89500,3330790,3149964.1,,,49,58.1,108.9,388,441.8,
793329.9,2585,5300-34 BALTIMORE AVE,Harrington,783029800,19143,1,1926,K-12 School,66500,3330791,1598138.1,,,80,36,62.7,327.7,191.1,
1859770.7,2589,6226 ELMWOOD AVE,Morton,783130400,19142,1,1972,K-12 School,87000,3330797,4575253.6,,,39,74,122.3,1746.3,492,
1323510.4,2591,728-62 N 44TH ST,Washington Martha,783691500,19104,1,1930,K-12 School,71300,3330800,7222054,,,44,119.9,164.6,1473.1,560.8,
5368904.8,2592,4301-19 OGDEN ST,Miller,783364400,19104,1,1967,K-12 School,67200,3330802,3173466.2,,,2,127.1,300.5,156.3,887.3,
4753707.6,2594,2101 S BROAD ST,South Philadelphia,781022700,19148,1,1956,K-12 School,331440,3330806,15479239.6,,,93,61,94.1,2835.5,1458.5,
4366817.5,2595,548 N BROAD ST,Franklin HS,782025600,19130,1,1958,K-12 School,242293,3330807,11589447.7,,,74,65.9,106.8,5324.5,1200.1,
776240.2,2596,2829-59 N 23RD ST,Peirce TM,785735000,19132,1,1909,K-12 School,62000,3330861,124035.3,,,88,14.5,41.4,600.3,110.5,
2751393.1,2598,1501-43 DIAMOND ST,Duckrey,784093000,19121,1,1968,K-12 School,101115,3330865,3037130.2,,,69,57.2,117,290,529.6,
1811633.1,2599,2201-51 N 28TH ST,Wright,784615800,19132,1,1905,K-12 School,82000,3330866,2493752.9,,,48,52.5,101.3,1500.6,375,
1418617.1,2600,6714-28 LANSDOWNE AVE,Overbrook Education Center,783262225,19151,1,1915,K-12 School,55128,3330867,1366972.6,,,89,50.5,106.8,203,262.5,
2351957.8,2601,2118-34 W NORRIS ST,Douglas F,784321800,19121,1,1940,K-12 School,109651,3330868,7639904.5,,,24,91.1,140.5,2050.3,720.6,
1161357.1,2603,1601-49 N 28TH ST,Kelley William,784611000,19121,1,1966,K-12 School,72000,3330870,2707018,,,21,53.7,90.1,661.6,299.2,
921929.2,2605,242 S 47TH ST,Lea,783705200,19124,1,1914,K-12 School,70000,3589870,5002499.5,,,37,84.6,116.4,1623.2,389.1,
2079413.4,2607,2045 WHEATSHEAF LN,2045 Wheatsheef Lain,884203500,19134,1,1960,Distribution Center,187238,3594039,1742807.4,,,85,20.4,44.6,265.2,370.9,
5915520.9,2608,2200 OREGON AVE,#4166 Phil/Oregon Ave,882245100,19145,1,2004,Retail Store,114840,3594195,2778529.1,,,63,75.7,187.1,619.4,939.5,
4429649.5,2745,326 PATTISON AVE,"M. Levin and Company, Inc.",884143500,19148,1,1959,Refrigerated Warehouse,83150,3668236,568894.9,,,65,60.1,174.5,64.3,623.2,
856396,2747,713 S 5TH ST,Meredith,781485800,19147,1,1930,K-12 School,55437,3330824,2736211.4,,,78,64.8,100.3,340.4,260,
1374232.1,2748,2600-24 W THOMPSON ST,Morris,782565200,19121,1,1966,K-12 School,80000,3330825,2715296.1,,,55,51.1,89.6,1377.6,328.2,
3235655.2,2749,2136 RITNER ST,GAMP,782462200,19145,1,1914,K-12 School,83460,3330827,9151022.6,,,14,148.4,236.9,493.7,919.2,
943658.5,2751,1130-48 FEDERAL ST,Jackson,781092000,19147,1,1925,K-12 School,58000,3330835,3133591.9,,,73,70.3,107.8,839.4,292.8,
