the_geom,lng,year_built,electricity_use_grid_purchase_and_generated_from_onsite_renewab,energy_star_score,portfolio_manager_id,water_use_all_water_sources_kgal,district_steam_use_kbtu,site_eui_kbtu_ft2,philadelphia_building_id,property_name,the_geom_webmercator,geom_address,fuel_oil_2_use_kbtu,number_of_buildings,property_floor_area_buildings_and_parking_ft,postal_code,natural_gas_use_kbtu,notes,total_ghg_emissions_mtco2e,primary_property_type_epa_calculated,lat,source_eui_kbtu_ft2
0101000020E6100000D05FFEF674CC52C048AAE23FFD084440,-75.194638966,1945,2978715.9,Not Available,3637376,934.9,Not Available,,775527010,United Cerebral Palsy Association,0101000020110F0000B693E23A71EE5FC14999423DDE995241,102 E. Mermaid Lane,Not Available,0,180000,19118,Not Available,,,Other,40.0702285630001,
0101000020E6100000C8456BFBCDC952C000BE86E038014440,-75.15319715,1945,927040.4,Not Available,3962326,43.4,Not Available,29.5,882120009,castor,0101000020110F00008FABD8E8EFE95FC160A1BD7940915241,1509 e erie ave,Not Available,1,60000,19124,845016,,162.2,Retail Store,40.0095482500001,63.3
0101000020E610000080A3089C31C952C0D8DC50EC79014440,-75.143652924,1913,856499.7,Not Available,3642359,176.7,Not Available,6.7,884822730,American Box & Recycling Co.,0101000020110F00007999824BE6E85FC1DEF7249A88915241,3900 North 10th Street,Not Available,2,211489,19140,554422.2,,137.9,Distribution Center,40.0115332980001,15.5
0101000020E6100000F0924B5825C852C0E85E2C1BFC004440,-75.127279352,1989,60600634.4,94,3760930,22091.7,Not Available,132.5,777010000,St. Christophers Hospital for Children,0101000020110F00000486DB9E1EE75FC18B806417FD905241,Erie Avenue at Front St.,322016.3,1,1043572,19134,42246455,,9940.3,Hospital (General Medical & Surgical),40.007693669,301.9
0101000020E61000002C0E4A7262CA52C028911CD471F44340,-75.1622586939999,1964,6274142.6,Not Available,3569510,865.5,Not Available,55,884142500,700 PACKER AVENUE,0101000020110F0000E70D5717ECEA5FC1CF8A8F0F18835241,700 PACKER AVENUE,Not Available,1,120000,19148,325423.7,,811.8,Other,39.9097237720001,167
0101000020E6100000B4B4E0666DCA52C0E8E40BE8B2F94340,-75.16292736,1914,29216270.2,57,3831243,6764.9,Not Available,83.8,883312000,The Widener Building,0101000020110F0000383F37B3FEEA5FC164230DCEE9885241,1327-39 Chestnut St,Not Available,1,550707,19107,11315448.1,,4300.4,Office,39.9507722910001,214.2
0101000020E61000004CDD975EDBBE52C0005C82265E0D4440,-74.982139252,2000,3302880.5,Not Available,3761815,1460.9,Not Available,100.8,884292608,Local 420,0101000020110F0000000ED96357D75FC16952488EBA9E5241,14420 Townsend Rd.,Not Available,1,83000,19154,5060886.8,,686.9,Vocational School,40.1044357430001,189
0101000020E61000002065BBDD13CA52C038E017F79CF94340,-75.1574625329999,1954,2085663.8,Not Available,3891006,250.6,Not Available,14.2,781051065,10th & Ludlow,0101000020110F00006FDE579D66EA5FC1C976257FD1885241,1025-29 Chesnut Street,Not Available,1,147208,19107,Not Available,,264.1,Parking,39.9501026980001,44.5
0101000020E6100000209E1A9FD1C952C0C886C4639D004440,-75.153419281,1996,2571822.3,Not Available,3998715,60.3,Not Available,6.6,777574550,ONTARIO WEST PKG GAR,0101000020110F0000DC306817F6E95FC18B07401294905241,1450 W. Ontario St,Not Available,1,482000,19140,614267.4,,358.3,Parking,40.0048031530001,18.1
0101000020E6100000AC6EBDF2B5CA52C0602691B7BBF84340,-75.167355237,1909,2379723.6,50,3330819,611.6,10201214.9,85.8,782640200,Franklin Learning Center,0101000020110F0000D18364ED79EB5FC18F2974F6D7875241,616 N 15TH ST,Not Available,1,150000,19130,293734.6,,1220.2,K-12 School,39.9432286700001,133.7
0101000020E61000002C5BB89AFFCA52C030A5024F23F24340,-75.171850853,2000,6742930.9,Not Available,3966439,7739.9,10933458,226.9,777570200,TUTTLEMAN LEARNING CENTER,0101000020110F0000E2222C0AF7EB5FC1E588A34F8A805241,12TH STREET,Not Available,1,117253,19122,Not Available,,2292.4,College/University,39.891702534,368.9
0101000020E6100000BC8AFBAB01CB52C000C602E50AFA4340,-75.171977039,1988,61798621.7,76,3505831,15822.8,Not Available,92.8,883034200,Independence Blue Cross,0101000020110F0000B48C2D8DFAEB5FC1CDAA99494B895241,1901 Market Street,Not Available,1,1011239,19103,19046486.1,,8836.8,Office,39.953457476,245.7
0101000020E6100000682B7F89FBC952C0C0B4CBCB62F94340,-75.155977606,2010,3780823.6,43,3643346,782.5,6750876.3,182.8,771017500,901 Walnut Street Building,0101000020110F00003A150F4A3DEA5FC1381DAF0D91885241,901 Walnut Street,Not Available,1,85000,19107,Not Available,,1340.4,Office,39.9483275170001,294.1
0101000020E61000009095DDCE49C052C0B07E7C74700E4440,-75.0045048869999,2001,7042071.2,Not Available,3782240,782.6,Not Available,61.8,778500305,Mast Charter School,0101000020110F00006963A3D2C5D95FC162FE5D28EB9F5241,1800 Byberry Rd,Not Available,2,169148,191,1858942.5,,1242.9,K-12 School,40.112806855,167.1
0101000020E610000094E0CA951EC152C088238E305D0C4440,-75.017491768,1967,4338497.9,49,3963240,5464.6,Not Available,119,881435100,Oakwood Healthcare,0101000020110F0000D72BFD3E2FDB5FC193C2543F9D9D5241,2109 Red Lion Road,Not Available,1,75080,19115,4596346.7,,793.3,Senior Care Community,40.0965939230001,245.7
0101000020E6100000ACEF9D7AFFCD52C090886D1B9E004440,-75.218718199,2000,12429759,48,3954556,22995,Not Available,99.8,883753000,Hilton Philadelphia-Homewood Suites,0101000020110F000093401D5A0FF15FC125A7E2DD94905241,4200 City Avenue,Not Available,2,258000,19131,13326495.6,,2281.4,Hotel,40.0048250470001,205.5
0101000020E610000038CFA5A647CB52C090FA0C915BF24340,-75.176248228,1911,2645719.4,76,3637467,1104.6,Not Available,57.3,788009900,Building 101 - CBRE,0101000020110F000033120A6B71EC5FC11A95E095C8805241,4747 South Broad Street,Not Available,1,75000,19112,1654517.4,,422.8,Office,39.8934193910001,133.9
0101000020E6100000F83C8B4D67C952C0F03E18FCE6F94340,-75.146930109,1970,12541853.5,61,2384734,11474.2,Not Available,90.7,883711100,15683-HI Philadelphia Hist Dist-DJONT2,0101000020110F00008970A47F41E95FC1FEB7978023895241,400 Arch Street,Not Available,1,333688,19106,9101609.3,,2071.3,Hotel,39.9523615950001,205
0101000020E61000006030863F91C252C058D2F9791E0B4440,-75.0401152429999,1984,1303906,Not Available,4054750,,Not Available,135.5,882069415,Grant Plaza,0101000020110F0000AD30BFDAA4DD5FC167B9746B3B9C5241,1651 Grant ave,Not Available,1,60380,19116,6876497.5,,530,Other,40.0868675680001,187.4
0101000020E610000030D4FDA31CC152C0303633BBAD084440,-75.0173730829999,1970,1431571.1,34,3958054,159.2,Not Available,49.3,884227015,"9300 Ashton Rd,",0101000020110F00004F856CF12BDB5FC13C504DFD85995241,"9300 Ashton Rd., Units 2 and 3",Not Available,1,77576,19114,2392090.7,,308.3,Non-Refrigerated Warehouse,40.0678018570001,90.3
0101000020E61000006C335245EAC452C010EBB2D73C064440,-75.076798754,1980,1431363.3,22,3490894,2069.4,Not Available,78.1,786543400,Moore,0101000020110F000084E67DC0A1E15FC15FB11498D0965241,6900 Summerdale Ave,Not Available,1,67701,19111,3856018.2,,385.9,K-12 School,40.048731768,126.2
0101000020E61000001C86A4B677C652C0703B091946044440,-75.1010567289999,1964,21755120.1,80,3597850,3974.3,Not Available,45.3,884120510,CDC,0101000020110F0000C1B228D944E45FC18F76C1DFA2945241,5501 Whitaker Ave,Not Available,1,1197220,19124,32425247.5,,4475.9,Distribution Center,40.0333892150001,85.5
0101000020E61000008433297F63CB52C060798D53F0F94340,-75.1779477979999,1972,4482163.6,51,3591160,1082.9,2316140.5,90.1,883324100,American Red Cross - Humanitarian Services,0101000020110F0000365389B7A0EC5FC1B9711EDA2D895241,2221 Chestnut St.,Not Available,1,80679,19103,102.8,,772.7,Office,39.9526466790001,223.3
0101000020E6100000203FC40112CF52C0D8F76F3855FA4340,-75.235474054,1968,2188164.4,41,3330790,973.1,Not Available,61.7,783499600,Hamilton,0101000020110F0000FB7052AAE1F25FC11CF2F7A29D895241,5640 SPRUCE ST,Not Available,1,89500,19139,3337409.5,,454.2,K-12 School,39.9557257220001,115.9
0101000020E6100000C4378D4DC8BF52C0903BF781980A4440,-74.9966005209999,1973,2195338.1,47,3958313,64.8,Not Available,41.7,884283501,10350 Drummond Rd.,0101000020110F00007BFA65D8E9D85FC1BD51B9B4A69B5241,10360 Drummond Rd,Not Available,1,99000,19154,1936897.8,,380.8,Non-Refrigerated Warehouse,40.082779165,90.2
0101000020E61000003873EEFA15C952C018E82E843AFF4340,-75.141966565,1968,2171533.3,85,3589771,774,Not Available,54.4,785556400,Fairhill,0101000020110F00003157225DB7E85FC125F6FEA10A8F5241,601 W SOMERSET ST,1200600,1,67000,19133,Not Available,,378.6,K-12 School,39.9939732770001,124.2
0101000020E6100000A09A2F82A8CE52C0B071B6538FF24340,-75.229034945,1953,552833053.2,Not Available,3632137,180176.5,Not Available,120.7,773300001,Philadelphia International Airport,0101000020110F000021853A772EF25FC1FA49F5E101815241,8000 Essington Ave.,Not Available,2,11240163,19153,314675283.2,,86709.6,Transportation Terminal/Station,39.8949989930001,287.5
0101000020E6100000BC72B7FD08CB52C0589CABFFD6FA4340,-75.1724237719999,2012,,Not Available,3927653,0,2999059.3,,782425810,Barnes Foundation,0101000020110F00007258E7FB06EC5FC1DF97346E2D8A5241,2025 Benjamin Franklin Parkway,Not Available,1,98388,19130,34952,,,Museum,39.9596862400001,
0101000020E6100000805C4F6552C952C018173DE08FF84340,-75.145654037,1986,1744815.6,72,4104003,,Not Available,47.6,883407500,Abbotts Square,0101000020110F0000DDA055FC1DE95FC16F72CB65A7875241,530 S 2nd St,Not Available,1,36662,19147,Not Available,,221,Retail Store,39.9418907450001,149.4
0101000020E61000000C0719332FC052C0D855F91F120E4440,-75.002880835,1968,1157197.9,Not Available,3883890,1206.4,Not Available,27.7,884235500,Ardex Laboratories Inc,0101000020110F00008E482AA098D95FC164B78967829F5241,2050 Byberry Road,Not Available,1,75440,19116,933788.5,,196.1,Manufacturing/Industrial Plant,40.109928128,61.2
0101000020E6100000BC7F12F0E2C952C0087599203EFF4340,-75.154476183,1923,6484263.7,Not Available,3569946,1082.9,Not Available,32.5,883361500,2701 N. BROAD STREET,0101000020110F000030ED3F8113EA5FC15C6BCAA20E8F5241,2701 N. BROAD STREET,Not Available,1,200000,19132,6679.8,,821.5,Other,39.9940834760001,101.8
0101000020E610000038321FA8E4C852C0003460E92CFD4340,-75.138956099,1989,686783.7,91,3662315,56.9,Not Available,19,884080300,AMMC,0101000020110F0000C8393A9563E85FC1D1A61106C48C5241,1801 North American Street,Not Available,1,89500,19122,1011236.6,,140.7,Distribution Center,39.977933094,36
0101000020E6100000EC9483E3B6C252C0887EF2EC3C0B4440,-75.042412642,2009,770303.4,64,3663623,58,Not Available,10.6,884227301,0774-Philadelphia - Grant Avenue,0101000020110F000039F871CAE4DD5FC1E327AF385D9C5241,1553 Grant Avenue,Not Available,1,72755,19115,Not Available,,97.5,Non-Refrigerated Warehouse,40.087796801,33.2
0101000020E610000070C0BD51DCC652C020A1E936B2004440,-75.107197223,1958,3856962.3,75,3891212,499.5,Not Available,45.2,777575905,Community Academy of Philadelphia,0101000020110F0000411AC9BCEFE45FC1B3033E29AB905241,1100 East Erie Avenue,Not Available,1,118000,19124,1472274.1,,566.5,K-12 School,40.0054386750001,115.7
0101000020E6100000347C1C177FC052C09858FCEDC5054440,-75.0077569749999,1969,2787844.5,Not Available,3686205,1026.2,Not Available,23.5,882369810,TORRESDALE PLAZA LP,0101000020110F0000CAD9F75320DA5FC1A5BCA8AA4C965241,8803-35 TORRESDALE AVE,Not Available,1,182000,19136,1487916,,432,Other,40.045102833,56.7
0101000020E6100000C8FF7E0DD5BE52C08821EB76640D4440,-74.9817537059999,1996,3854631.9,Not Available,3994266,611.4,Not Available,46.1,884292604,14300 Townsend Rd,0101000020110F0000ECB00BA94CD75FC1324C1E91C19E5241,14300 Townsend Road,Not Available,2,152388,19154,3173399.9,,656.5,Distribution Center,40.1046284340001,101.3
0101000020E61000008C29CFF12ECA52C00004828C42FB4340,-75.159115269,1926,1674336.6,2,3330877,733.9,Not Available,149.8,781646000,Stoddart-Fleisher,0101000020110F00003F882C9C94EA5FC111291E9AA48A5241,540 N 13TH ST,13767700.8,1,108393,19123,794496.3,,1275.9,K-12 School,39.96296841,184.5
0101000020E61000004CE63E8A71BD52C0C8AA9396FE0B4440,-74.960054933,2000,11029160.3,34,3782624,1285.7,Not Available,131.2,882693100,Club #18-6332,0101000020110F00002C4F47C9F0D45FC15D22C537349D5241,1000 Franklin Mills Circle,Not Available,0,133000,19154,6424766.8,,1737.7,Wholesale Club/Supercenter,40.093706915,311.1
0101000020E61000005C2A2202CFCB52C028BE8D798FF54340,-75.184509786,2004,7038045,54,3594195,481.2,Not Available,78.5,882245100,#4166 Phil/Oregon Ave,0101000020110F0000DE28135657ED5FC17CA6B05A54845241,2200 Oregon Avenue,Not Available,1,114840,19145,1974066.7,,996.1,Retail Store,39.918441004,210.5
0101000020E6100000D09301B907C152C068EFDAB277094440,-75.0160963549999,1965,1080298.2,Not Available,3597360,872.2,Not Available,40.4,884287005,2901 Grant Ave.,0101000020110F00002242716908DB5FC1BD67DE23669A5241,2901 Grant Ave.,Not Available,0,99083,19114,2919866.3,,291.8,Other,40.0739654130001,65.2
0101000020E6100000A8D4E9C9E7CA52C0005C960AC5FA4340,-75.1703972609999,1922,20480734.7,Not Available,3237291,4257.2,6865392.3,138,782598210,Central Library,0101000020110F00001EF52196CEEB5FC11C628688198A5241,1901 Vine Street,Not Available,1,200680,19103,352604,,3220.2,Library,39.9591382250001,363.5
0101000020E6100000EC3A3FB867C552C0A850EB3DE2024440,-75.084455549,1916,5543176.1,85,3330943,1842.9,Not Available,71.8,786407400,Frankford HS,0101000020110F000017D4ECD676E25FC13E31582E18935241,5000 OXFORD AVE,Not Available,1,313765,19124,16974822.9,,1602.9,K-12 School,40.022529354,112.3
0101000020E6100000405CB8FAD1C552C0187427B7F1004440,-75.090941124,1950,3567228.9,Not Available,3884224,785.6,Not Available,88.7,883087200,Boulevard/Unity District,0101000020110F00001C2910552BE35FC15E11F391F1905241,4109 - 4111 Frankford Avenue,Not Available,1,52642,19124,1102059.1,,510.2,Other - Public Services,40.0073765700001,234.8
0101000020E6100000EC76BF3530C252C038B657B96C094440,-75.0341925019999,1950,2484716.3,95,3638910,847.4,Not Available,48.4,883381115,Star Technical Academy,0101000020110F000033747D0600DD5FC18242A3F5599A5241,2361-73 Welsh Rd.,Not Available,1,51300,19114,Not Available,,314.7,Office,40.0736304930001,152.1
0101000020E6100000BCCE761AE3CA52C0C040BE8E3C094440,-75.17011129,1949,1242358,29,3330920,1033.1,Not Available,94.9,784479400,Edmonds FS,0101000020110F0000CC4EBFA0C6EB5FC1F0FF4A80249A5241,8025 THOURON AVE,Not Available,1,80500,19150,6396521.6,,496.8,K-12 School,40.072160571,131.9
0101000020E6100000784D98FB67C552C010989E55CB074440,-75.084471606,1905,8516693.2,1,3512109,619,Not Available,153.7,778655005,20644,0101000020110F00006486524977E25FC133AD13C08A985241,7254 RISING SUN AVE,21194,1,55539,19111,Not Available,,1080.1,Office,40.0608927750001,481.9
0101000020E610000088E4210F81C552C040B6CC5907044440,-75.086002143,1954,1163695.4,Not Available,3751823,,Not Available,79.6,778271000,St. Martin of Tours Church,0101000020110F0000B57F8DE1A1E25FC1AD8341465D945241,5450 Roosevelt Blvd.,528705.6,5,87262,19124,5253946.5,,465.5,Worship Facility,40.0314743280001,111.2
0101000020E6100000A872325556C052C048B3474F210D4440,-75.005269336,1956,2300031.6,Not Available,3685555,406.9,Not Available,18.8,884242700,ROOSEVELT BOULEVARD ASSOC.,0101000020110F00002739EA18DBD95FC1A8AB0C00779E5241,11500 E. ROOSEVELT BLVD.,Not Available,0,298627,19116,3319924.9,,467.5,Other,40.1025790310001,35.9
0101000020E610000080E41B0C40BF52C098C4CDD4E4074440,-74.9882841369999,2009,1701047.1,Not Available,3637470,1142.8,Not Available,48.4,778503000,Stevenson Lane Residence,0101000020110F00009105C26602D85FC1C097280BA7985241,9801 Frankford Avenue,Not Available,1,67430,,1563756.2,,298.4,College/University,40.0616708760001,103.6
0101000020E61000004C1E8105F1C952C05055E50B72FD4340,-75.155335785,2000,2918583.9,Not Available,3979395,16.8,8710230.2,185.4,777509000,SPEAKMAN,0101000020110F00006C5F706D2BEA5FC1BD4114A6108D5241,1801 N. 13TH,Not Available,1,110605,19122,721,,1608.6,College/University,39.9800429220001,257.9
0101000020E61000003C1DA3FDCEC952C0E84105EA01FA4340,-75.1532587139999,1962,1954339.3,Not Available,3882220,,Not Available,12.3,781005000,8th & filbert,0101000020110F000073B2749FF1E95FC1CA587D5641895241,800-08 Arch Street,Not Available,1,158600,19107,Not Available,,247.5,Parking,39.9531834150001,38.7
0101000020E610000024C9737DFFCC52C0C05B9C7529FB4340,-75.203093875,1927,2055098.1,Not Available,3657578,813.1,Not Available,48.1,775095805,Imani Education Charter School,0101000020110F00009E8970875CEF5FC1CA700FCD888A5241,5612 Green St,Not Available,7,61592,19144,907168.9,,308.4,K-12 School,39.9622027410001,120.2
0101000020E61000000C2E06D7C8CD52C0C8DDE0AB20004440,-75.215383297,1900,2743336.4,Not Available,3989764,7388.2,Not Available,91.8,881445900,Methodist Home for Children,0101000020110F0000DAC4C78AB2F05FC1A91CD8CA09905241,4300 Monument Rd,Not Available,9,114073,19131,7725907.8,,757.4,Other,40.0009970520001,146.6
0101000020E61000009499A10A02CF52C048DD782B16F24340,-75.2344996049999,2008,4198377.3,42,3876478,3499.7,Not Available,119.1,883742800,Aloft Hotel,0101000020110F00004B50E98BC6F25FC19E7A73C47B805241,4301 Island Ave,Not Available,1,64000,19153,3405555.4,,713.6,Hotel,39.8913015690001,262.1
0101000020E61000003C320C0E25C752C0605AD94D8F024440,-75.11163665,1921,843889.3,84,3773319,184.9,Not Available,7.3,884185500,Lesco Paper & Box Co,0101000020110F0000C7EF3F496BE55FC1ADF06033BC925241,651 E. Wyoming Ave,Not Available,1,115000,19120,Not Available,,106.9,Non-Refrigerated Warehouse,40.0199982940001,23
0101000020E610000088E358C810CB52C0485B21EEA2F24340,-75.172899329,2012,4746962.1,37,3782888,446.2,Not Available,81.4,788042700,T02214 - 150 Rouse Blvd,0101000020110F0000350AFC3714EC5FC1EB52489517815241,150 Rouse Blvd,Not Available,1,58386,19112,5171.4,"Four story single tenant office building with a cafeteria, conference facility and fitness center.  Energy consumption is under the sole control of the occupant.",601.4,Office,39.895597235,255.4
0101000020E6100000A8A8225E9CCB52C09082411B7EFA4340,-75.181418928,2006,68870742.3,77,1485471,15711.1,Not Available,88.5,883062300,150-CIRA CENTRE,0101000020110F0000C0686B5101ED5FC177B6F0EFCA895241,2929 ARCH STREET,Not Available,1,778607,19104,Not Available,,8721.6,Office,39.956973464,277.7
0101000020E6100000A49E1985A3C752C060DDCEE479024440,-75.119355464,1925,1032256.6,55,3330949,747.7,Not Available,73.7,785531800,Barton,0101000020110F00004BBF881942E65FC1E724E474A4925241,4600 ROSEHILL ST,4093748.6,1,72200,19120,192623.7,,444.7,K-12 School,40.019344903,105
0101000020E61000006800BD1095C752C0A076B3042E014440,-75.118473229,1919,4127322.4,Not Available,3981473,12942.4,Not Available,175.5,881439700,Hoffman Hall,0101000020110F000024E9188C29E65FC16B625F6F34915241,3950 D ST - REAR,Not Available,1,60160,,6428638.5,,863.9,Prison/Incarceration,40.0092168690001,327.6
0101000020E6100000B4AB9F1D21CF52C02850A7838F054440,-75.236396223,1972,4508231.2,Not Available,3666305,2.5,Not Available,33.3,884630430,"Penn Beer Distributors, Inc.",0101000020110F0000A83E4454FBF25FC1AA7A504C10965241,401 Domino Lane,Not Available,1,135420,19128,Not Available,,570.9,Other,40.043442208,104.5
0101000020E6100000882570E1BCC652C09817845271044440,-75.105278358,1930,988037.1,82,3330952,794.4,Not Available,85,786529200,Creighton,0101000020110F00006ACAEE55BAE45FC14D62FCD1D2945241,5401 TABOR AVE,4234237,1,63232,19120,149788.7,,447.3,K-12 School,40.0347083230001,119.2
0101000020E6100000B8DD9A8D18CB52C090CA26C3E8F84340,-75.1733736049999,1989,8424156.3,7,3306120,5605,5955564.4,193.1,772036205,Tuttleman Building,0101000020110F0000145FF06A21EC5FC1EE57D6DC09885241,1844 South. St,Not Available,1,74460,19146,Not Available,,1594.1,Medical Office,39.9446033420001,451.5
0101000020E610000008FA4230DDCD52C0B08D3DBD0AFA4340,-75.2166252759999,1930,,Not Available,3980656,,Not Available,,774024000,the emmanuel church,0101000020110F000064C5311BD5F05FC1E09B891D4B895241,4723-41 spruce st.,Not Available,1,,19139,Not Available,,,Not Available,39.953452735,
0101000020E610000044842B12A6CA52C0B0ED444E41F84340,-75.166386168,1997,7573404.9,31,3330808,2385.9,Not Available,73.7,781021910,CAPA,0101000020110F000005BF4FF55EEB5FC1676F1F5D50875241,901 S BROAD ST,Not Available,1,166630,19147,4710037.4,,1209.1,K-12 School,39.939492973,172.4
0101000020E6100000A871FF2906CC52C0A8A59C768BF74340,-75.187876224,1800,808725.5,Not Available,3977234,227.7,Not Available,10.8,884100600,Eastern Electrical Liquidators,0101000020110F000083D81506B5ED5FC13B00DBF186865241,1511 N 26th St,Not Available,2,100000,19121,275050.5,,117,Non-Refrigerated Warehouse,39.933943583,28.3
0101000020E6100000C0296B8265CA52C068E0C369E4F94340,-75.1624456449999,2000,2931634.8,Not Available,3956647,4911.6,Not Available,83.4,777572705,IBC REC CTR,0101000020110F00004E3B434BF1EA5FC1111639A720895241,1449 C.B. MOORE,Not Available,1,69093,19121,Not Available,,621.9,College/University,39.952283116,182.5
0101000020E6100000C8281223B6CA52C0787AC037ABF74340,-75.1673667599999,2007,683014.2,Not Available,3989968,35.1,Not Available,17.9,884571850,Temple,0101000020110F000036D67C3F7AEB5FC10346DA1DAA865241,1221 N. Broad Street,Not Available,1,56873,19122,333550.2,,104.2,Self-Storage Facility,39.934912652,43.9
0101000020E6100000E04E441AD0BE52C0F032C2FC11094440,-74.9814515749999,1985,5645696.5,26,3884927,,Not Available,93.9,778017200,Torresdale Medical Building,0101000020110F0000C57C874044D75FC150523541F5995241,10810 Knights Road,Not Available,0,60122,19154,Not Available,,715,Medical Office,40.07086143,294.9
0101000020E610000068A25839D7CB52C0A0BBEA8F1D034440,-75.185011231,1925,11663427.3,63,1567464,2090.1,Not Available,87.1,775533000,William Penn Charter School,0101000020110F000060E7974A65ED5FC1D7B994F859935241,3000 West School House Lane,Not Available,6,308325,19144,15177115,,2282.5,K-12 School,40.0243396660001,170.5
0101000020E61000000CC23C61F2CA52C0E8878DF61BF84340,-75.171043691,2008,939728.3,98,3798065,,Not Available,24.4,884006130,crbuilding,0101000020110F0000EAD49693E0EB5FC1A82CE5FF26875241,1600 Washington Avenue,Not Available,1,50525,19146,293314.9,,134.6,Retail Store,39.9383533660001,64.5
0101000020E61000007412340D7AC852C018BF4B71E1014440,-75.1324494369999,1925,1797.4,Not Available,4051453,,Not Available,,884042000,"R.B. Hoffman, Inc.",0101000020110F00004430DB80AEE75FC11C4AF864FB915241,300-322 W. Hunting Park Avenue,Not Available,4,125000,19140,Not Available,,0.2,Non-Refrigerated Warehouse,40.014692461,
0101000020E6100000F8496E7AFBBF52C0007321547E0F4440,-74.999724014,1996,869702.4,84,3965369,165.6,Not Available,27.4,884244700,13451 Damar Drive,0101000020110F0000305A8FC540D95FC1A2A632E016A15241,13451 Damar Drive,Not Available,1,66600,19116,957851.6,,160.9,Non-Refrigerated Warehouse,40.1210427440001,56.1
0101000020E610000058E0254A18CA52C0E8006ED452FD4340,-75.1577325219999,2000,8960976.5,Not Available,3957996,2054.4,4248252.2,151.3,777507000,KLEIN,0101000020110F0000899CDD206EEA5FC16657BA0CEE8C5241,1719 N. BROAD,Not Available,1,186123,19122,8352.4,,2298.5,College/University,39.979090265,258.9
0101000020E61000009CE77A9B51C952C0A89F42AB1C044440,-75.145605917,1974,14717044.4,Not Available,3776480,11076.9,Not Available,64.1,,Logan Plaza,0101000020110F0000358E81A51CE95FC19034ABEB74945241,5201 Old York Rd,Not Available,6,270000,19141,2282105.3,,1984.8,Other,40.0321249080001,183.4
0101000020E610000004B1D05AF3C552C088E3990718FF4340,-75.0929781949999,2001,8197439.2,43,3685748,3647.3,Not Available,91.3,882059510,#4150 Port Richmond,0101000020110F0000A17E110664E35FC1BE7BD666E48E5241,2539 Castor Avenue,Not Available,1,114660,19134,2275034.5,,1158.8,Retail Store,39.9929208280001,245.3
0101000020E61000007C1C00831AC652C0588BA76F70FE4340,-75.095368147,1950,295946.3,100,3790338,143.9,Not Available,4.7,884191590,2701 E. Tioga St Associates,0101000020110F000074DA2789A6E35FC14034AE9E2A8E5241,2701 E. Tioga St,Not Available,1,110000,19134,222150.8,,49.3,Non-Refrigerated Warehouse,39.987806279,10.6
0101000020E6100000DC6CAB0D59CD52C0684378CD0E084440,-75.208560388,1900,1918150.3,100,3881810,23.8,Not Available,35.1,775510500,Springside,0101000020110F0000EBF052A9F4EF5FC1300E799ED5985241,500 West Willow Grove Ave.,161032.2,1,197500,19118,4852899.7,,512.4,K-12 School,40.0629517400001,53.3
0101000020E6100000B845E4E4D3C652C0B84AE84F17FF4340,-75.10668299,1929,18291.7,Not Available,3774259,,Not Available,0.3,884201450,Westmoreland 2150 LP,0101000020110F0000FEDA286DE1E45FC1AD6C339BE38E5241,2150 E Westmoreland St,Not Available,1,53000,19096,Not Available,,2.3,Non-Refrigerated Warehouse,39.9928989300001,1.1
0101000020E61000004C403EE15FC952C08055B9B3A3F94340,-75.146477042,1974,7759775.1,Not Available,3960828,2432,Not Available,60.9,883014000,Colonial Penn Life Insurance,0101000020110F0000DD52CAE334E95FC10278D2F5D8885241,399 Market Street,Not Available,1,154420,19106,Not Available,,982.7,Office,39.9503082900001,191.3
0101000020E6100000B4FCC50E78CC52C0E8842E2035FA4340,-75.194827741,1887,1617114.3,Not Available,2528934,416.9,Not Available,43.7,773685500,Ralston House,0101000020110F0000EF78CD7B76EE5FC15B4BB6137A895241,3615 Chestnut Street,Not Available,1,71686,19104,1513603.8,,285.1,Office,39.9547462680001,93
0101000020E610000040DAEA6580C052C008E54428E70C4440,-75.007836799,2003,6738508.9,88,1548013,1240.3,Not Available,60.5,882070800,PHILADELPHIA NE (1809),0101000020110F0000DD88AB8C22DA5FC1B3D46E6E369E5241,11000 ROOSEVELT BLVD STE 3,Not Available,1,146378,19116,2124223,,966,Retail Store,40.100804361,159.8
0101000020E61000005004DA4BCABD52C0D85CC3E6050B4440,-74.9654721859999,1999,10009252.1,58,4092251,772,Not Available,252.1,882691015,Pathmark Store 2723,0101000020110F0000F270368C87D55FC1A667A423209C5241,85 FRANKLIN MILLS BLVD,Not Available,1,56508,19154,4234799.7,,1492.2,Supermarket/Grocery Store,40.0861175970001,634.9
0101000020E610000024A1BF9360CC52C0D8D8009A38F84340,-75.193394601,1988,10510434,59,4092246,2123,Not Available,239.7,882051606,Pathmark Store 6532,0101000020110F000032D978994EEE5FC1C18BDFB846875241,3001 Grays Ferry Avenue,Not Available,1,56549,19146,3042499.9,,1492.5,Supermarket/Grocery Store,39.939227343,640.1
0101000020E6100000D8E04BAED0CA52C0682BE421FEF94340,-75.1689868679999,1957,27766101.9,46,3715845,6318.2,4220231.6,104.8,883053530,1701 Market Street,0101000020110F0000C8A4DC55A7EB5FC1DD98E0253D895241,1701 Market Street,Not Available,1,413962,19103,Not Available,,3889.9,Office,39.953068005,302.3
