electricity_use_kbtu,objectid,street_address,property_name,opa_account_num,postal_code,num_of_buildings,year_built,primary_prop_type_epa_calc,total_floor_area_bld_pk_ft2,portfolio_manager_id,natural_gas_use_kbtu,fuel_oil_o2_use_kbtu,steam_use_kbtu,energy_star_score,site_eui_kbtuft2,source_eui_kbtuft2,water_use_all_kgal,total_ghg_emissions_mtco2e,notes
5604418.1,4923,1201-05 CHESTNUT ST,1201 Chestnut (The Commonwealth),881301100,19107,1,1906,Multifamily Housing,86642,3570107,974651,,,4,75.9,214.9,2843,694.5,
3278055.8,4924,2815 N 17TH ST,2815 N. 17TH STREET,881427010,19132,1,1945,Residence Hall/Dormitory,60000,3570108,3562967.2,,,28,114,233.9,6448.9,565.2,
914683.5,4926,2900-12 N 17TH ST,2900-12 N. 17TH STREET,881427020,19132,1,1926,Residence Hall/Dormitory,60000,3571438,364484.8,,,100,21.3,54.2,520.4,124.3,
4743314.6,4932,125-37 S 9TH ST,125 S. 9th (Sheridan Building),883010900,19107,1,1916,Office,98809,3579797,141277.2,,,86,49.4,152.2,1360.3,551.5,
2813892.1,4933,1435-41 WALNUT ST,1435 Walnut (Drexel Building),883038000,19102,1,1908,Office,56714,3582095,523947.6,,,75,58.9,165.5,701.6,350.5,
875527,4937,913-29 WALLACE ST,913 Wallace Street,884073505,19123,1,1950,Office,64000,3891695,3374685.8,,,92,66.4,98.3,138,279.7,
2665731.8,4939,1730 S 10TH ST,SS Neumann Goretti High School,771251200,19148,1,1955,K-12 School,316125,3892157,6954483.4,,,100,35.5,57.8,1646.2,675.1,
1754563,4941,7300 TORRESDALE AVE,Saint Hubert's Catholic High School for Girls,778301000,19136,1,1924,K-12 School,186940,3892250,6900311.8,,,94,53,78.1,1139.1,567.7,
997333.4,4943,601-47 CARPENTER LN,Henry,784048800,19119,1,1908,K-12 School,65400,3330924,3131826,,,82,63.1,98.2,516.2,280.7,
1191857.7,4944,135 W ALLENS LN,Houston,784003600,19119,1,1927,K-12 School,72000,3330925,5856439.3,,,32,97.9,137.4,2640.8,447.7,
12202407.3,4947,9000 BARTRAM AVE,PHI Philadelphia Airport Embassy Suites,883743500,19153,1,2006,Hotel,211000,3408943,7706099.6,,,37,94.4,219.9,13999,1808.7,
15972329.5,4948,116-22 S 17TH ST,Sofitel Philadelphia,883703600,19103,1,2000,Hotel,290966,3410522,12372899.9,,,46,97.4,217,11492,2488.9,
36018812.1,4952,3711 MARKET ST,3711 Market St.,Multiple,19104,1,2008,Office,155715,3479994,3467843.9,,,1,253.6,749.7,7119.6,4314.8,
1163371.2,4954,1100 TYSON AVE,Moore,786543400,19111,1,1980,K-12 School,67701,3490894,3168123.6,,,42,64,103.1,1459.6,301.7,
4413094.4,4955,1930 E ELKHART ST,Willard,786118700,19134,1,1907,K-12 School,97261,3492406,4518508.5,,,8,91.8,191.3,4531.8,746.1,
3618129.2,4959,4023-27 CHESTNUT ST,4025 Chestnut (American Law Institute),773081005,19104,1,1968,Office,75832,3582170,3123690.6,,,62,118.2,256.7,1081.7,580.8,
1341747.2,4960,5500 KINGSESSING AVE,Mitchell,786264650,19143,1,1915,K-12 School,90000,3583473,4851000.9,,,32,68.8,103.4,989.3,411.5,
1499080.6,4964,2000 WAKELING ST,Harding,786550200,19124,1,1924,K-12 School,129264,3330945,6472574.3,,,88,61.7,89,455.8,515.7,
4064057.1,4966,801-39 E HUNTING PARK AVE,Juniata Park,786122055,19124,1,2007,K-12 School,102300,3330948,3823006.3,,,16,77.1,164,2013.4,669.1,
1804285,4970,4401 PAUL ST,Stearne,786424600,19124,1,1966,K-12 School,76150,3330955,2195419.7,,,63,52.5,104.7,1487,323.5,
1847237.4,4971,238 E WYOMING AVE,Feltonville Intermediate,785531600,19120,1,1936,K-12 School,84000,3330956,3165014,,,74,59.7,108.6,1081.5,379.9,
2210994.8,4973,5801-51 N 5TH ST,Lowell,785548000,19120,1,1914,K-12 School,58200,3330960,3680970.7,,,36,101.2,185.7,8811.6,449.1,
4189448.1,4974,201 E OLNEY AVE,Washington Grover,785373150,19120,1,2000,K-12 School,149500,3330961,3755372.1,,,74,53.1,114.4,969.1,679.9,
923538,4975,4134 N 6TH ST,McClure,785558600,19140,1,1916,K-12 School,57500,3330962,2960660,,,51,67.6,104.5,924.8,263.2,
1228662.2,4976,300 W DUNCANNON AVE,Morrison,785177400,19120,1,1924,K-12 School,83894,3330963,6371538.1,,,19,90.6,125.7,794.9,479.3,
3579075.4,4980,206-10 E COURTLAND ST,Feltonville Arts,785127900,19120,1,1995,K-12 School,78000,3330967,2579024.7,,,31,79,178.8,374.4,547.4,
9772609.5,4982,2750 RED LION RD,Swenson CTE,786441600,19114,1,1976,K-12 School,171922,3330972,8493837.1,,,6,106.2,230.4,2166.3,1571.9,
3817250.1,4983,3001 RYAN AVE,Meehan,786482200,19152,1,1973,K-12 School,204093,3330974,3393939.8,,,89,35.3,76.2,1114,618,
2426283.1,4984,3325 RED LION RD,LaBrum,786442010,19154,1,1974,K-12 School,44500,3330977,102766.7,,,47,56.8,173.6,289.2,283.7,
3957234.2,5096,7301 CASTOR AVE,Cottman & Castor,882064500,19152,1,1935,Retail Store,353599,3642848,1500862.6,,,92,36.8,94.3,458.6,533.5,
2416622.7,5145,1400 KITTY HAWK AVE,Building 990,788007017,19112,1,1969,Distribution Center,70318,3682799,1829522.1,,,57,60.4,135.2,227.6,374.3,
8029033.1,5153,520 N CHRISTOPHER COLUMBUS BLVD,Riverview Place,883522900,19123,1,1929,Office,188046,3685108,1216468.7,,,91,49.2,140.9,5837.8,985.4,
3010369,5161,4300 TACONY ST,First Philadelphia Charter School,778531801,19124,2,2002,K-12 School,478150,3687689,2441161.6,,,87,69.8,153.8,682.2,474.9,
14508653.1,5162,3722-46 MARKET ST,National Board of Medical Examiners,774688600,19104,1,1980,Office,165000,3687885,4178898.1,,,42,113.3,302.7,3752.2,1885.8,
9833599,5163,4201 ISLAND AVE,Sheraton Suites Philadelphia Airport,883742000,19153,1,1985,Hotel,192000,3687911,5367738.3,,,65,79.3,190.3,11090.9,1414.1,
1962727.1,5165,3921-25 CHESTNUT ST,11018 - Philadelphia Ronald McDonald House,773080515,19104,1,1885,Hotel,79641,3688012,1915903.8,,,93,59.5,125.4,1765.3,326.8,
16057707.9,5166,2301 E ALLEGHENY AVE,City Center at Northeast Hospital,883376890,19134,1,1974,Medical Office,222240,3688434,1768221.7,,,43,80.2,235.2,6089.5,1935.4,
5503051,5167,720 ARCH ST,Cast Iron Building,781004550,19106,1,1881,Office,124000,3689195,523333.9,,,87,48.6,143.8,822.3,658.9,
22652609.2,5169,600 PACKER AVE,Sysco Philadelphia Food Service Warehouse,884142260,19148,1,1964,Refrigerated Warehouse,578770,3689997,2201404.6,,,88,42.9,126.9,17020.3,2714.7,
638234.4,5170,10905 DUTTON RD,Flynn & OHara Uniforms,884282000,19154,1,1970,Distribution Center,108000,3690153,1112569.6,,,91,30.2,54.7,135.3,132.3,
1097034.8,5171,1800 S CHRISTOPHER COLUMBUS BLVD,"Betty, Inc",884004000,19148,1,1948,Non-Refrigerated Warehouse,410000,3690843,409931,,,100,3.8,4.9,34.4,88.5,
2127597,5184,9250 ASHTON RD,"9250 Ashton Road, Inc.",884226510,19114,1,1966,Non-Refrigerated Warehouse,289713,3696624,668153.1,,,99,9.7,25.5,66.1,271.5,
4567159.9,5185,1334-76 BEACH ST,Penn Treaty Park Place,883365200,19125,1,1911,Office,178680,3696768,692020.5,,,99,36.4,104.1,1384.5,560.5,
5786342.6,5187,4109 WALNUT ST,Homewood Suites University City,883733000,19104,1,2012,Hotel,110000,3773012,33637.5,,,70,52.9,165.5,7044.6,665.4,
4509.9,5191,1330 RHAWN ST,Tacony Academy Charter School,778506501,19111,1,1978,K-12 School,76500,3773538,3380865.2,,,100,64.5,67.9,2733.8,180.1,
4914399.1,5195,301 W HUNTING PARK AVE,Esperanza Academy,777577905,19140,1,1930,K-12 School,71440,3773891,1886676,,,19,95.2,243.7,601.6,663.8,
1901135,5197,4501-17 CHESTNUT ST,West Catholic,774569000,19139,3,1926,K-12 School,198665,3773979,5789716.5,,,94,49.2,77,822.1,525.5,
21494252.3,5202,615 CHESTNUT ST,615 Chestnut Street,883010310,19106,1,1981,Office,446086,3774260,1552005,,,91,51.7,155,6589.4,2547.4,
1351731.1,5075,1400 N AMERICAN ST,Crane Arts LLC,884588700,19122,1,1905,Office,110000,3681050,961715.1,,,100,21,42.1,358,168.7,
3716343.6,5207,3660 S LAWRENCE ST,Novick Brothers Corp.,884154000,19148,1,1962,Distribution Center,172229,3736468,179195.3,,,40,61.6,187.5,235.2,435.7,
2229415.8,5215,3000 COTTMAN AVE,St. Matthew Church (correct),778130000,19149,4,1937,K-12 School,140800,3751830,6852210.3,,,70,64.5,100.8,1812.4,611.3,
1851552.8,5217,303 N BROAD ST,Roman Catholic High School,771063000,19102,3,1890,K-12 School,92588,3759394,1999333.5,,,89,49.7,102.1,569.7,318.5,
4455710.3,5105,4259 RICHMOND ST,Franklin Towne Charter Elementary School,777285900,19137,1,2011,K-12 School,110000,3656455,1077593.2,,,60,50.3,137.5,709.6,568.2,
38916419,5106,2301 S BROAD ST,Methodist Hospital,771010000,19148,1,1888,Hospital (General Medical & Surgical),312144,3656490,51813794.6,,,20,290.7,565.8,11288.9,7215,
12242440.2,5111,30-36 S 15TH ST,30 South 15th Associates,883048700,19102,1,1985,Office,241831,3663256,7022164.6,,,80,79.7,189.4,5423.4,1776.9,
1349565.4,5112,4433 WAYNE AVE,0542-Philadelphia - Wayne Ave.,884071500,19144,1,2009,Non-Refrigerated Warehouse,108210,3663490,164000,,,35,14,40.8,25,163.5,
671369,5115,11771 E ROOSEVELT BLVD,1198-Philadelphia - Roosevelt BL,884269100,19154,1,2009,Non-Refrigerated Warehouse,108232,3663826,965700,,,92,15.1,28.8,0,128.3,
9241630.6,5116,2275 BRIDGE ST # 12,Franklin Towne Charter High School,777226180,19137,3,1940,K-12 School,143673,3666158,630564.9,,,10,68.7,206.6,509924.9,1093.3,
3630313.4,5123,9501 STATE RD,rivers edge,881435201,19114,1,1986,Senior Care Community,78009,3672870,2072295.4,,,23,107.6,256.1,4482.1,526.4,
101544.9,5125,2000-34 N 2ND ST,Charles Schober Company,884080331,19122,1,1923,Non-Refrigerated Warehouse,83950,3673448,346095.2,,,98,5.3,8.1,82.8,30,
7773368.5,5126,2200 WHEATSHEAF LN,Walmart Supercenter #01-5891,882125404,19137,1,2012,Wholesale Club/Supercenter,92185,3673577,4120246,,,69,129,311.7,1288.4,1110.3,
10802473.9,5128,1675 S CHRISTOPHER COLUMBUS BLVD,Walmart Supercenter #01-2141,882055181,19148,1,1995,Wholesale Club/Supercenter,149398,3673727,3907864.5,,,80,98.5,254.5,2749.1,1446.4,
3867703.3,5134,3926-38 CHESTNUT ST,3930 Chestnut St.,773687010,19104,1,1966,Office,67084,3696988,4319788.3,,,55,122,248.6,702.9,673,
705178.5,5448,2191 HORNIG RD,2191 Hornig Rd,884233835,19116,1,1950,Office,64638,3892836,73359,,,100,12,35.4,44.1,84.8,
2770434.8,5137,100-52 W SCHOOL HOUSE LN,Pennsylvania School for the Deaf,775530500,19144,7,1984,K-12 School,108271,3707291,5238551.2,,,30,96.2,170.5,1654.6,596,
3276764,5064,4700 S 13TH ST,Building 101 - CBRE,788009900,19112,1,1911,Office,100766,3637467,2002771.6,,,60,70.4,165.2,998.8,482.2,
6373356.7,5068,251-57 S 17TH ST,Medical Tower Building,883051000,19103,1,1930,Office,95000,3679494,0,,,77,67.1,210.7,4336.1,730.9,
19042409.5,5069,100 S BROAD ST,Land Title Building,883336000,19110,1,1890,Office,365000,3679592,9835969.1,,,67,79.1,192.1,5114.2,2706.2,
7283108.5,5073,1601-05 WALNUT ST,Med Arts,883332000,19120,1,1930,Office,110000,3679905,1701339.5,,,55,81.7,224.1,7216.6,925.6,
7565212.6,5077,9725R E ROOSEVELT BLVD,lowes 1848,882241900,19114,1,2004,Retail Store,115928,3681473,1778701,,,81,80.6,221,601.4,962.1,
8850666.6,5078,2106 S CHRISTOPHER COLUMBUS BLVD,lowes 1849,882241100,19148,1,2004,Retail Store,115928,3681476,668883,,,71,82.1,245.8,624.5,1050.5,
9128505.7,5079,1500 N 50TH ST,lowes 2378,882920201,19131,1,2008,Retail Store,117132,3681478,871922,,,69,85.4,252.5,367.6,1093.2,
8627822,5080,3800 ARAMINGO AVE,lowes 2732,882125402,19137,1,2009,Retail Store,118008,3681479,1442702.7,,,69,85.3,242.4,581.9,1066.1,
21950941.6,5081,4100 CITY AVE,WPVI-TV,883080200,19131,1,2009,Office,156198,3681504,1368991.9,,,1,334.6,1009.5,3942.2,2590,
2924415.3,5275,150 ROUSE BLVD,LT02214 - 150 Rouse Blvd,883813700,19112,1,2012,Office,73106,3782888,13090.6,,,79,50.3,157.5,569.8,336.1,
14685080.8,5276,3745 ARAMINGO AVE,ShopRite of Aramingo Avenue,882059425,19137,1,1995,Supermarket/Grocery Store,212888,3782900,7462725.4,,,32,295.7,720.4,2613.9,2080.5,
568613.2,5277,2501 GRANT AVE,2501 Grant Ave,884286000,19114,1,1960,Non-Refrigerated Warehouse,121200,3782942,476338.7,,,99,8.6,18.9,128.6,90.5,
22136776.2,5284,12345 E ROOSEVELT BLVD,crown cork and seal usa inc.,883095000,19154,1,1997,Office,423009,3788588,1339671.2,,,24,100.4,303.2,7060.5,2609.8,
162600.5,5285,12700 DUNKS FERRY RD,ST. ANSELM ANNEX,778144000,19154,1,1970,Office,10764,3788593,759541.2,,,73,85.7,121.5,131.3,59,
6987069.7,5288,3905 FORD RD,List Associates,774016000,19131,1,1956,Office,127785,3788675,2662700.4,,,74,75.5,193.6,5541.4,942.7,
3914079.2,5295,211-21 N 13TH ST,"211 N. 13th Street Associates, LP",883016200,19107,1,1920,Office,83059,3790250,1785197.8,,,20,68.6,170.5,289.1,543.7,
7766025.9,5296,6445-55 GERMANTOWN AVE,Caring Heart Rehabilition and Nursing Center,881447300,19119,1,1955,Senior Care Community,140000,3790272,7788255.2,,,61,111.1,232.6,9363,1275.2,
287152.8,5297,5458 TACONY ST,Bridge Industrial Center Associates,884213000,19137,1,1912,Non-Refrigerated Warehouse,160000,3790288,221020.3,,,100,3.2,7.1,149.2,44.7,
22878268.6,5298,3333 S FRONT ST,Procacci Brothers Sales Corp.,884149000,19148,1,1958,Refrigerated Warehouse,315000,3790320,6745526.4,,,53,94,250.5,3557.5,2982,
2634011.5,5302,4020 S 26TH ST,LT02182 - 4020 S. 26th Street,788003020,19145,1,2011,Office,113362,3790440,753863.8,,,88,63.5,169.8,878.7,342.1,
3159680.9,5303,4050 S 26TH ST,LT02181 - 4050 S. 26th Street,788003055,19145,1,2011,Office,91725,3790469,253738,,,59,64.4,192.3,878.7,375.8,
8351166.8,5305,4360 MONUMENT RD,Simpson House Inc.,881446000,19131,1,1899,Senior Care Community,275276,3795640,23397506.6,,,41,115.3,184.5,16418.4,2200.5,
210288.4,5308,300 ERNEST WAY,Cedar Views Apartments,881224350,19111,1,2006,Multifamily Housing,130300,3869770,1816574.3,,,100,16.8,21.3,1775.4,120.6,
3575434.8,5310,120 N CHRISTOPHER COLUMBUS BLVD,Holiday Inn Express Penns Landing,883710500,19106,1,1986,Hotel,87000,3875677,2624693.3,,,57,71.3,160.7,4670,549.4,
9373661.4,5314,2301-11 OREGON AVE,Shoprite in South Philadelphia,882046400,19145,1,1990,Supermarket/Grocery Store,129388,3875946,5089720.4,,,57,265.9,639.4,1087.8,1345.3,
15993497.5,5319,15 OREGON AVE,UPS Oregon Ave,884136200,19148,1,1967,Distribution Center,509119,3876347,22686050.6,,,41,94.5,181,2873.6,3039.1,
723521.8,5321,11600 CAROLINE RD,11600 Caroline Rd.,884269500,19154,1,1974,Non-Refrigerated Warehouse,100000,3877086,31302.9,,,92,7.5,23,223.4,84.6,
267421.7,5322,11550 E ROOSEVELT BLVD,RAMADA,883763500,19116,1,1964,Hotel,173000,3877095,1368889.2,,,100,25.3,35.1,3865.7,102.4,
554088.3,5325,2190 WHEATSHEAF LN,29145-Philadelphia / Wheatsheaf Lane,884204500,19137,1,2000,Non-Refrigerated Warehouse,67600,3800038,402400,,,97,14.1,32,8,84.9,
65180.4,5328,2722 N HANCOCK ST,Leatex Chemical Co.,884340820,19133,1,1884,Distribution Center,53050,3814517,83246.5,,,99,2.8,5.5,14.1,11.9,
17763414.5,5329,9173-75 E ROOSEVELT BLVD,Northeast Shopping Center-Burlington Coat Factory,882093500,19114,1,1961,Retail Store,287880,3815264,496758.9,,,47,63.4,195.6,3648,2063.5,
1651726.3,5336,701 CATHEDRAL RD,Andorra Shopping Center-Kohl's,882116500,19128,1,1953,Retail Store,80200,3824196,317872.7,,,96,24.6,68.8,587.5,206.3,
39057505.2,5337,2601 HOLME AVE,Nazareth Hospital,778009005,19152,4,1939,Hospital (General Medical & Surgical),539000,3824648,56422918,,,86,177.2,337.5,27200.7,7479.7,
89322.9,5338,413-23 E ALLEGHENY AVE,laundry mall,884526200,19134,1,1905,Non-Refrigerated Warehouse,47136,3824714,3722096.6,,,3,80.9,88.9,303.6,207.6,
6503858.9,5299,14700 TOWNSEND RD,NARA,884292516,19154,1,1994,Other - Public Services,300000,3790331,3914345.2,,,,34.7,81.8,70.3,953.8,
26970887.6,5345,1327-39 CHESTNUT ST,The Widener Building,883312000,19107,1,1914,Office,550707,3831243,10047671.6,,,65,76.5,196.8,9963.2,3626.7,
7047840.8,5346,9455-73 E ROOSEVELT BLVD,Four Points Hotel/Richfield Hosipitality,883760000,19114,1,1973,Hotel,270000,3831435,3890015.9,,,74,61.1,146.5,6614.9,1014.9,
21456464.4,5348,2450 W HUNTING PARK AVE,Temple University Health System,883380850,19129,1,1917,Office,433493,3849500,2936206.8,,,44,102.3,295.4,2450.6,2536.1,
12271271.6,5350,1801 N 5TH ST,Honor Foods,884080210,19122,1,1983,Refrigerated Warehouse,94500,3851366,46060.6,,,12,130.3,408.3,614.7,1409.7,
6344364.9,5222,1301-09 RACE ST,097-Hampton Inn - Philadelphia,883704760,19107,1,2001,Hotel,159885,3762103,4079399.9,,,75,65.2,151.4,9893,944.2,
13754996.9,5223,202 W RITTENHOUSE SQ # HOTEL,171-Rittenhouse Hotel,883702700,19103,1,1989,Hotel,134484,3762129,9439100,,,2,172.5,394.9,686.7,2078.8,
17249157.9,5224,9882-90 BUSTLETON AVE,Paul's Run,881198600,19115,4,1981,Multifamily Housing,331053,3762384,57358429.9,,,1,243.9,374,16882,4960,
126096226.3,5225,5401-65 OLD YORK RD,Einstein Medical Center Philadelphia,776009000,19141,20,1950,Hospital (General Medical & Surgical),2537000,3762393,199164195.9,,,85,185.9,345.8,116261.7,25039.2,
5277927.3,5233,202-14 N 33RD ST,21-Myers Hall,881822840,19104,1,1977,Residence Hall/Dormitory,93696,3762544,840613,,,45,65.3,186.3,2924,649.9,
7830154.4,5234,3200 RACE ST,24-North Hall,881822890,19104,1,1998,Residence Hall/Dormitory,167173,3762546,2711769.4,,,57,63.1,164.1,4992.8,1042,
5790918.1,5235,115-25 N 32ND ST,26-Caneris Hall,881822880,19104,1,2000,Residence Hall/Dormitory,108535,3762548,11330839,,,17,157.8,277.2,4471.3,1265.9,
6898780.8,5237,3300 RACE ST,29-Race Hall,881822900,19104,1,2006,Residence Hall/Dormitory,132518,3762551,1876406.7,,,46,66.2,178.3,4323.7,890.8,
5219841.4,5238,219-25 N 34TH ST,31-Millenium Hall,881822910,19104,1,2009,Residence Hall/Dormitory,102680,3762553,3334728.4,,,41,83.3,193.7,3434.2,775.7,
26999.3,5243,5101-03 HAVERFORD AVE,Church of God Non Sectarian,774182000,19139,1,1910,Worship Facility,86052,3766953,167363.7,,,100,2.3,3,32.4,12,
8591293.2,5246,4620-40 E ROOSEVELT BLVD,Walmart Store #01-5103,882181540,19124,1,2003,Retail Store,109554,3769239,2445897.9,,,55,100.7,269.7,969.8,1115.2,
11035967.3,5248,2044 RED LION RD,BJ's Wholesale Club,882070140,19115,1,1987,Wholesale Club/Supercenter,114710,3772838,4020580.7,,,15,143.8,371.3,664.3,1479.2,
2003607.9,5250,428-54 E ERIE AVE,Good Food Lab,884047900,19134,1,1934,Non-Refrigerated Warehouse,70483,3772933,729303.2,,,28,38.8,100.1,65.9,261,
48856.4,5251,600 W CHELTENHAM AVE,AHF/MONTGOMERY INC,881447900,19126,1,1977,Senior Care Community,73382,3796514,4310769.1,,,100,59.4,63.8,13888.5,234.4,
12108938.9,5253,3655 S LAWRENCE ST,Procacci Brothers Sales Corp. B1,884153000,19148,1,1967,Refrigerated Warehouse,148238.4,3798495,308567.7,,,36,83.8,258.7,978.8,1405,
1281294.7,5254,2345 CASTOR AVE,25765-Philadelphia/Castor Ave OC,884193500,19134,1,2000,Non-Refrigerated Warehouse,104450,3800031,719500,,,92,19.2,45.8,545,185.2,
4758852.9,5259,100 N 20TH ST,120 N. 20th Street,883066000,19106,1,1981,Office,88700,3774261,548807.1,,,84,59.8,175,1355.5,574.9,
24689750.6,5267,2 FRANKLIN TOWN BLVD,Watermark at Logan Square,881435700,19103,1,1984,Multifamily Housing,508400,3780992,5276029.8,,,11,65.9,182.6,20238.3,3111.6,
9508926.7,5268,1800 BYBERRY RD,Mast Charter School,778500305,19116,2,2001,K-12 School,225417,3782240,1817452.6,,,37,78.7,220.6,791,1187,
10672343.6,5271,1951 S CHRISTOPHER COLUMBUS BLVD,Pier 82 South,781053600,19148,1,1980,Refrigerated Warehouse,125000,3782623,799818.1,,,35,91.8,274.8,3148,1266.4,
11494748.2,5272,1000 FRANKLIN MILLS CIR,Sam's Club #18-6332,882693100,19154,1,2000,Wholesale Club/Supercenter,133000,3782624,6566991,,,30,135.8,323.2,1776.7,1667,
25922502.8,5274,500 JAMESTOWN AVE,Roxborough Memorial Hospital,775003010,19128,1,1890,Hospital (General Medical & Surgical),368366,3782770,3778552.9,,,100,80.6,231.7,13603.4,3173.5,
535691.2,5371,199 W HUNTING PARK AVE,Esperanza Center,884042149,19140,1,1970,Worship Facility,29000,3892303,1321200.5,,,39,64,105.8,226.2,131.6,
1431675.2,5373,4309-35 G ST,4309 G Street,884114510,19124,1,1950,Non-Refrigerated Warehouse,71509,3892818,0,,,62,20,62.9,828.8,164.2,
1389229.9,5374,449 E TIOGA ST,449 East Tioga St,884047000,19134,1,1960,Non-Refrigerated Warehouse,337200,3892821,115425,,,100,4.5,13.3,40.4,165.4,
316411.8,5375,1196 ADAMS AVE,1196 Adams Ave,882021310,19124,1,1850,Non-Refrigerated Warehouse,68632,3892824,85363.2,,,86,5.9,15.8,652.2,40.8,
760193.6,5378,215-51 W ERIE AVE,215-251 West Erie Ave.,884040500,19140,1,1950,Non-Refrigerated Warehouse,95928,3892828,0,,,75,7.9,24.9,17.2,87.2,
9445187.1,5383,2550 GRANT AVE,Giant Supermarket Grant Ave,882069750,19114,1,2011,Supermarket/Grocery Store,74100,3878985,287613.5,,,94,131.3,404.3,1603.2,1098.4,
1613839.5,5384,12270 TOWNSEND RD,Holts Cigar Company,884292000,19154,1,1970,Refrigerated Warehouse,50847,3879065,332994.3,,,83,38.3,106.5,732.7,202.8,
1125882.5,5389,9501 E ROOSEVELT BLVD,MRA Realty,883088901,19114,1,1989,Medical Office,208776,3880929,356280.3,,,100,21.6,56.8,2126707.6,148,
872727.5,5436,660-70 E ERIE AVE,Police Gun Permit Facility,884527017,19134,1,1982,Non-Refrigerated Warehouse,53000,4830357,2222409,,,28,58.4,95.7,49.3,218.1,
3071183.5,5437,8401 EXECUTIVE AVE,DOA Warehouse,884171000,19153,1,1970,Non-Refrigerated Warehouse,88022,4830364,4649815.3,,,17,87.7,165,0,599.2,
1925541.7,5443,4219 RICHMOND ST,4219 Richmond St,884209600,19137,1,1950,Non-Refrigerated Warehouse,65490,3892829,0,,,9,29.4,92.3,491.5,220.8,
781723.3,5444,3800R-60 N 2ND ST,3820 N. 2nd Ave,884038510,19140,1,1950,Non-Refrigerated Warehouse,89550,3892830,0,,,74,8.7,27.4,9,89.6,
1182189.8,5445,6701-41 CALLOWHILL ST,6701 Callowhill St,774084000,19151,1,1950,K-12 School,56321,3892833,1751279.6,,,90,52.1,98.6,1111.6,228.6,
621939.4,5446,2801-17 SOUTHAMPTON RD,2801-2817 Southampton Rd,884291400,19151,1,1998,Office,63000,3892834,1537563.6,,,100,34.3,56.6,606.7,153,
99084.5,5447,2825-45 SOUTHAMPTON RD,2825-2845 Southampton Rd,884291510,19154,1,1984,Office,66000,3892835,455236.2,,,100,8.4,12,454.8,35.5,
9494224.4,5457,9745R E ROOSEVELT BLVD,Walmart Store #01-5130,882242000,19114,1,2004,Wholesale Club/Supercenter,141985,3893948,3385345.6,,,57,90.7,235,1165.6,1268.6,
394070,5458,22 E CHESTNUT HILL AVE,Saint Pauls Church,775110000,19118,1,1928,Worship Facility,59600,3894029,2724494.5,,,77,52.3,68.8,190.1,189.9,
5282229.8,5462,4101 ISLAND AVE,Philadelphia PA FP,883742500,19153,1,1980,Hotel,88956,4542636,3603149.2,,,53,99.9,229,6024.9,797.1,
3856573.4,5463,4301 ISLAND AVE,Philadelphia PA AH,883742800,19153,1,1980,Hotel,75000,4542637,1321304.1,,,26,69,180,2843.1,512.5,
20450610.2,5464,201L S CHRISTOPHER COLUMBUS BLVD,Hilton Pennslanding Philadelphia,883710700,19106,1,1999,Hotel,607800,4547873,15509299.6,,,72,61.5,137.6,10638.8,3169,
679267.4,5465,6610 HASBROOK AVE,6610 Hasbrook Partnership,884121710,19111,1,1940,Mixed Use Property,93166,4566549,2049851.9,,,73,29.3,46,261.8,184.2,
6935569,5466,1830 LOMBARD ST,The Pepper Building,881020430,19147,1,1927,Multifamily Housing,179985,4573908,1523914.9,,,43,50.1,138.3,4363,876.3,
6222106.1,5468,1742-60 MARKET ST,1760 Market,883032500,19103,1,1980,Office,138128,4588184,1932397.4,,,80,59,156.1,1736.4,816.2,
1766377.4,5470,3231-65 N 2ND ST,Caribe Towers,881426260,19140,1,2005,Multifamily Housing,155168,4598025,1656893.5,,,74,40.8,86.7,1974.6,290.6,
1190976,5471,173-83 W ALLEGHENY AVE,Casa Caribe,881448410,19133,1,1998,Multifamily Housing,70250,4598608,1164274.3,,,82,36.1,76,9085.8,198.4,
1625920.4,5473,200 E SOMERSET ST,Somerset Villas Inc,886905900,19134,1,1991,Multifamily Housing,68900,4619330,2388891.9,,,86,58.3,110.5,3029.6,313.3,
19162082,5475,2001 HAMILTON ST,(PA2141 - 2244) - City View North & South,888091015,19130,2,1990,Multifamily Housing,500000,4694204,9483327.6,,,42,57.3,140.3,18474.6,2701.2,
6525026.9,5476,1326-42 SPRUCE ST,Center City 1,888050493,19107,1,1976,Multifamily Housing,288000,4721428,5674971.6,,,89,49.6,107.5,6431.8,1049.7,
11511869.6,5477,237-47 S 18TH ST,Barclay,888070010,19103,1,1929,Multifamily Housing,283000,4735240,17177102.2,,,4,101.4,191.5,6148.2,2232.5,
14435339.5,5478,717 S CHRISTOPHER COLUMBUS BLVD,Dockside Condominium Association,888064502,19147,1,2001,Multifamily Housing,502070,4743540,5184145.3,,,60,46.4,120.1,6895.5,1930.8,
3446979.8,5479,810 ARCH ST,Francis House of Peace,886617600,19107,1,2015,Multifamily Housing,55000,4746470,1073000.9,,,17,82.2,217.3,1901.9,452.3,
7273077.2,5480,201-59 N 8TH ST,(PA2414) - Metroclub Condominiums,888037050,19106,1,2005,Multifamily Housing,167542,4803406,1560751.3,,,75,52.7,146.1,6837.2,917,
11107141.6,5481,1 ACADEMY CIR,(PA2459) - Toll Naval Square,888300524,19146,32,2005,Multifamily Housing,878176,4803449,4638853.8,,,100,17.9,45.3,27553.7,1520.2,
